condition,wandb_id,mode,clip_index,term_step,term_s,term_frame,term_reason,behaviour_at_term,behaviour_window_modal,window_modal_frac
torque_intact,594219y6,torque,19,763,7.63,381,root_too_far,Amble,Amble,0.745098
torque_intact,594219y6,torque,27,190,1.9,95,root_too_rotated,Amble,Amble,0.764706
torque_intact,86cpjh43,torque,1,1872,18.72,936,root_too_far,Walk,Walk,1.0
torque_intact,86cpjh43,torque,3,300,3.0,150,root_too_rotated,ProneSniff,ProneSniff,1.0
torque_intact,86cpjh43,torque,8,387,3.87,194,root_too_far,RearMid,RearHigh,0.588235
torque_intact,86cpjh43,torque,9,1269,12.69,634,root_too_far,RearHigh,RearDown,0.588235
torque_intact,86cpjh43,torque,10,2013,20.13,1007,root_too_far,RearHigh,RearMid,0.470588
torque_intact,86cpjh43,torque,11,2952,29.52,1476,root_too_far,ProneSlow,ProneSlow,1.0
torque_intact,86cpjh43,torque,13,2779,27.79,1390,root_too_rotated,RearHigh,RearMid,0.784314
torque_intact,86cpjh43,torque,15,1716,17.16,858,root_too_rotated,RearHigh,RearHigh,0.607843
torque_intact,86cpjh43,torque,16,736,7.36,368,root_too_far,RearHigh,RearLow,0.588235
torque_intact,86cpjh43,torque,19,833,8.33,416,root_too_far,AmbleGroom,Amble,0.960784
torque_intact,86cpjh43,torque,27,250,2.5,125,root_too_far,ProneSlow,Amble,0.843137
torque_intact,86cpjh43,torque,28,1140,11.4,570,root_too_rotated,WalkFast,WalkFast,0.764706
torque_intact,ame77mw2,torque,1,1844,18.44,922,root_too_far,Walk,Walk,0.54902
torque_intact,ame77mw2,torque,3,264,2.64,132,root_too_far,ProneSniff,ProneSniff,1.0
torque_intact,ame77mw2,torque,10,2010,20.1,1005,root_too_far,RearHigh,RearMid,0.470588
torque_intact,ame77mw2,torque,11,2973,29.73,1487,root_too_far,ProneSlow,ProneSlow,1.0
torque_intact,ame77mw2,torque,15,1732,17.32,866,root_too_far,RearHigh,RearHigh,0.921569
torque_intact,ame77mw2,torque,19,774,7.74,387,root_too_far,Amble,Amble,0.960784
torque_intact,ame77mw2,torque,27,212,2.12,106,root_too_far,Amble,Amble,1.0
torque_intact,ame77mw2,torque,28,2532,25.32,1266,root_too_rotated,RearMid,RearMid,0.980392
torque_intact,ame77mw2,torque,30,2351,23.51,1176,root_too_far,RearHigh,RearMid,0.509804
torque_nointent,dv8hft01,torque,0,2301,23.01,1151,root_too_far,RearHigh,RearDown,0.509804
torque_nointent,dv8hft01,torque,1,158,1.58,79,root_too_far,RearHigh,RearMid,0.823529
torque_nointent,dv8hft01,torque,2,377,3.77,189,root_too_far,Walk,Amble,0.705882
torque_nointent,dv8hft01,torque,3,365,3.65,183,root_too_rotated,Amble,Amble,0.607843
torque_nointent,dv8hft01,torque,4,397,3.97,199,root_too_rotated,Walk,Walk,0.647059
torque_nointent,dv8hft01,torque,5,463,4.63,232,root_too_far,Walk,Walk,0.764706
torque_nointent,dv8hft01,torque,6,684,6.84,342,root_too_far,RearHigh,RearHigh,1.0
torque_nointent,dv8hft01,torque,7,2027,20.27,1014,root_too_rotated,Walk,Amble,0.901961
torque_nointent,dv8hft01,torque,8,329,3.29,165,root_too_far,RearHigh,RearMid,0.470588
torque_nointent,dv8hft01,torque,9,578,5.78,289,root_too_far,WalkFast,Walk,0.784314
torque_nointent,dv8hft01,torque,10,1094,10.94,547,root_too_far,Amble,ProneSniff,0.627451
torque_nointent,dv8hft01,torque,11,148,1.48,74,root_too_far,AmbleGroom,Amble,0.588235
torque_nointent,dv8hft01,torque,12,692,6.92,346,root_too_rotated,RearMid,RearMid,0.882353
torque_nointent,dv8hft01,torque,13,108,1.08,54,root_too_far,Amble,Amble,0.490196
torque_nointent,dv8hft01,torque,14,281,2.81,141,root_too_far,Walk,Walk,0.686275
torque_nointent,dv8hft01,torque,15,419,4.19,210,root_too_far,RearHigh,RearMid,0.784314
torque_nointent,dv8hft01,torque,16,512,5.12,256,root_too_far,RearMid,RearMid,0.980392
torque_nointent,dv8hft01,torque,17,96,0.96,48,root_too_far,RearHigh,RearHigh,0.607843
torque_nointent,dv8hft01,torque,18,269,2.69,135,root_too_rotated,Walk,Walk,0.901961
torque_nointent,dv8hft01,torque,19,255,2.55,128,root_too_far,WalkFast,Walk,0.392157
torque_nointent,dv8hft01,torque,20,279,2.79,140,root_too_far,WalkFast,Walk,0.490196
torque_nointent,dv8hft01,torque,21,600,6.0,300,root_too_far,RearHigh,RearMid,0.862745
torque_nointent,dv8hft01,torque,22,305,3.05,153,root_too_rotated,RearMid,RearMid,1.0
torque_nointent,dv8hft01,torque,23,754,7.54,377,root_too_far,ProneSniff,Amble,0.54902
torque_nointent,dv8hft01,torque,24,664,6.64,332,root_too_far,Walk,Walk,0.568627
torque_nointent,dv8hft01,torque,25,136,1.36,68,root_too_far,Amble,Walk,0.627451
torque_nointent,dv8hft01,torque,26,66,0.66,33,root_too_far,Walk,Walk,0.901961
torque_nointent,dv8hft01,torque,27,43,0.43,22,root_too_far,Walk,Walk,0.681818
torque_nointent,dv8hft01,torque,28,76,0.76,38,root_too_far,RearHigh,RearHigh,1.0
torque_nointent,dv8hft01,torque,29,249,2.49,125,root_too_far,Amble,Amble,1.0
torque_nointent,dv8hft01,torque,30,544,5.44,272,root_too_far,WalkFast,Walk,0.470588
torque_nointent,dv8hft01,torque,31,425,4.25,213,root_too_far,WalkFast,Walk,0.54902
torque_noproprio_eff2,cxixksnk,torque,0,38,0.38,19,root_too_rotated,RearMid,Amble,0.641026
torque_noproprio_eff2,cxixksnk,torque,1,220,2.2,110,root_too_far,RearHigh,RearHigh,1.0
torque_noproprio_eff2,cxixksnk,torque,2,470,4.7,235,root_too_far,Amble,Walk,0.960784
torque_noproprio_eff2,cxixksnk,torque,3,263,2.63,132,root_too_rotated,ProneSniff,ProneSniff,1.0
torque_noproprio_eff2,cxixksnk,torque,4,378,3.78,189,root_too_rotated,Walk,Amble,0.72549
torque_noproprio_eff2,cxixksnk,torque,5,467,4.67,234,root_too_far,Walk,Walk,0.843137
torque_noproprio_eff2,cxixksnk,torque,6,362,3.62,181,root_too_rotated,ProneSniff,FaceGroom,0.960784
torque_noproprio_eff2,cxixksnk,torque,7,2123,21.23,1062,root_too_rotated,Amble,Amble,0.882353
torque_noproprio_eff2,cxixksnk,torque,8,349,3.49,175,root_too_far,RearHigh,RearHigh,0.647059
torque_noproprio_eff2,cxixksnk,torque,9,601,6.01,300,root_too_far,WalkFast,WalkFast,0.588235
torque_noproprio_eff2,cxixksnk,torque,10,1139,11.39,569,root_too_far,Walk,Walk,0.54902
torque_noproprio_eff2,cxixksnk,torque,11,1867,18.67,934,root_too_far,RearHigh,RearHigh,0.843137
torque_noproprio_eff2,cxixksnk,torque,12,545,5.45,272,root_too_rotated,ProneSniff,ProneSniff,1.0
torque_noproprio_eff2,cxixksnk,torque,13,86,0.86,43,root_too_far,Amble,Walk,0.705882
torque_noproprio_eff2,cxixksnk,torque,14,363,3.63,182,root_too_far,WalkFast,Walk,0.509804
torque_noproprio_eff2,cxixksnk,torque,15,441,4.41,221,root_too_far,RearHigh,RearHigh,0.647059
torque_noproprio_eff2,cxixksnk,torque,16,460,4.6,230,pose_error,Amble,Amble,1.0
torque_noproprio_eff2,cxixksnk,torque,17,108,1.08,54,root_too_far,RearHigh,RearHigh,0.843137
torque_noproprio_eff2,cxixksnk,torque,18,93,0.93,46,root_too_rotated,ProneSniff,ProneSniff,1.0
torque_noproprio_eff2,cxixksnk,torque,19,263,2.63,132,root_too_far,WalkFast,WalkFast,0.54902
torque_noproprio_eff2,cxixksnk,torque,20,293,2.93,147,root_too_far,WalkFast,WalkFast,0.607843
torque_noproprio_eff2,cxixksnk,torque,21,617,6.17,308,root_too_far,RearHigh,RearMid,0.568627
torque_noproprio_eff2,cxixksnk,torque,22,360,3.6,180,root_too_far,RearMid,RearMid,1.0
torque_noproprio_eff2,cxixksnk,torque,23,945,9.45,472,root_too_far,WalkFast,WalkFast,0.666667
torque_noproprio_eff2,cxixksnk,torque,24,579,5.79,289,pose_error,ProneSniff,ProneSniff,1.0
torque_noproprio_eff2,cxixksnk,torque,25,1230,12.3,615,root_too_rotated,WalkFast,Walk,0.666667
torque_noproprio_eff2,cxixksnk,torque,26,1937,19.37,969,root_too_far,Amble,Amble,1.0
torque_noproprio_eff2,cxixksnk,torque,27,148,1.48,74,root_too_far,Walk,Walk,1.0
torque_noproprio_eff2,cxixksnk,torque,28,88,0.88,44,root_too_far,RearHigh,RearHigh,1.0
torque_noproprio_eff2,cxixksnk,torque,29,530,5.3,265,root_too_far,WalkFast,WalkFast,0.627451
torque_noproprio_eff2,cxixksnk,torque,30,343,3.43,172,pose_error,Amble,Amble,0.882353
torque_noproprio_eff2,cxixksnk,torque,31,453,4.53,227,root_too_far,WalkFast,WalkFast,0.960784
