condition,wandb_id,mode,dataset,behaviour,coarse,alive_steps,alive_s,reward_per_step,n_terminations,hazard_per_s,rtps_root_pos,rtps_root_quat,rtps_joints,rtps_joints_vel,rtps_bodies_pos,rtps_end_eff,rtps_torso_z_range,rtps_control_cost,rtps_control_diff_cost,rtps_energy_cost,err_root_pos_m,err_root_angular_deg,err_joint_l2,err_joint_vel_l2,err_body_total_m,err_body_end_eff_m
pos_intact,vd2z944s,position,new_eval,ProneSlow,still,9176,91.76,4.259399,1,0.010898,0.988701,0.984616,0.647018,0.0,0.0,0.779391,0.984743,-0.118136,-0.003797,-0.003137,0.004586,3.063502,1.306641,6.904835,0.039901,0.022266
pos_intact,vd2z944s,position,new_eval,ProneSniff,still,25059,250.59,4.284464,1,0.003991,0.992135,0.980238,0.663486,0.0,0.0,0.768923,1.0,-0.112939,-0.004059,-0.00332,0.003885,3.516129,1.2669,7.052648,0.041855,0.022837
pos_intact,vd2z944s,position,new_eval,ProneStill,still,5049,50.49,4.175303,0,0.0,0.988938,0.985057,0.622827,0.0,0.0,0.737128,0.965736,-0.119006,-0.003238,-0.002139,0.004801,3.21963,1.362218,4.215912,0.04234,0.024706
pos_intact,vd2z944s,position,new_eval,RearDown,rear,920,9.2,4.002641,0,0.0,0.930867,0.947958,0.612822,0.0,0.0,0.658685,1.0,-0.127288,-0.008163,-0.01224,0.011283,4.84134,1.385876,26.898731,0.071856,0.038828
pos_intact,vd2z944s,position,new_eval,RearHigh,rear,6017,60.17,3.910463,2,0.033239,0.93103,0.963766,0.578074,0.0,0.0,0.608456,1.0,-0.152412,-0.007074,-0.011377,0.011013,4.20437,1.468594,16.099409,0.069746,0.038073
pos_intact,vd2z944s,position,new_eval,RearLow,rear,977,9.77,3.237421,1,0.102354,0.760449,0.701903,0.425144,0.0,0.0,0.495935,1.0,-0.131431,-0.008686,-0.005894,0.023312,16.0072,1.8391,8.43538,0.20898,0.109348
pos_intact,vd2z944s,position,new_eval,RearMid,rear,3339,33.39,3.672145,0,0.0,0.888384,0.840482,0.51649,0.0,0.0,0.568271,1.0,-0.126907,-0.006782,-0.007792,0.014179,9.445855,1.61316,14.902219,0.123242,0.06513
pos_intact,vd2z944s,position,new_eval,RearSniff,rear,253,2.53,4.286676,0,0.0,0.985354,0.992541,0.707347,0.0,0.0,0.771742,1.0,-0.149156,-0.00778,-0.013372,0.005836,1.977738,1.163532,11.423424,0.040374,0.022799
pos_intact,vd2z944s,position,new_eval,Walk,locomote,11478,114.78,4.293433,1,0.008712,0.986868,0.986365,0.66664,0.0,0.0,0.790735,1.0,-0.120247,-0.007479,-0.00945,0.004942,2.695389,1.260559,23.152637,0.040278,0.022101
pos_intact,vd2z944s,position,new_eval,WalkFast,locomote,2622,26.22,4.236101,0,0.0,0.978042,0.987653,0.642377,0.0,0.0,0.788446,1.0,-0.126874,-0.013244,-0.0203,0.006712,2.72811,1.316201,35.617603,0.042644,0.021842
pos_nointent,9hyirkcx,position,new_eval,Amble,locomote,3171,31.71,2.694291,4,0.126143,0.523521,0.678316,0.466059,0.0,0.0,0.125919,0.998423,-0.093463,-0.000865,-0.003619,0.04149,17.50964,1.736067,12.334462,0.198617,0.112121
pos_nointent,9hyirkcx,position,new_eval,AmbleGroom,groom,60,0.6,2.748118,1,1.666667,0.37197,0.829817,0.52585,0.0,0.0,0.163899,1.0,-0.104082,-0.008354,-0.030982,0.057144,11.113913,1.590188,26.014412,0.232851,0.123965
pos_nointent,9hyirkcx,position,new_eval,FaceGroom,groom,281,2.81,2.885676,0,0.0,0.606633,0.823395,0.413571,0.0,0.0,0.143759,1.0,-0.091606,-0.003167,-0.00691,0.035914,11.796345,1.866616,12.782044,0.157171,0.088593
pos_nointent,9hyirkcx,position,new_eval,ProneSlow,still,1228,12.28,2.983629,0,0.0,0.621889,0.776651,0.465391,0.0,0.0,0.218494,1.0,-0.091526,-0.001724,-0.005545,0.034064,13.184392,1.737835,7.599072,0.169242,0.094199
pos_nointent,9hyirkcx,position,new_eval,ProneSniff,still,6737,67.37,2.852376,0,0.0,0.609957,0.719529,0.453965,0.0,0.0,0.163371,1.0,-0.090998,-0.000734,-0.002714,0.034752,15.504942,1.767788,5.728015,0.179367,0.098625
pos_nointent,9hyirkcx,position,new_eval,ProneStill,still,418,4.18,2.884831,1,0.239234,0.545513,0.887533,0.437554,0.0,0.0,0.111942,0.990431,-0.085315,-0.000379,-0.002448,0.038334,8.534472,1.806422,2.160864,0.155137,0.075689
pos_nointent,9hyirkcx,position,new_eval,RearDown,rear,117,1.17,2.308774,0,0.0,0.368937,0.633592,0.382123,0.0,0.0,0.021713,1.0,-0.090141,-0.002057,-0.005393,0.05111,19.055477,1.950928,28.400572,0.250801,0.130285
