condition,wandb_id,mode,dataset,level,behaviour,n_clips,episode_reward_mean,lifespan_s_mean,reward_per_step_mean,survived_mean,err_root_pos_m_mean,err_root_angular_deg_mean,err_joint_l2_mean,err_joint_vel_l2_mean,err_body_total_m_mean,err_body_end_eff_m_mean,rtps_root_pos_mean,rtps_root_quat_mean,rtps_joints_mean,rtps_joints_vel_mean,rtps_bodies_pos_mean,rtps_end_eff_mean,rtps_torso_z_range_mean,rtps_control_cost_mean,rtps_control_diff_cost_mean,rtps_energy_cost_mean,episode_reward_median,episode_reward_sd,episode_reward_sem,hazard_rate,frac_root_too_far,frac_root_too_rotated,frac_pose_error,frac_nan_termination,frac_survived
pos_intact,vd2z944s,position,old_eval,coarse,groom,64,2048.534826,4.89,4.189233,1.0,0.006947,3.864175,1.409131,32.016675,0.046525,0.022572,0.971494,0.959232,0.606064,0.0,0.0,0.802342,0.988145,-0.123749,-0.006064,-0.008232,2103.633667,254.581249,31.822656,0.0,0.0,0.0,0.0,0.0,1.0
pos_intact,vd2z944s,position,old_eval,coarse,locomote,70,2116.301697,4.828571,4.367063,0.985714,0.005812,2.375243,1.216856,45.648797,0.037314,0.018266,0.981628,0.992301,0.686187,0.0,0.0,0.846736,1.002258,-0.118376,-0.008588,-0.015083,2150.458984,237.809182,28.423634,0.002959,0.014286,0.0,0.0,0.0,0.985714
pos_intact,vd2z944s,position,old_eval,coarse,rear,35,2090.827874,4.89,4.275722,1.0,0.006489,2.589424,1.386192,33.435099,0.036894,0.018998,0.982327,0.991599,0.614846,0.0,0.0,0.831759,1.002045,-0.129061,-0.006634,-0.011161,2092.881592,34.59689,5.847942,0.0,0.0,0.0,0.0,0.0,1.0
pos_intact,vd2z944s,position,train,all,all,673,2117.106242,4.865899,4.343833,0.992571,0.006121,2.571451,1.282057,37.236678,0.036872,0.017812,0.9798,0.986245,0.658752,0.0,0.0,0.858159,1.001565,-0.122616,-0.00696,-0.011113,2142.120361,180.698808,6.965427,0.001527,0.004458,0.002972,0.0,0.0,0.992571
pos_intact,vd2z944s,position,train,behaviour,FaceGroom,109,2112.754313,4.849817,4.340047,0.990826,0.006845,2.703583,1.285572,31.136311,0.037098,0.018058,0.973823,0.979862,0.657099,0.0,0.0,0.863852,0.998912,-0.121288,-0.005193,-0.00702,2153.693115,249.889392,23.935063,0.001892,0.0,0.009174,0.0,0.0,0.990826
pos_intact,vd2z944s,position,train,behaviour,FastWalk,152,2137.541414,4.862697,4.386489,0.993421,0.005749,2.358208,1.203166,50.341875,0.035987,0.017267,0.983892,0.991352,0.692028,0.0,0.0,0.862634,1.00212,-0.119366,-0.009294,-0.016877,2153.781006,162.143033,13.151537,0.001353,0.006579,0.0,0.0,0.0,0.993421
pos_intact,vd2z944s,position,train,behaviour,LGroom,65,2069.833852,4.861231,4.252191,0.984615,0.006695,3.536579,1.361172,36.448712,0.044345,0.021371,0.968741,0.966278,0.625288,0.0,0.0,0.830551,1.002064,-0.123876,-0.007035,-0.00982,2116.439941,244.230227,30.293031,0.003165,0.0,0.015385,0.0,0.0,0.984615
pos_intact,vd2z944s,position,train,behaviour,RGroom,76,2070.189185,4.89,4.233516,1.0,0.007183,3.138385,1.391016,30.805906,0.041978,0.020406,0.970409,0.97712,0.613284,0.0,0.0,0.81707,1.002045,-0.131888,-0.006002,-0.008522,2109.952271,155.66052,17.855486,0.0,0.0,0.0,0.0,0.0,1.0
pos_intact,vd2z944s,position,train,behaviour,Rear,130,2085.517973,4.845231,4.295409,0.984615,0.006717,2.582427,1.353887,30.421687,0.037119,0.018654,0.979412,0.990687,0.628707,0.0,0.0,0.842612,1.002091,-0.131081,-0.006448,-0.010572,2110.079468,182.899888,16.041381,0.003175,0.015385,0.0,0.0,0.0,0.984615
pos_intact,vd2z944s,position,train,behaviour,Walk,141,2174.645891,4.89,4.447129,1.0,0.004574,1.938565,1.202956,37.937779,0.031226,0.014395,0.990527,0.995704,0.691794,0.0,0.0,0.898142,1.002045,-0.113763,-0.006765,-0.010555,2179.781494,46.565332,3.921508,0.0,0.0,0.0,0.0,0.0,1.0
pos_intact,vd2z944s,position,train,coarse,groom,250,2088.655194,4.865,4.284819,0.992,0.006909,3.052342,1.337283,32.417092,0.040466,0.019633,0.971464,0.975497,0.635509,0.0,0.0,0.840972,1.000684,-0.125183,-0.005918,-0.008205,2133.503418,223.975006,14.165423,0.001644,0.0,0.008,0.0,0.0,0.992
pos_intact,vd2z944s,position,train,coarse,locomote,293,2155.397152,4.875836,4.415671,0.996587,0.005184,2.156264,1.203065,44.372668,0.033696,0.015885,0.987085,0.993446,0.691915,0.0,0.0,0.879722,1.002084,-0.11667,-0.008077,-0.013835,2167.284424,122.392184,7.150228,0.0007,0.003413,0.0,0.0,0.0,0.996587
pos_intact,vd2z944s,position,train,coarse,rear,130,2085.517973,4.845231,4.295409,0.984615,0.006717,2.582427,1.353887,30.421687,0.037119,0.018654,0.979412,0.990687,0.628707,0.0,0.0,0.842612,1.002091,-0.131081,-0.006448,-0.010572,2110.079468,182.899888,16.041381,0.003175,0.015385,0.0,0.0,0.0,0.984615
pos_nointent,9hyirkcx,position,new_eval,all,all,32,1303.665539,4.886562,2.807535,0.0,0.041165,16.286886,1.714231,12.993756,0.185526,0.101909,0.5463,0.717846,0.482522,0.0,0.0,0.175584,0.996374,-0.099929,-0.002529,-0.008633,1051.389099,997.677696,176.366166,0.204643,0.8125,0.1875,0.0,0.0,0.0
pos_nointent,9hyirkcx,position,new_eval,behaviour,Amble,8,1467.501511,5.185,2.972644,0.0,0.038514,14.10281,1.718856,14.348103,0.168175,0.090478,0.581991,0.780092,0.477567,0.0,0.0,0.227635,1.00276,-0.092056,-0.00124,-0.004106,1307.881836,766.718782,271.076025,0.192864,0.875,0.125,0.0,0.0,0.0
pos_nointent,9hyirkcx,position,new_eval,behaviour,ProneSlow,1,1736.94104,6.94,2.502797,0.0,0.036079,26.45684,1.720617,7.066058,0.257941,0.145695,0.591078,0.423151,0.473375,0.0,0.0,0.106168,1.001441,-0.088993,-0.00067,-0.002753,1736.94104,,,0.144092,1.0,0.0,0.0,0.0,0.0
pos_nointent,9hyirkcx,position,new_eval,behaviour,ProneSniff,18,1417.221394,5.400556,2.794904,0.0,0.040788,16.311988,1.748101,10.87204,0.183403,0.101259,0.550433,0.715308,0.467671,0.0,0.0,0.173583,0.998628,-0.101071,-0.00207,-0.007579,1039.462616,1146.881258,270.322505,0.185166,0.777778,0.222222,0.0,0.0,0.0
pos_nointent,9hyirkcx,position,new_eval,behaviour,RearHigh,3,480.139053,1.91,2.697266,0.0,0.053687,12.733897,1.516751,19.738461,0.219002,0.122953,0.395334,0.78627,0.569666,0.0,0.0,0.064261,1.008624,-0.11042,-0.0045,-0.011971,469.88269,306.333611,176.861793,0.52356,1.0,0.0,0.0,0.0,0.0
pos_nointent,9hyirkcx,position,new_eval,behaviour,Walk,2,644.970932,2.505,2.578554,0.0,0.038922,25.041778,1.683936,19.518607,0.187616,0.100025,0.570391,0.536416,0.509857,0.0,0.0,0.187084,0.929629,-0.110871,-0.009791,-0.034162,644.970932,809.850834,572.651016,0.399202,0.5,0.5,0.0,0.0,0.0
pos_nointent,9hyirkcx,position,new_eval,coarse,locomote,10,1302.995395,4.649,2.893826,0.0,0.038595,16.290604,1.711872,15.382204,0.172063,0.092387,0.579671,0.731357,0.484025,0.0,0.0,0.219525,0.988134,-0.095819,-0.00295,-0.010117,1232.719727,806.45677,255.024023,0.2151,0.8,0.2,0.0,0.0,0.0
pos_nointent,9hyirkcx,position,new_eval,coarse,rear,3,480.139053,1.91,2.697266,0.0,0.053687,12.733897,1.516751,19.738461,0.219002,0.122953,0.395334,0.78627,0.569666,0.0,0.0,0.064261,1.008624,-0.11042,-0.0045,-0.011971,469.88269,306.333611,176.861793,0.52356,1.0,0.0,0.0,0.0,0.0
pos_nointent,9hyirkcx,position,new_eval,coarse,still,19,1434.048744,5.481579,2.77953,0.0,0.04054,16.845928,1.746655,10.671725,0.187326,0.103598,0.552573,0.699932,0.467971,0.0,0.0,0.170035,0.998776,-0.100436,-0.001996,-0.007325,1077.893921,1116.97914,256.252589,0.182429,0.789474,0.210526,0.0,0.0,0.0
pos_nointent,9hyirkcx,position,old_eval,all,all,169,869.736794,2.891893,2.936909,0.349112,0.035924,16.424789,1.697136,39.932694,0.169231,0.090641,0.625218,0.713338,0.496349,0.0,0.0,0.214805,1.007083,-0.103428,-0.004263,-0.012194,699.074585,567.141714,43.626286,0.225073,0.532544,0.118343,0.0,0.0,0.349112
pos_nointent,9hyirkcx,position,old_eval,behaviour,FaceGroom,27,1523.680407,4.604444,3.270213,0.888889,0.023273,14.441737,1.739488,31.938036,0.137138,0.069481,0.789836,0.750073,0.471598,0.0,0.0,0.361329,1.002451,-0.099179,-0.001416,-0.004481,1601.766479,441.323607,84.932768,0.024131,0.037037,0.074074,0.0,0.0,0.888889
pos_nointent,9hyirkcx,position,old_eval,behaviour,FastWalk,37,385.664443,1.333514,2.799975,0.0,0.045237,15.899619,1.613417,51.061205,0.190617,0.102543,0.504475,0.73282,0.537399,0.0,0.0,0.160367,1.013681,-0.112989,-0.008968,-0.026811,404.161316,234.930469,38.622331,0.749899,0.918919,0.081081,0.0,0.0,0.0
pos_nointent,9hyirkcx,position,old_eval,behaviour,LGroom,17,1308.506904,4.454706,2.894938,0.764706,0.029559,18.482971,1.913043,33.621988,0.150686,0.080483,0.693975,0.67974,0.408237,0.0,0.0,0.213663,1.002389,-0.097288,-0.001434,-0.004345,1439.926514,389.590704,94.489625,0.052819,0.0,0.235294,0.0,0.0,0.764706
pos_nointent,9hyirkcx,position,old_eval,behaviour,RGroom,20,1073.774607,3.798,2.774891,0.6,0.034019,20.727137,1.817869,36.381276,0.175346,0.092702,0.650897,0.615854,0.45019,0.0,0.0,0.170684,1.007842,-0.102305,-0.004404,-0.013867,1169.555054,538.127382,120.328941,0.105319,0.15,0.25,0.0,0.0,0.6
pos_nointent,9hyirkcx,position,old_eval,behaviour,Rear,35,791.027006,2.747143,2.856256,0.228571,0.041267,14.604254,1.745993,36.735302,0.165282,0.090513,0.561401,0.748124,0.476546,0.0,0.0,0.179076,1.006269,-0.102475,-0.003534,-0.009151,586.513367,502.094589,84.869476,0.280811,0.742857,0.028571,0.0,0.0,0.228571
pos_nointent,9hyirkcx,position,old_eval,behaviour,Walk,33,611.227516,2.037273,3.023095,0.060606,0.0346,16.899225,1.520136,42.790875,0.181546,0.09873,0.64261,0.700933,0.564944,0.0,0.0,0.221182,1.006297,-0.101039,-0.00346,-0.008373,593.816345,341.888815,59.515203,0.461104,0.787879,0.151515,0.0,0.0,0.060606
pos_nointent,9hyirkcx,position,old_eval,coarse,groom,64,1325.929383,4.312656,3.015742,0.765625,0.028301,17.479377,1.810083,33.773848,0.152677,0.07966,0.720955,0.689448,0.448078,0.0,0.0,0.262529,1.004119,-0.099653,-0.002354,-0.007378,1443.210083,493.24184,61.65523,0.054346,0.0625,0.171875,0.0,0.0,0.765625
pos_nointent,9hyirkcx,position,old_eval,coarse,locomote,70,492.00132,1.665286,2.90516,0.028571,0.040222,16.370862,1.569442,47.162335,0.18634,0.100746,0.569596,0.717788,0.550384,0.0,0.0,0.189037,1.0102,-0.107355,-0.006371,-0.018118,493.302795,309.623623,37.007101,0.58334,0.857143,0.114286,0.0,0.0,0.028571
pos_nointent,9hyirkcx,position,old_eval,coarse,rear,35,791.027006,2.747143,2.856256,0.228571,0.041267,14.604254,1.745993,36.735302,0.165282,0.090513,0.561401,0.748124,0.476546,0.0,0.0,0.179076,1.006269,-0.102475,-0.003534,-0.009151,586.513367,502.094589,84.869476,0.280811,0.742857,0.028571,0.0,0.0,0.228571
pos_nointent,9hyirkcx,position,train,all,all,673,868.96181,2.883016,2.958295,0.343239,0.037172,16.118839,1.652497,39.150289,0.168829,0.090755,0.609897,0.720216,0.513201,0.0,0.0,0.22716,1.006296,-0.103211,-0.003952,-0.011313,734.278687,562.176965,21.670329,0.227803,0.539376,0.115899,0.0,0.0,0.343239
pos_nointent,9hyirkcx,position,train,behaviour,FaceGroom,109,1494.580045,4.535688,3.239809,0.844037,0.025466,15.197925,1.713055,32.0059,0.131438,0.069051,0.760735,0.738704,0.483529,0.0,0.0,0.36052,1.002849,-0.099369,-0.001781,-0.005378,1632.528198,503.340983,48.211322,0.034386,0.091743,0.06422,0.0,0.0,0.844037
pos_nointent,9hyirkcx,position,train,behaviour,FastWalk,152,402.489748,1.382961,2.887236,0.0,0.043014,15.966843,1.539415,49.875842,0.195198,0.105096,0.537062,0.728533,0.563646,0.0,0.0,0.182964,1.011275,-0.110394,-0.007005,-0.018845,411.374039,209.479625,16.991041,0.723086,0.907895,0.085526,0.0,0.0,0.0
pos_nointent,9hyirkcx,position,train,behaviour,LGroom,65,1144.379205,3.852154,2.926144,0.553846,0.031291,18.823495,1.774427,38.492509,0.161037,0.086461,0.684125,0.662118,0.461215,0.0,0.0,0.223556,1.004306,-0.098876,-0.002605,-0.007695,1213.308594,485.566394,60.227099,0.115819,0.107692,0.338462,0.0,0.0,0.553846
pos_nointent,9hyirkcx,position,train,behaviour,RGroom,76,1160.427884,3.898816,2.853049,0.644737,0.034081,19.91095,1.747529,34.312506,0.153025,0.081977,0.646794,0.638402,0.475745,0.0,0.0,0.207827,1.005176,-0.103865,-0.003523,-0.013507,1333.400879,572.395083,65.658219,0.091121,0.131579,0.223684,0.0,0.0,0.644737
pos_nointent,9hyirkcx,position,train,behaviour,Rear,130,782.279381,2.842538,2.793649,0.307692,0.044414,15.596724,1.744568,34.481998,0.171362,0.092778,0.517451,0.725891,0.477761,0.0,0.0,0.182864,1.006064,-0.10244,-0.003578,-0.010366,728.235718,471.199758,41.326953,0.243553,0.653846,0.038462,0.0,0.0,0.307692
pos_nointent,9hyirkcx,position,train,behaviour,Walk,141,684.043577,2.265532,3.040626,0.099291,0.037626,14.185185,1.535269,40.32589,0.179082,0.096917,0.602939,0.762608,0.558585,0.0,0.0,0.224633,1.00533,-0.100795,-0.003534,-0.009139,638.051208,350.167281,29.489405,0.397571,0.801418,0.099291,0.0,0.0,0.099291
pos_nointent,9hyirkcx,position,train,coarse,groom,250,1301.94557,4.16436,3.040681,0.708,0.029599,17.573333,1.739492,34.393626,0.145696,0.077507,0.706178,0.6883,0.475361,0.0,0.0,0.278491,1.003935,-0.100608,-0.002525,-0.008452,1449.479065,545.904566,34.526036,0.070119,0.108,0.184,0.0,0.0,0.708
pos_nointent,9hyirkcx,position,train,coarse,locomote,293,537.981522,1.807679,2.961052,0.047782,0.040421,15.109458,1.53742,45.280131,0.187443,0.10116,0.568764,0.744931,0.561211,0.0,0.0,0.203016,1.008414,-0.105775,-0.005335,-0.014174,533.869507,318.338295,18.597522,0.526763,0.856655,0.09215,0.0,0.0,0.047782
pos_nointent,9hyirkcx,position,train,coarse,rear,130,782.279381,2.842538,2.793649,0.307692,0.044414,15.596724,1.744568,34.481998,0.171362,0.092778,0.517451,0.725891,0.477761,0.0,0.0,0.182864,1.006064,-0.10244,-0.003578,-0.010366,728.235718,471.199758,41.326953,0.243553,0.653846,0.038462,0.0,0.0,0.307692
pos_noproprio_eff0,23267t68,position,new_eval,all,all,32,3771.134786,11.261562,3.281802,0.15625,0.022264,9.709877,1.799323,16.018617,0.143117,0.078904,0.798661,0.856316,0.461105,0.0,0.0,0.3222,0.988246,-0.109399,-0.015841,-0.019486,2311.166748,3471.816925,613.736323,0.074923,0.59375,0.25,0.0,0.0,0.15625
pos_noproprio_eff0,23267t68,position,new_eval,behaviour,Amble,8,5104.22847,15.43375,3.293021,0.25,0.020787,9.220365,1.771342,16.826734,0.141126,0.07929,0.809014,0.862295,0.467157,0.0,0.0,0.299476,0.991227,-0.112607,-0.011652,-0.011889,4367.007812,3820.242172,1350.659573,0.048595,0.375,0.375,0.0,0.0,0.25
pos_noproprio_eff0,23267t68,position,new_eval,behaviour,ProneSlow,1,10719.875977,29.89,3.586442,1.0,0.010834,3.937834,1.850714,12.641571,0.086065,0.049512,0.938962,0.976192,0.427431,0.0,0.0,0.385744,0.999665,-0.11839,-0.012089,-0.011072,10719.875977,,,0.0,0.0,0.0,0.0,0.0,1.0
pos_noproprio_eff0,23267t68,position,new_eval,behaviour,ProneSniff,18,3215.077232,9.485,3.342634,0.055556,0.022048,9.464434,1.750786,14.857798,0.137643,0.076178,0.802188,0.861605,0.479797,0.0,0.0,0.357416,0.98575,-0.109048,-0.015629,-0.019445,2311.166748,2738.988686,645.585824,0.099572,0.722222,0.222222,0.0,0.0,0.055556
pos_noproprio_eff0,23267t68,position,new_eval,behaviour,RearHigh,3,567.879974,1.963333,3.012033,0.0,0.033218,9.48388,1.956669,20.841374,0.182603,0.098433,0.674451,0.864575,0.418124,0.0,0.0,0.238037,0.97685,-0.096815,-0.024696,-0.038494,676.315857,222.565872,128.498466,0.509338,1.0,0.0,0.0,0.0,0.0
pos_noproprio_eff0,23267t68,position,new_eval,behaviour,Walk,2,4773.789658,15.195,2.941784,0.5,0.0194,17.10193,2.086371,17.687917,0.169638,0.087295,0.841676,0.712474,0.349977,0.0,0.0,0.190623,1.010167,-0.114103,-0.023102,-0.025929,4773.789658,6557.758547,4637.035538,0.032906,0.0,0.5,0.0,0.0,0.5
pos_noproprio_eff0,23267t68,position,new_eval,coarse,locomote,10,5038.140707,15.386,3.222773,0.3,0.02051,10.796678,1.834347,16.998971,0.146829,0.080891,0.815547,0.832331,0.443721,0.0,0.0,0.277705,0.995015,-0.112906,-0.013942,-0.014697,4367.007812,4018.549388,1270.776895,0.045496,0.3,0.4,0.0,0.0,0.3
pos_noproprio_eff0,23267t68,position,new_eval,coarse,rear,3,567.879974,1.963333,3.012033,0.0,0.033218,9.48388,1.956669,20.841374,0.182603,0.098433,0.674451,0.864575,0.418124,0.0,0.0,0.238037,0.97685,-0.096815,-0.024696,-0.038494,676.315857,222.565872,128.498466,0.509338,1.0,0.0,0.0,0.0,0.0
pos_noproprio_eff0,23267t68,position,new_eval,coarse,still,19,3610.066639,10.558947,3.355466,0.105263,0.021458,9.17356,1.756045,14.741154,0.134929,0.074775,0.809386,0.867636,0.477041,0.0,0.0,0.358907,0.986482,-0.109539,-0.015443,-0.019005,2425.482422,3170.109458,727.272988,0.084737,0.684211,0.210526,0.0,0.0,0.105263
pos_noproprio_eff0,23267t68,position,old_eval,all,all,169,1302.606451,3.791243,3.371187,0.568047,0.021968,9.713722,1.741783,39.896662,0.139626,0.072578,0.80631,0.854635,0.480951,0.0,0.0,0.371313,0.99958,-0.106542,-0.014313,-0.020747,1357.379639,585.26398,45.020306,0.113934,0.319527,0.106509,0.005917,0.0,0.568047
pos_noproprio_eff0,23267t68,position,old_eval,behaviour,FaceGroom,27,1728.340605,4.660741,3.66403,0.925926,0.015397,8.393311,1.632966,32.745244,0.10628,0.051906,0.893835,0.869867,0.516873,0.0,0.0,0.507492,1.002756,-0.104906,-0.009824,-0.012063,1930.995117,472.060186,90.848025,0.015893,0.037037,0.037037,0.0,0.0,0.925926
pos_noproprio_eff0,23267t68,position,old_eval,behaviour,FastWalk,37,914.583226,2.768649,3.249903,0.243243,0.026502,9.357037,1.749168,51.685283,0.15753,0.081994,0.750092,0.869476,0.484041,0.0,0.0,0.31423,0.994447,-0.110664,-0.019448,-0.032271,813.395386,521.939142,85.806266,0.273331,0.567568,0.189189,0.0,0.0,0.243243
pos_noproprio_eff0,23267t68,position,old_eval,behaviour,LGroom,17,1708.071662,4.708824,3.58212,0.882353,0.017299,6.3019,1.718814,33.615333,0.102836,0.055897,0.867986,0.924919,0.482057,0.0,0.0,0.440604,1.001168,-0.113275,-0.010448,-0.01089,1826.825928,376.270568,91.259017,0.024984,0.058824,0.058824,0.0,0.0,0.882353
pos_noproprio_eff0,23267t68,position,old_eval,behaviour,RGroom,20,1513.935284,4.5585,3.277238,0.85,0.017681,14.08824,1.824668,32.926747,0.141305,0.072269,0.855069,0.760587,0.449249,0.0,0.0,0.345386,1.00069,-0.108527,-0.010838,-0.014378,1534.453857,479.217789,107.156355,0.032906,0.0,0.1,0.05,0.0,0.85
pos_noproprio_eff0,23267t68,position,old_eval,behaviour,Rear,35,1054.218205,3.455143,3.083855,0.342857,0.029009,11.764279,1.89102,36.868065,0.172271,0.091868,0.713731,0.814991,0.427252,0.0,0.0,0.263268,0.998027,-0.094844,-0.015364,-0.023205,1037.253418,469.974552,79.440198,0.190193,0.485714,0.171429,0.0,0.0,0.342857
pos_noproprio_eff0,23267t68,position,old_eval,behaviour,Walk,33,1315.822833,3.645152,3.520593,0.545455,0.019798,8.125528,1.625855,43.202453,0.130145,0.067255,0.834598,0.888372,0.523691,0.0,0.0,0.418506,1.002891,-0.110994,-0.015212,-0.021259,1595.929565,599.181297,104.304076,0.124699,0.424242,0.030303,0.0,0.0,0.545455
pos_noproprio_eff0,23267t68,position,old_eval,coarse,groom,64,1655.955004,4.641562,3.5214,0.890625,0.016616,9.617445,1.715676,33.033081,0.11631,0.059329,0.874855,0.85034,0.486493,0.0,0.0,0.439067,1.001689,-0.108261,-0.010307,-0.012475,1834.245361,454.492841,56.811605,0.023564,0.03125,0.0625,0.015625,0.0,0.890625
pos_noproprio_eff0,23267t68,position,old_eval,coarse,locomote,70,1103.739041,3.181857,3.377514,0.385714,0.023342,8.776469,1.691035,47.686235,0.14462,0.075046,0.789931,0.878384,0.502733,0.0,0.0,0.363388,0.998427,-0.110819,-0.017451,-0.02708,930.880829,591.043071,70.643159,0.193059,0.5,0.114286,0.0,0.0,0.385714
pos_noproprio_eff0,23267t68,position,old_eval,coarse,rear,35,1054.218205,3.455143,3.083855,0.342857,0.029009,11.764279,1.89102,36.868065,0.172271,0.091868,0.713731,0.814991,0.427252,0.0,0.0,0.263268,0.998027,-0.094844,-0.015364,-0.023205,1037.253418,469.974552,79.440198,0.190193,0.485714,0.171429,0.0,0.0,0.342857
pos_noproprio_eff0,23267t68,position,train,all,all,673,1333.087177,3.841248,3.406156,0.603269,0.021604,9.011015,1.725373,39.534369,0.134072,0.070017,0.80791,0.870073,0.487388,0.0,0.0,0.386824,0.996453,-0.108038,-0.014215,-0.020239,1502.661011,590.57893,22.765145,0.103282,0.329866,0.065379,0.0,0.0,0.603269
pos_noproprio_eff0,23267t68,position,train,behaviour,FaceGroom,109,1728.187637,4.65422,3.66361,0.908257,0.016737,7.636709,1.605327,32.168367,0.101946,0.051519,0.872894,0.893291,0.530727,0.0,0.0,0.498881,0.99333,-0.104574,-0.009682,-0.011258,1929.51001,456.085406,43.685059,0.019712,0.045872,0.045872,0.0,0.0,0.908257
pos_noproprio_eff0,23267t68,position,train,behaviour,FastWalk,152,894.991794,2.662895,3.306346,0.190789,0.02487,9.273126,1.738985,52.553761,0.151691,0.078544,0.77192,0.871087,0.485517,0.0,0.0,0.344165,0.995995,-0.111268,-0.019413,-0.031658,815.928589,493.673398,40.0422,0.303884,0.736842,0.065789,0.0,0.0,0.190789
pos_noproprio_eff0,23267t68,position,train,behaviour,LGroom,65,1630.317775,4.723385,3.436007,0.923077,0.017848,9.20553,1.738583,37.392403,0.117814,0.062889,0.852788,0.865519,0.475511,0.0,0.0,0.38423,0.997186,-0.116612,-0.010891,-0.011724,1779.609131,390.493288,48.434731,0.016286,0.030769,0.046154,0.0,0.0,0.923077
pos_noproprio_eff0,23267t68,position,train,behaviour,RGroom,76,1536.642964,4.580526,3.279654,0.881579,0.021238,11.967406,1.773216,31.950201,0.136524,0.072269,0.806161,0.803909,0.467468,0.0,0.0,0.348338,0.988574,-0.111743,-0.010699,-0.012355,1761.724854,507.372484,58.199615,0.025853,0.013158,0.105263,0.0,0.0,0.881579
pos_noproprio_eff0,23267t68,position,train,behaviour,Rear,130,1031.795993,3.404923,3.079197,0.446154,0.029997,11.29052,1.875144,34.906809,0.178474,0.095272,0.698209,0.822132,0.43559,0.0,0.0,0.259656,1.000217,-0.096206,-0.015574,-0.024827,1098.018127,485.210823,42.555804,0.16266,0.461538,0.092308,0.0,0.0,0.446154
pos_noproprio_eff0,23267t68,position,train,behaviour,Walk,141,1530.97493,4.080213,3.670606,0.659574,0.016036,6.006006,1.633536,40.535462,0.10515,0.053911,0.877869,0.932996,0.519871,0.0,0.0,0.485371,0.9998,-0.112192,-0.014292,-0.018817,1807.19873,555.989842,46.822791,0.083433,0.297872,0.042553,0.0,0.0,0.659574
pos_noproprio_eff0,23267t68,position,train,coarse,groom,250,1644.511892,4.6498,3.48771,0.904,0.018395,9.361134,1.691012,33.460294,0.116584,0.060783,0.84738,0.858898,0.49714,0.0,0.0,0.423307,0.992887,-0.109883,-0.010305,-0.011713,1819.553894,462.193745,29.231699,0.020646,0.032,0.064,0.0,0.0,0.904
pos_noproprio_eff0,23267t68,position,train,coarse,locomote,293,1201.045112,3.344949,3.481638,0.416382,0.020619,7.700894,1.68824,46.770211,0.129294,0.06669,0.822906,0.90088,0.502049,0.0,0.0,0.412117,0.997826,-0.111713,-0.016948,-0.025479,1070.668701,612.831368,35.801991,0.174477,0.525597,0.054608,0.0,0.0,0.416382
pos_noproprio_eff0,23267t68,position,train,coarse,rear,130,1031.795993,3.404923,3.079197,0.446154,0.029997,11.29052,1.875144,34.906809,0.178474,0.095272,0.698209,0.822132,0.43559,0.0,0.0,0.259656,1.000217,-0.096206,-0.015574,-0.024827,1098.018127,485.210823,42.555804,0.16266,0.461538,0.092308,0.0,0.0,0.446154
pos_noproprio_eff0,dkglvuw8,position,new_eval,all,all,32,3358.365256,10.640625,3.254497,0.0,0.023285,7.891653,1.826183,15.298846,0.152279,0.084394,0.784067,0.894245,0.447433,0.0,0.0,0.267531,0.999996,-0.109194,-0.014279,-0.015302,2730.057251,2208.229639,390.363538,0.093979,0.75,0.25,0.0,0.0,0.0
pos_noproprio_eff0,dkglvuw8,position,new_eval,behaviour,Amble,8,3319.415733,10.3925,3.353907,0.0,0.020162,8.01246,1.738685,16.319276,0.140258,0.07688,0.817313,0.88673,0.480512,0.0,0.0,0.308225,1.001252,-0.116259,-0.012404,-0.01146,2108.110901,2361.259944,834.831459,0.096223,0.5,0.5,0.0,0.0,0.0
pos_noproprio_eff0,dkglvuw8,position,new_eval,behaviour,ProneSlow,1,3487.973877,10.1,3.453439,0.0,0.018468,5.548364,1.732887,15.19304,0.128248,0.070815,0.838379,0.947218,0.479498,0.0,0.0,0.325039,1.00099,-0.110331,-0.013096,-0.014258,3487.973877,,,0.09901,1.0,0.0,0.0,0.0,0.0
pos_noproprio_eff0,dkglvuw8,position,new_eval,behaviour,ProneSniff,18,3764.255239,11.881111,3.296536,0.0,0.023395,6.947127,1.82376,13.889688,0.150154,0.08367,0.78531,0.91517,0.450022,0.0,0.0,0.284123,0.998621,-0.107228,-0.013989,-0.015492,3462.015869,2286.611491,538.959497,0.084167,0.833333,0.166667,0.0,0.0,0.0
pos_noproprio_eff0,dkglvuw8,position,new_eval,behaviour,RearHigh,3,1266.24881,4.186667,2.993815,0.0,0.027912,8.855362,1.996591,20.197698,0.163745,0.091829,0.731386,0.874603,0.381014,0.0,0.0,0.147223,1.00376,-0.09901,-0.020389,-0.024772,675.871399,1170.318496,675.683699,0.238854,0.666667,0.333333,0.0,0.0,0.0
pos_noproprio_eff0,dkglvuw8,position,new_eval,behaviour,Walk,2,2934.523865,10.42,2.770064,0.0,0.030252,15.63524,1.989019,16.604178,0.214305,0.116602,0.691756,0.738965,0.375412,0.0,0.0,0.107129,1.00121,-0.113329,-0.01581,-0.015269,2934.523865,2006.468059,1418.78717,0.095969,1.0,0.0,0.0,0.0,0.0
