condition,wandb_id,mode,dataset,level,behaviour,n_clips,episode_reward_mean,lifespan_s_mean,reward_per_step_mean,survived_mean,err_root_pos_m_mean,err_root_angular_deg_mean,err_joint_l2_mean,err_joint_vel_l2_mean,err_body_total_m_mean,err_body_end_eff_m_mean,rtps_root_pos_mean,rtps_root_quat_mean,rtps_joints_mean,rtps_joints_vel_mean,rtps_bodies_pos_mean,rtps_end_eff_mean,rtps_torso_z_range_mean,rtps_control_cost_mean,rtps_control_diff_cost_mean,rtps_energy_cost_mean,episode_reward_median,episode_reward_sd,episode_reward_sem,hazard_rate,frac_root_too_far,frac_root_too_rotated,frac_pose_error,frac_nan_termination,frac_survived
pos_intact,16jfo5vu,position,train,behaviour,FaceGroom,109,2103.384935,4.849083,4.318397,0.990826,0.007059,3.399581,1.302048,30.98301,0.041245,0.01935,0.969492,0.968147,0.650501,0.0,0.0,0.862737,1.002026,-0.121389,-0.005425,-0.007691,2151.802246,273.315707,26.178897,0.001892,0.0,0.009174,0.0,0.0,0.990826
pos_intact,16jfo5vu,position,train,behaviour,FastWalk,152,2129.248825,4.839474,4.388022,0.986842,0.005843,2.271181,1.201313,50.378506,0.035828,0.017003,0.98328,0.991872,0.692892,0.0,0.0,0.864215,1.002155,-0.12013,-0.008983,-0.017279,2151.720337,207.65086,16.842709,0.002719,0.013158,0.0,0.0,0.0,0.986842
pos_intact,16jfo5vu,position,train,behaviour,LGroom,65,2112.947127,4.89,4.320955,1.0,0.005429,2.53361,1.359157,36.56622,0.037388,0.017115,0.984958,0.991351,0.6257,0.0,0.0,0.86289,1.002045,-0.128412,-0.007091,-0.010486,2113.547119,61.360339,7.610813,0.0,0.0,0.0,0.0,0.0,1.0
pos_intact,16jfo5vu,position,train,behaviour,RGroom,76,2008.844484,4.850263,4.124888,0.973684,0.008986,4.922259,1.40593,30.897335,0.055839,0.027197,0.945606,0.938127,0.608194,0.0,0.0,0.778168,1.002081,-0.132874,-0.005884,-0.008528,2107.30896,332.829186,38.178126,0.005426,0.013158,0.013158,0.0,0.0,0.973684
pos_intact,16jfo5vu,position,train,behaviour,Rear,130,2112.720447,4.89,4.320492,1.0,0.005975,2.510806,1.35502,30.496626,0.034675,0.017125,0.985168,0.992347,0.628131,0.0,0.0,0.859811,1.002045,-0.129781,-0.006358,-0.010872,2116.461914,35.68481,3.129765,0.0,0.0,0.0,0.0,0.0,1.0
pos_intact,16jfo5vu,position,train,behaviour,Walk,141,2176.249291,4.89,4.450408,1.0,0.004565,1.871744,1.195479,37.981035,0.031062,0.014154,0.990941,0.996072,0.694992,0.0,0.0,0.899665,1.002045,-0.116015,-0.006589,-0.010704,2181.637939,50.15062,4.223444,0.0,0.0,0.0,0.0,0.0,1.0
pos_intact,16jfo5vu,position,train,coarse,groom,250,2077.130807,4.86008,4.260236,0.988,0.007221,3.637323,1.348476,32.408599,0.044679,0.021154,0.966252,0.965054,0.631191,0.0,0.0,0.837068,1.002048,-0.126707,-0.005998,-0.008672,2134.719727,262.286623,16.588463,0.002469,0.004,0.008,0.0,0.0,0.988
pos_intact,16jfo5vu,position,train,coarse,locomote,293,2151.866797,4.863788,4.418044,0.993174,0.005228,2.078961,1.198505,44.412487,0.033534,0.015632,0.986967,0.993893,0.693902,0.0,0.0,0.881275,1.002102,-0.11815,-0.007831,-0.014115,2165.539307,155.103226,9.061227,0.001403,0.006826,0.0,0.0,0.0,0.993174
pos_intact,16jfo5vu,position,train,coarse,rear,130,2112.720447,4.89,4.320492,1.0,0.005975,2.510806,1.35502,30.496626,0.034675,0.017125,0.985168,0.992347,0.628131,0.0,0.0,0.859811,1.002045,-0.129781,-0.006358,-0.010872,2116.461914,35.68481,3.129765,0.0,0.0,0.0,0.0,0.0,1.0
pos_intact,vd2z944s,position,new_eval,all,all,32,10488.170906,25.031875,4.170632,0.6875,0.006617,4.337494,1.305986,13.319037,0.057579,0.031032,0.966391,0.957745,0.648247,0.0,0.0,0.734828,0.997693,-0.120509,-0.006762,-0.007,12502.688477,3801.484967,672.01395,0.012484,0.25,0.0625,0.0,0.0,0.6875
pos_intact,vd2z944s,position,new_eval,behaviour,Amble,8,10474.381287,25.37125,4.14164,0.5,0.008258,5.162613,1.313665,15.297013,0.069309,0.03652,0.945458,0.939687,0.645229,0.0,0.0,0.74035,1.000411,-0.118443,-0.005405,-0.005647,10292.193848,2112.917688,747.029212,0.019707,0.5,0.0,0.0,0.0,0.5
pos_intact,vd2z944s,position,new_eval,behaviour,ProneSlow,1,12435.662109,29.89,4.160476,1.0,0.005125,2.522985,1.427962,10.253796,0.040207,0.023781,0.987508,0.990143,0.595082,0.0,0.0,0.752027,0.96922,-0.123288,-0.004971,-0.00525,12435.662109,,,0.0,0.0,0.0,0.0,0.0,1.0
pos_intact,vd2z944s,position,new_eval,behaviour,ProneSniff,18,11137.325548,26.352778,4.225348,0.777778,0.005153,3.801822,1.295051,11.795103,0.04859,0.026353,0.98145,0.970701,0.652543,0.0,0.0,0.751173,1.000584,-0.118697,-0.00603,-0.006375,12714.295898,3478.622178,819.919111,0.008433,0.111111,0.111111,0.0,0.0,0.777778
pos_intact,vd2z944s,position,new_eval,behaviour,RearHigh,3,4714.538493,11.343333,3.940512,0.333333,0.012327,6.872309,1.228097,19.411479,0.095643,0.0512,0.911158,0.897864,0.68413,0.0,0.0,0.612708,1.003351,-0.136396,-0.016377,-0.015925,906.900635,6793.624918,3922.301175,0.058772,0.666667,0.0,0.0,0.0,0.333333
pos_intact,vd2z944s,position,new_eval,behaviour,Walk,2,12387.640625,29.89,4.14441,1.0,0.005414,2.96309,1.429541,11.5165,0.043145,0.024566,0.986886,0.987001,0.594413,0.0,0.0,0.740215,0.966544,-0.119867,-0.005257,-0.005523,12387.640625,344.314046,243.466797,0.0,0.0,0.0,0.0,0.0,1.0
pos_intact,vd2z944s,position,new_eval,coarse,locomote,10,10857.033154,26.275,4.142194,0.6,0.007689,4.722708,1.33684,14.540911,0.064076,0.034129,0.953744,0.94915,0.635066,0.0,0.0,0.740323,0.993637,-0.118727,-0.005376,-0.005623,11291.175293,2033.781325,643.138125,0.015224,0.4,0.0,0.0,0.0,0.6
pos_intact,vd2z944s,position,new_eval,coarse,rear,3,4714.538493,11.343333,3.940512,0.333333,0.012327,6.872309,1.228097,19.411479,0.095643,0.0512,0.911158,0.897864,0.68413,0.0,0.0,0.612708,1.003351,-0.136396,-0.016377,-0.015925,906.900635,6793.624918,3922.301175,0.058772,0.666667,0.0,0.0,0.0,0.333333
pos_intact,vd2z944s,position,new_eval,coarse,still,19,11205.659051,26.538947,4.221934,0.789474,0.005152,3.734515,1.302046,11.713981,0.048149,0.026217,0.981769,0.971725,0.649518,0.0,0.0,0.751218,0.998933,-0.118938,-0.005974,-0.006316,12694.054688,3393.709593,778.570377,0.007933,0.105263,0.105263,0.0,0.0,0.789474
pos_intact,vd2z944s,position,old_eval,all,all,169,2085.362859,4.864556,4.280802,0.994083,0.006382,2.983456,1.32474,37.956872,0.040715,0.020048,0.977935,0.979633,0.64107,0.0,0.0,0.826822,0.996869,-0.122624,-0.007227,-0.011676,2121.186768,220.670684,16.974668,0.001216,0.005917,0.0,0.0,0.0,0.994083
pos_intact,vd2z944s,position,old_eval,behaviour,FaceGroom,27,2087.940719,4.89,4.269817,1.0,0.006227,3.350604,1.361619,31.630927,0.043556,0.021743,0.982804,0.966559,0.625092,0.0,0.0,0.824997,1.002045,-0.118961,-0.00556,-0.007159,2123.646484,181.293115,34.889876,0.0,0.0,0.0,0.0,0.0,1.0
pos_intact,vd2z944s,position,old_eval,behaviour,FastWalk,37,2076.417279,4.773784,4.320504,0.972973,0.006721,2.534668,1.218729,49.937039,0.041523,0.020643,0.974757,0.990906,0.6858,0.0,0.0,0.817565,1.002448,-0.12304,-0.009808,-0.018124,2126.942627,322.338463,52.992117,0.005662,0.027027,0.0,0.0,0.0,0.972973
pos_intact,vd2z944s,position,old_eval,behaviour,LGroom,17,2078.394158,4.89,4.250295,1.0,0.006075,2.592415,1.411466,33.587861,0.04159,0.020301,0.98175,0.991109,0.604759,0.0,0.0,0.811933,1.002045,-0.124802,-0.007098,-0.009401,2078.194092,89.716614,21.759475,0.0,0.0,0.0,0.0,0.0,1.0
pos_intact,vd2z944s,position,old_eval,behaviour,RGroom,20,1969.956439,4.89,4.028541,1.0,0.008661,5.638491,1.471287,31.201927,0.054728,0.025621,0.947507,0.922245,0.581487,0.0,0.0,0.763604,0.957566,-0.129317,-0.005866,-0.008686,2084.462402,391.973753,87.647996,0.0,0.0,0.0,0.0,0.0,1.0
pos_intact,vd2z944s,position,old_eval,behaviour,Rear,35,2090.827874,4.89,4.275722,1.0,0.006489,2.589424,1.386192,33.435099,0.036894,0.018998,0.982327,0.991599,0.614846,0.0,0.0,0.831759,1.002045,-0.129061,-0.006634,-0.011161,2092.881592,34.59689,5.847942,0.0,0.0,0.0,0.0,0.0,1.0
pos_intact,vd2z944s,position,old_eval,behaviour,Walk,33,2161.020589,4.89,4.419265,1.0,0.004792,2.196494,1.214756,40.840768,0.032594,0.015602,0.989332,0.993866,0.68662,0.0,0.0,0.879443,1.002045,-0.113147,-0.007219,-0.011674,2157.127197,33.932434,5.906879,0.0,0.0,0.0,0.0,0.0,1.0
