run_name,delay_k,efference_length,step,network_class,dataset,decode_seed,decode_version,group_version,frac_valid,condition,arm,budget,wandb_id,seed,group,n_layers,target,target_degenerate,test_r2,val_r2,lambda,n_train,n_test,n_features
RodentForwardModel_delay10_eff10_nodetach-20260813-064420,10,10,2000076800,RodentForwardModel,old_eval,0,1,1,0.9088262335274288,pgfm_2g,implicit,2000000000,1dbmh27r,42,p_hat,1,delta,False,0.2766805160515281,0.2313721283870368,100.0,53958,23145,277
RodentForwardModel_delay10_eff10_nodetach-20260813-064420,10,10,2000076800,RodentForwardModel,old_eval,0,1,1,0.9088262335274288,pgfm_2g,implicit,2000000000,1dbmh27r,42,whole_network,17,delta,False,0.5446433877083632,0.4896545046900717,10000.0,53958,23145,7233
RodentForwardModel_delay10_eff10_nodetach-20260813-064420,10,10,2000076800,RodentForwardModel,old_eval,0,1,1,0.9088262335274288,pgfm_2g,implicit,2000000000,1dbmh27r,42,decoder,5,proprio,False,0.5623814655660322,0.5137065680622965,1000.0,53958,23145,2124
RodentForwardModel_delay10_eff10_nodetach-20260813-064420,10,10,2000076800,RodentForwardModel,old_eval,0,1,1,0.9088262335274288,pgfm_2g,implicit,2000000000,1dbmh27r,42,encoder,7,proprio,False,0.1026964039164359,0.094647119825702,100000.0,53958,23145,2784
RodentForwardModel_delay10_eff10_nodetach-20260813-064420,10,10,2000076800,RodentForwardModel,old_eval,0,1,1,0.9088262335274288,pgfm_2g,implicit,2000000000,1dbmh27r,42,fm_plus_decoder,10,proprio,False,0.7203012302752504,0.6623211530969764,1000.0,53958,23145,4449
RodentForwardModel_delay10_eff10_nodetach-20260813-064420,10,10,2000076800,RodentForwardModel,old_eval,0,1,1,0.9088262335274288,pgfm_2g,implicit,2000000000,1dbmh27r,42,forward_model,5,proprio,False,0.7110562031823547,0.6572636440201118,1000.0,53958,23145,2325
RodentForwardModel_delay10_eff10_nodetach-20260813-064420,10,10,2000076800,RodentForwardModel,old_eval,0,1,1,0.9088262335274288,pgfm_2g,implicit,2000000000,1dbmh27r,42,input,1,proprio,False,0.7397944315732272,0.6929130111056976,100.0,53958,23145,657
RodentForwardModel_delay10_eff10_nodetach-20260813-064420,10,10,2000076800,RodentForwardModel,old_eval,0,1,1,0.9088262335274288,pgfm_2g,implicit,2000000000,1dbmh27r,42,latent_z,1,proprio,False,0.039663827048449,0.0330859214400821,1000.0,53958,23145,32
RodentForwardModel_delay10_eff10_nodetach-20260813-064420,10,10,2000076800,RodentForwardModel,old_eval,0,1,1,0.9088262335274288,pgfm_2g,implicit,2000000000,1dbmh27r,42,p_hat,1,proprio,False,0.5086763253124863,0.4759682264881888,100.0,53958,23145,277
RodentForwardModel_delay10_eff10_nodetach-20260813-064420,10,10,2000076800,RodentForwardModel,old_eval,0,1,1,0.9088262335274288,pgfm_2g,implicit,2000000000,1dbmh27r,42,whole_network,17,proprio,False,0.6665065362385525,0.6111281678929453,10000.0,53958,23145,7233
