wandb_id,condition,delay_k,budget,step,reward_mean,lifespan_mean
dgv264dt,expfm_new_2g,0,2000000000,240025600,1892.762939453125,441.685546875
dgv264dt,expfm_new_2g,0,2000000000,250019840,1897.398193359375,440.99609375
dgv264dt,expfm_new_2g,0,2000000000,260014080,1919.2032470703125,443.537109375
dgv264dt,expfm_new_2g,0,2000000000,270008320,1891.5875244140625,438.53125
dgv264dt,expfm_new_2g,0,2000000000,280002560,1921.61181640625,442.904296875
dgv264dt,expfm_new_2g,0,2000000000,290078720,1927.7841796875,443.3515625
dgv264dt,expfm_new_2g,0,2000000000,300072960,1933.423828125,445.0263671875
dgv264dt,expfm_new_2g,0,2000000000,310067200,1928.790771484375,441.61328125
dgv264dt,expfm_new_2g,0,2000000000,320061440,1931.1654052734373,442.70703125
dgv264dt,expfm_new_2g,0,2000000000,330055680,1928.481201171875,442.89453125
dgv264dt,expfm_new_2g,0,2000000000,340049920,1930.8489990234373,441.99609375
dgv264dt,expfm_new_2g,0,2000000000,350044160,1946.867431640625,444.234375
dgv264dt,expfm_new_2g,0,2000000000,360038400,1958.398193359375,446.234375
dgv264dt,expfm_new_2g,0,2000000000,370032640,1953.4490966796875,444.890625
dgv264dt,expfm_new_2g,0,2000000000,380026880,1954.8883056640625,444.8935546875
dgv264dt,expfm_new_2g,0,2000000000,390021120,1954.0870361328125,445.6728515625
dgv264dt,expfm_new_2g,0,2000000000,400015360,1947.90185546875,444.1728515625
dgv264dt,expfm_new_2g,0,2000000000,410009600,1940.540771484375,442.9326171875
dgv264dt,expfm_new_2g,0,2000000000,420003840,1962.72119140625,445.1123046875
dgv264dt,expfm_new_2g,0,2000000000,430080000,1955.789306640625,444.2265625
dgv264dt,expfm_new_2g,0,2000000000,440074240,1962.5263671875,445.1201171875
dgv264dt,expfm_new_2g,0,2000000000,450068480,1957.322509765625,444.4658203125
dgv264dt,expfm_new_2g,0,2000000000,460062720,1964.838134765625,444.6259765625
dgv264dt,expfm_new_2g,0,2000000000,470056960,1946.832763671875,442.1943359375
dgv264dt,expfm_new_2g,0,2000000000,480051200,1963.37109375,444.9580078125
dgv264dt,expfm_new_2g,0,2000000000,490045440,1967.5556640625,446.1767578125
dgv264dt,expfm_new_2g,0,2000000000,500039680,1970.44287109375,445.3046875
dgv264dt,expfm_new_2g,0,2000000000,510033920,1968.972412109375,444.236328125
dgv264dt,expfm_new_2g,0,2000000000,520028160,1967.70166015625,445.62109375
dgv264dt,expfm_new_2g,0,2000000000,530022400,1967.849609375,445.455078125
dgv264dt,expfm_new_2g,0,2000000000,540016640,1977.2716064453125,445.53515625
dgv264dt,expfm_new_2g,0,2000000000,550010880,1954.657470703125,442.4013671875
dgv264dt,expfm_new_2g,0,2000000000,560005120,1972.10986328125,445.7177734375
dgv264dt,expfm_new_2g,0,2000000000,570081280,1965.078857421875,445.4619140625
dgv264dt,expfm_new_2g,0,2000000000,580075520,1957.319580078125,443.1337890625
dgv264dt,expfm_new_2g,0,2000000000,590069760,1981.7926025390625,446.169921875
dgv264dt,expfm_new_2g,0,2000000000,600064000,1976.1494140625,445.228515625
dgv264dt,expfm_new_2g,0,2000000000,610058240,1987.802490234375,446.5712890625
dgv264dt,expfm_new_2g,0,2000000000,620052480,1977.340576171875,446.2734375
dgv264dt,expfm_new_2g,0,2000000000,630046720,1935.5838623046875,441.9423828125
dgv264dt,expfm_new_2g,0,2000000000,640040960,1970.44873046875,444.1142578125
dgv264dt,expfm_new_2g,0,2000000000,650035200,1974.5142822265625,446.8154296875
dgv264dt,expfm_new_2g,0,2000000000,660029440,1976.99951171875,445.0771484375
dgv264dt,expfm_new_2g,0,2000000000,670023680,1963.58642578125,443.443359375
dgv264dt,expfm_new_2g,0,2000000000,680017920,1990.2734375,446.3955078125
dgv264dt,expfm_new_2g,0,2000000000,690012160,1990.05712890625,446.30078125
dgv264dt,expfm_new_2g,0,2000000000,700006400,1986.9718017578125,445.62890625
dgv264dt,expfm_new_2g,0,2000000000,710000640,1990.740478515625,446.265625
dgv264dt,expfm_new_2g,0,2000000000,720076800,1984.0809326171875,445.8232421875
dgv264dt,expfm_new_2g,0,2000000000,730071040,1988.697509765625,445.7041015625
dgv264dt,expfm_new_2g,0,2000000000,740065280,1988.382568359375,445.673828125
dgv264dt,expfm_new_2g,0,2000000000,750059520,1996.54541015625,446.8203125
dgv264dt,expfm_new_2g,0,2000000000,760053760,1991.866943359375,446.1630859375
dgv264dt,expfm_new_2g,0,2000000000,770048000,1987.2423095703125,445.3515625
dgv264dt,expfm_new_2g,0,2000000000,780042240,1994.0499267578125,446.453125
dgv264dt,expfm_new_2g,0,2000000000,790036480,1991.010009765625,446.0205078125
dgv264dt,expfm_new_2g,0,2000000000,800030720,1988.56982421875,446.0673828125
dgv264dt,expfm_new_2g,0,2000000000,810024960,1997.61669921875,446.48828125
dgv264dt,expfm_new_2g,0,2000000000,820019200,2001.0120849609373,446.837890625
dgv264dt,expfm_new_2g,0,2000000000,830013440,1976.908447265625,444.6123046875
dgv264dt,expfm_new_2g,0,2000000000,840007680,1996.0753173828125,445.5634765625
dgv264dt,expfm_new_2g,0,2000000000,850001920,1991.692138671875,446.421875
dgv264dt,expfm_new_2g,0,2000000000,860078080,1998.6597900390625,446.6748046875
dgv264dt,expfm_new_2g,0,2000000000,870072320,1998.600341796875,446.3115234375
dgv264dt,expfm_new_2g,0,2000000000,880066560,1983.054443359375,446.138671875
dgv264dt,expfm_new_2g,0,2000000000,890060800,1993.822509765625,446.1650390625
dgv264dt,expfm_new_2g,0,2000000000,900055040,1993.982421875,445.3916015625
dgv264dt,expfm_new_2g,0,2000000000,910049280,1992.14599609375,446.220703125
dgv264dt,expfm_new_2g,0,2000000000,920043520,1989.6650390625,445.7607421875
dgv264dt,expfm_new_2g,0,2000000000,930037760,1999.418212890625,446.5927734375
dgv264dt,expfm_new_2g,0,2000000000,940032000,1990.88623046875,444.7001953125
dgv264dt,expfm_new_2g,0,2000000000,950026240,1995.8505859375,446.826171875
dgv264dt,expfm_new_2g,0,2000000000,960020480,2001.894287109375,446.4013671875
dgv264dt,expfm_new_2g,0,2000000000,970014720,1997.4476318359373,445.8388671875
dgv264dt,expfm_new_2g,0,2000000000,980008960,2002.06787109375,446.3828125
dgv264dt,expfm_new_2g,0,2000000000,990003200,2002.7816162109373,446.6064453125
dgv264dt,expfm_new_2g,0,2000000000,1000079360,1999.418701171875,446.083984375
dgv264dt,expfm_new_2g,0,2000000000,1010073600,2006.90283203125,446.60546875
dgv264dt,expfm_new_2g,0,2000000000,1020067840,2004.6912841796875,446.0458984375
dgv264dt,expfm_new_2g,0,2000000000,1030062080,2008.047607421875,446.5986328125
dgv264dt,expfm_new_2g,0,2000000000,1040056320,2006.330810546875,446.837890625
dgv264dt,expfm_new_2g,0,2000000000,1050050560,2006.665283203125,446.8349609375
dgv264dt,expfm_new_2g,0,2000000000,1060044800,2002.4083251953125,446.5224609375
dgv264dt,expfm_new_2g,0,2000000000,1070039040,1994.6256103515625,446.8349609375
dgv264dt,expfm_new_2g,0,2000000000,1080033280,2002.27294921875,445.4580078125
dgv264dt,expfm_new_2g,0,2000000000,1090027520,2007.259521484375,446.140625
dgv264dt,expfm_new_2g,0,2000000000,1100021760,2002.1435546875,445.83984375
dgv264dt,expfm_new_2g,0,2000000000,1110016000,2004.1053466796875,446.408203125
dgv264dt,expfm_new_2g,0,2000000000,1120010240,2007.487548828125,446.83203125
dgv264dt,expfm_new_2g,0,2000000000,1130004480,2010.7159423828125,446.484375
dgv264dt,expfm_new_2g,0,2000000000,1140080640,2000.2598876953125,446.1796875
dgv264dt,expfm_new_2g,0,2000000000,1150074880,1999.078857421875,445.2373046875
dgv264dt,expfm_new_2g,0,2000000000,1160069120,2005.064697265625,446.837890625
dgv264dt,expfm_new_2g,0,2000000000,1170063360,2005.705810546875,446.833984375
dgv264dt,expfm_new_2g,0,2000000000,1180057600,2003.90576171875,446.224609375
dgv264dt,expfm_new_2g,0,2000000000,1190051840,2010.89990234375,446.384765625
dgv264dt,expfm_new_2g,0,2000000000,1200046080,2007.662841796875,446.556640625
dgv264dt,expfm_new_2g,0,2000000000,1210040320,2008.57666015625,446.39453125
dgv264dt,expfm_new_2g,0,2000000000,1220034560,1991.62060546875,446.037109375
dgv264dt,expfm_new_2g,0,2000000000,1230028800,2007.055908203125,445.830078125
dgv264dt,expfm_new_2g,0,2000000000,1240023040,2010.5567626953125,446.5732421875
dgv264dt,expfm_new_2g,0,2000000000,1250017280,1994.5166015625,446.484375
dgv264dt,expfm_new_2g,0,2000000000,1260011520,2010.710693359375,446.7529296875
dgv264dt,expfm_new_2g,0,2000000000,1270005760,1994.938720703125,446.06640625
dgv264dt,expfm_new_2g,0,2000000000,1280000000,2008.8125,446.744140625
dgv264dt,expfm_new_2g,0,2000000000,1290076160,2001.812744140625,445.47265625
dgv264dt,expfm_new_2g,0,2000000000,1300070400,1989.651611328125,446.2509765625
dgv264dt,expfm_new_2g,0,2000000000,1310064640,1997.619873046875,444.4755859375
dgv264dt,expfm_new_2g,0,2000000000,1320058880,2001.542236328125,446.8173828125
dgv264dt,expfm_new_2g,0,2000000000,1330053120,2010.2794189453125,446.1494140625
dgv264dt,expfm_new_2g,0,2000000000,1340047360,2006.3212890625,445.8125
dgv264dt,expfm_new_2g,0,2000000000,1350041600,2001.7169189453125,445.3310546875
dgv264dt,expfm_new_2g,0,2000000000,1360035840,1997.1422119140625,445.2314453125
dgv264dt,expfm_new_2g,0,2000000000,1370030080,2016.35595703125,446.837890625
dgv264dt,expfm_new_2g,0,2000000000,1380024320,1946.24658203125,439.3603515625
dgv264dt,expfm_new_2g,0,2000000000,1390018560,2013.92822265625,446.5087890625
dgv264dt,expfm_new_2g,0,2000000000,1400012800,2009.088134765625,446.4765625
dgv264dt,expfm_new_2g,0,2000000000,1410007040,2013.6875,446.4990234375
dgv264dt,expfm_new_2g,0,2000000000,1420001280,2015.7474365234373,446.671875
dgv264dt,expfm_new_2g,0,2000000000,1430077440,2003.7962646484373,445.8603515625
dgv264dt,expfm_new_2g,0,2000000000,1440071680,2008.38623046875,446.822265625
dgv264dt,expfm_new_2g,0,2000000000,1450065920,2010.087646484375,446.3486328125
dgv264dt,expfm_new_2g,0,2000000000,1460060160,2012.3831787109373,445.9912109375
dgv264dt,expfm_new_2g,0,2000000000,1470054400,1999.0611572265625,445.892578125
dgv264dt,expfm_new_2g,0,2000000000,1480048640,2007.6749267578125,445.4033203125
dgv264dt,expfm_new_2g,0,2000000000,1490042880,2007.587158203125,446.4501953125
dgv264dt,expfm_new_2g,0,2000000000,1500037120,2013.7791748046875,446.4697265625
dgv264dt,expfm_new_2g,0,2000000000,1510031360,2002.9774169921875,446.0185546875
dgv264dt,expfm_new_2g,0,2000000000,1520025600,2017.0361328125,446.4892578125
dgv264dt,expfm_new_2g,0,2000000000,1530019840,2016.513427734375,446.734375
dgv264dt,expfm_new_2g,0,2000000000,1540014080,2016.294189453125,446.470703125
dgv264dt,expfm_new_2g,0,2000000000,1550008320,2015.8873291015625,446.2294921875
dgv264dt,expfm_new_2g,0,2000000000,1560002560,2013.586669921875,446.33984375
dgv264dt,expfm_new_2g,0,2000000000,1570078720,2012.6221923828125,446.837890625
dgv264dt,expfm_new_2g,0,2000000000,1580072960,2011.767822265625,446.0859375
dgv264dt,expfm_new_2g,0,2000000000,1590067200,2017.0728759765625,446.662109375
dgv264dt,expfm_new_2g,0,2000000000,1600061440,2014.902099609375,446.798828125
dgv264dt,expfm_new_2g,0,2000000000,1610055680,1989.7916259765625,444.703125
dgv264dt,expfm_new_2g,0,2000000000,1620049920,2014.943115234375,446.466796875
dgv264dt,expfm_new_2g,0,2000000000,1630044160,2014.8170166015625,446.75
dgv264dt,expfm_new_2g,0,2000000000,1640038400,2013.35693359375,446.484375
dgv264dt,expfm_new_2g,0,2000000000,1650032640,1990.6865234375,445.9345703125
dgv264dt,expfm_new_2g,0,2000000000,1660026880,2018.7315673828125,446.837890625
dgv264dt,expfm_new_2g,0,2000000000,1670021120,2018.6851806640625,446.837890625
dgv264dt,expfm_new_2g,0,2000000000,1680015360,2015.4398193359373,446.66796875
dgv264dt,expfm_new_2g,0,2000000000,1690009600,2015.88037109375,446.2353515625
dgv264dt,expfm_new_2g,0,2000000000,1700003840,2009.233154296875,445.5615234375
dgv264dt,expfm_new_2g,0,2000000000,1710080000,2016.932373046875,446.837890625
dgv264dt,expfm_new_2g,0,2000000000,1720074240,2022.7109375,446.837890625
dgv264dt,expfm_new_2g,0,2000000000,1730068480,2015.3929443359373,446.20703125
dgv264dt,expfm_new_2g,0,2000000000,1740062720,2016.6824951171875,446.4951171875
dgv264dt,expfm_new_2g,0,2000000000,1750056960,2022.269287109375,446.716796875
dgv264dt,expfm_new_2g,0,2000000000,1760051200,2011.536376953125,446.48046875
dgv264dt,expfm_new_2g,0,2000000000,1770045440,2008.02734375,446.5
dgv264dt,expfm_new_2g,0,2000000000,1780039680,2011.21240234375,445.9609375
dgv264dt,expfm_new_2g,0,2000000000,1790033920,2019.4552001953125,446.3974609375
dgv264dt,expfm_new_2g,0,2000000000,1800028160,2021.81640625,446.61328125
dgv264dt,expfm_new_2g,0,2000000000,1810022400,2012.5177001953125,446.40234375
dgv264dt,expfm_new_2g,0,2000000000,1820016640,2014.5733642578125,446.1181640625
dgv264dt,expfm_new_2g,0,2000000000,1830010880,2017.088134765625,446.236328125
dgv264dt,expfm_new_2g,0,2000000000,1840005120,2019.267333984375,446.513671875
dgv264dt,expfm_new_2g,0,2000000000,1850081280,2014.4375,446.265625
dgv264dt,expfm_new_2g,0,2000000000,1860075520,2019.199951171875,446.3203125
dgv264dt,expfm_new_2g,0,2000000000,1870069760,2023.214599609375,446.837890625
dgv264dt,expfm_new_2g,0,2000000000,1880064000,2011.48095703125,446.2421875
dgv264dt,expfm_new_2g,0,2000000000,1890058240,2013.962646484375,446.837890625
dgv264dt,expfm_new_2g,0,2000000000,1900052480,2022.150634765625,446.837890625
dgv264dt,expfm_new_2g,0,2000000000,1910046720,2011.865478515625,446.283203125
dgv264dt,expfm_new_2g,0,2000000000,1920040960,2021.4603271484373,446.8251953125
dgv264dt,expfm_new_2g,0,2000000000,1930035200,2008.1995849609373,445.7685546875
dgv264dt,expfm_new_2g,0,2000000000,1940029440,2021.001708984375,446.6474609375
dgv264dt,expfm_new_2g,0,2000000000,1950023680,2000.984619140625,446.099609375
dgv264dt,expfm_new_2g,0,2000000000,1960017920,2024.326416015625,446.2998046875
dgv264dt,expfm_new_2g,0,2000000000,1970012160,2019.1903076171875,446.837890625
dgv264dt,expfm_new_2g,0,2000000000,1980006400,2021.8251953125,446.837890625
dgv264dt,expfm_new_2g,0,2000000000,1990000640,2020.0814208984373,446.5087890625
dgv264dt,expfm_new_2g,0,2000000000,2000076800,2012.692138671875,446.482421875
itedqjyt,expfm_new_2g,10,2000000000,10076160,537.0182495117188,208.9541015625
itedqjyt,expfm_new_2g,10,2000000000,20070400,631.9976806640625,230.0224609375
itedqjyt,expfm_new_2g,10,2000000000,30064640,724.2589721679688,245.681640625
itedqjyt,expfm_new_2g,10,2000000000,40058880,781.3024291992188,258.6376953125
itedqjyt,expfm_new_2g,10,2000000000,50053120,849.343017578125,267.6962890625
itedqjyt,expfm_new_2g,10,2000000000,60047360,884.8746948242188,276.2919921875
itedqjyt,expfm_new_2g,10,2000000000,70041600,911.4309692382812,273.9697265625
itedqjyt,expfm_new_2g,10,2000000000,80035840,936.790283203125,277.205078125
itedqjyt,expfm_new_2g,10,2000000000,90030080,935.35498046875,274.74609375
itedqjyt,expfm_new_2g,10,2000000000,100024320,985.526611328125,289.8759765625
itedqjyt,expfm_new_2g,10,2000000000,110018560,1019.7987670898438,296.0634765625
itedqjyt,expfm_new_2g,10,2000000000,120012800,1040.7637939453125,302.7822265625
itedqjyt,expfm_new_2g,10,2000000000,130007040,1105.34619140625,318.798828125
itedqjyt,expfm_new_2g,10,2000000000,140001280,1181.2315673828125,332.0126953125
itedqjyt,expfm_new_2g,10,2000000000,150077440,1213.0185546875,335.9169921875
itedqjyt,expfm_new_2g,10,2000000000,160071680,1254.02099609375,342.74609375
itedqjyt,expfm_new_2g,10,2000000000,170065920,1327.36767578125,357.6884765625
itedqjyt,expfm_new_2g,10,2000000000,180060160,1363.3978271484375,366.4970703125
itedqjyt,expfm_new_2g,10,2000000000,190054400,1411.67919921875,373.123046875
itedqjyt,expfm_new_2g,10,2000000000,200048640,1441.472412109375,373.6416015625
itedqjyt,expfm_new_2g,10,2000000000,210042880,1474.9818115234375,378.982421875
itedqjyt,expfm_new_2g,10,2000000000,220037120,1491.0628662109375,380.40234375
itedqjyt,expfm_new_2g,10,2000000000,230031360,1538.90576171875,391.91015625
itedqjyt,expfm_new_2g,10,2000000000,240025600,1537.41455078125,390.283203125
itedqjyt,expfm_new_2g,10,2000000000,250019840,1575.23193359375,396.71484375
itedqjyt,expfm_new_2g,10,2000000000,260014080,1595.1834716796875,400.7119140625
itedqjyt,expfm_new_2g,10,2000000000,270008320,1557.31591796875,392.93359375
itedqjyt,expfm_new_2g,10,2000000000,280002560,1589.3623046875,394.7900390625
itedqjyt,expfm_new_2g,10,2000000000,290078720,1628.151123046875,405.7958984375
itedqjyt,expfm_new_2g,10,2000000000,300072960,1665.874755859375,412.1767578125
itedqjyt,expfm_new_2g,10,2000000000,310067200,1627.879638671875,406.138671875
itedqjyt,expfm_new_2g,10,2000000000,320061440,1659.67724609375,409.73828125
itedqjyt,expfm_new_2g,10,2000000000,330055680,1673.1488037109375,412.025390625
itedqjyt,expfm_new_2g,10,2000000000,340049920,1647.24072265625,407.3291015625
itedqjyt,expfm_new_2g,10,2000000000,350044160,1717.21826171875,420.7373046875
itedqjyt,expfm_new_2g,10,2000000000,360038400,1684.843994140625,411.3125
itedqjyt,expfm_new_2g,10,2000000000,370032640,1680.373779296875,407.48046875
itedqjyt,expfm_new_2g,10,2000000000,380026880,1722.87255859375,420.677734375
itedqjyt,expfm_new_2g,10,2000000000,390021120,1701.7794189453125,412.8564453125
itedqjyt,expfm_new_2g,10,2000000000,400015360,1648.455810546875,402.494140625
itedqjyt,expfm_new_2g,10,2000000000,410009600,1756.5126953125,425.0537109375
itedqjyt,expfm_new_2g,10,2000000000,420003840,1694.866943359375,411.248046875
itedqjyt,expfm_new_2g,10,2000000000,430080000,1688.34814453125,409.669921875
itedqjyt,expfm_new_2g,10,2000000000,440074240,1738.80126953125,420.0654296875
itedqjyt,expfm_new_2g,10,2000000000,450068480,1740.1212158203125,418.431640625
itedqjyt,expfm_new_2g,10,2000000000,460062720,1769.9627685546875,427.5439453125
itedqjyt,expfm_new_2g,10,2000000000,470056960,1750.578857421875,421.712890625
itedqjyt,expfm_new_2g,10,2000000000,480051200,1734.8076171875,418.22265625
itedqjyt,expfm_new_2g,10,2000000000,490045440,1762.197509765625,424.904296875
itedqjyt,expfm_new_2g,10,2000000000,500039680,1768.406494140625,423.904296875
itedqjyt,expfm_new_2g,10,2000000000,510033920,1760.236083984375,423.5615234375
itedqjyt,expfm_new_2g,10,2000000000,520028160,1772.827880859375,423.98828125
itedqjyt,expfm_new_2g,10,2000000000,530022400,1756.0245361328125,422.1240234375
itedqjyt,expfm_new_2g,10,2000000000,540016640,1790.534423828125,429.962890625
itedqjyt,expfm_new_2g,10,2000000000,550010880,1756.85302734375,418.740234375
itedqjyt,expfm_new_2g,10,2000000000,560005120,1799.74560546875,430.111328125
itedqjyt,expfm_new_2g,10,2000000000,570081280,1767.4515380859375,422.794921875
itedqjyt,expfm_new_2g,10,2000000000,580075520,1776.6483154296875,422.4814453125
itedqjyt,expfm_new_2g,10,2000000000,590069760,1770.852783203125,424.80859375
itedqjyt,expfm_new_2g,10,2000000000,600064000,1777.04150390625,423.5400390625
itedqjyt,expfm_new_2g,10,2000000000,610058240,1792.677001953125,426.4091796875
itedqjyt,expfm_new_2g,10,2000000000,620052480,1802.7308349609373,426.958984375
itedqjyt,expfm_new_2g,10,2000000000,630046720,1764.99609375,422.4111328125
itedqjyt,expfm_new_2g,10,2000000000,640040960,1795.9891357421875,426.3125
itedqjyt,expfm_new_2g,10,2000000000,650035200,1787.38720703125,425.173828125
itedqjyt,expfm_new_2g,10,2000000000,660029440,1833.212890625,432.833984375
itedqjyt,expfm_new_2g,10,2000000000,670023680,1809.9930419921875,428.998046875
itedqjyt,expfm_new_2g,10,2000000000,680017920,1811.273681640625,429.36328125
itedqjyt,expfm_new_2g,10,2000000000,690012160,1818.750244140625,431.3935546875
itedqjyt,expfm_new_2g,10,2000000000,700006400,1815.3704833984373,430.37109375
itedqjyt,expfm_new_2g,10,2000000000,710000640,1843.8701171875,436.3369140625
itedqjyt,expfm_new_2g,10,2000000000,720076800,1827.2265625,431.34375
itedqjyt,expfm_new_2g,10,2000000000,730071040,1794.445068359375,426.255859375
itedqjyt,expfm_new_2g,10,2000000000,740065280,1831.7025146484373,433.7666015625
itedqjyt,expfm_new_2g,10,2000000000,750059520,1835.0374755859373,433.068359375
itedqjyt,expfm_new_2g,10,2000000000,760053760,1848.677978515625,436.638671875
itedqjyt,expfm_new_2g,10,2000000000,770048000,1821.7960205078125,430.515625
itedqjyt,expfm_new_2g,10,2000000000,780042240,1830.0634765625,432.7666015625
itedqjyt,expfm_new_2g,10,2000000000,790036480,1831.38232421875,433.1982421875
itedqjyt,expfm_new_2g,10,2000000000,800030720,1829.15966796875,431.509765625
itedqjyt,expfm_new_2g,10,2000000000,810024960,1839.8333740234373,433.8212890625
itedqjyt,expfm_new_2g,10,2000000000,820019200,1867.60107421875,438.0087890625
itedqjyt,expfm_new_2g,10,2000000000,830013440,1836.040771484375,432.1806640625
itedqjyt,expfm_new_2g,10,2000000000,840007680,1861.93701171875,436.87890625
itedqjyt,expfm_new_2g,10,2000000000,850001920,1826.296630859375,432.580078125
itedqjyt,expfm_new_2g,10,2000000000,860078080,1844.0703125,433.9287109375
itedqjyt,expfm_new_2g,10,2000000000,870072320,1853.1513671875,435.55859375
itedqjyt,expfm_new_2g,10,2000000000,880066560,1881.938232421875,440.7421875
itedqjyt,expfm_new_2g,10,2000000000,890060800,1859.3203125,436.8623046875
itedqjyt,expfm_new_2g,10,2000000000,900055040,1869.481201171875,438.568359375
itedqjyt,expfm_new_2g,10,2000000000,910049280,1867.808349609375,438.255859375
itedqjyt,expfm_new_2g,10,2000000000,920043520,1845.02001953125,433.9931640625
itedqjyt,expfm_new_2g,10,2000000000,930037760,1798.2725830078125,426.5361328125
itedqjyt,expfm_new_2g,10,2000000000,940032000,1837.540283203125,434.193359375
itedqjyt,expfm_new_2g,10,2000000000,950026240,1860.771484375,436.03515625
itedqjyt,expfm_new_2g,10,2000000000,960020480,1867.5556640625,438.376953125
itedqjyt,expfm_new_2g,10,2000000000,970014720,1858.885009765625,435.640625
itedqjyt,expfm_new_2g,10,2000000000,980008960,1864.7105712890625,436.58203125
itedqjyt,expfm_new_2g,10,2000000000,990003200,1860.41748046875,436.3828125
itedqjyt,expfm_new_2g,10,2000000000,1000079360,1871.732666015625,436.9521484375
itedqjyt,expfm_new_2g,10,2000000000,1010073600,1885.5394287109373,439.681640625
itedqjyt,expfm_new_2g,10,2000000000,1020067840,1867.297119140625,436.8671875
itedqjyt,expfm_new_2g,10,2000000000,1030062080,1873.19482421875,437.068359375
itedqjyt,expfm_new_2g,10,2000000000,1040056320,1863.969970703125,435.826171875
itedqjyt,expfm_new_2g,10,2000000000,1050050560,1834.3721923828125,429.8681640625
itedqjyt,expfm_new_2g,10,2000000000,1060044800,1864.2828369140625,436.255859375
itedqjyt,expfm_new_2g,10,2000000000,1070039040,1869.995849609375,436.380859375
itedqjyt,expfm_new_2g,10,2000000000,1080033280,1864.64404296875,435.26171875
itedqjyt,expfm_new_2g,10,2000000000,1090027520,1879.3271484375,439.0654296875
itedqjyt,expfm_new_2g,10,2000000000,1100021760,1864.791259765625,436.4306640625
itedqjyt,expfm_new_2g,10,2000000000,1110016000,1888.908935546875,441.0419921875
itedqjyt,expfm_new_2g,10,2000000000,1120010240,1885.2877197265625,440.216796875
itedqjyt,expfm_new_2g,10,2000000000,1130004480,1891.061767578125,441.0458984375
itedqjyt,expfm_new_2g,10,2000000000,1140080640,1879.718017578125,438.0830078125
itedqjyt,expfm_new_2g,10,2000000000,1150074880,1823.188720703125,429.107421875
itedqjyt,expfm_new_2g,10,2000000000,1160069120,1872.76904296875,437.7890625
itedqjyt,expfm_new_2g,10,2000000000,1170063360,1854.234375,432.822265625
itedqjyt,expfm_new_2g,10,2000000000,1180057600,1879.462646484375,439.1279296875
itedqjyt,expfm_new_2g,10,2000000000,1190051840,1880.94189453125,438.0712890625
itedqjyt,expfm_new_2g,10,2000000000,1200046080,1884.008056640625,440.3232421875
itedqjyt,expfm_new_2g,10,2000000000,1210040320,1837.004150390625,431.5615234375
itedqjyt,expfm_new_2g,10,2000000000,1220034560,1881.405029296875,438.8525390625
itedqjyt,expfm_new_2g,10,2000000000,1230028800,1892.157470703125,440.5634765625
itedqjyt,expfm_new_2g,10,2000000000,1240023040,1868.864501953125,436.0185546875
itedqjyt,expfm_new_2g,10,2000000000,1250017280,1892.162841796875,438.6220703125
itedqjyt,expfm_new_2g,10,2000000000,1260011520,1895.5565185546875,441.439453125
itedqjyt,expfm_new_2g,10,2000000000,1270005760,1903.66162109375,442.2861328125
itedqjyt,expfm_new_2g,10,2000000000,1280000000,1904.4119873046875,442.0244140625
itedqjyt,expfm_new_2g,10,2000000000,1290076160,1882.665771484375,437.7939453125
itedqjyt,expfm_new_2g,10,2000000000,1300070400,1880.117919921875,437.93359375
itedqjyt,expfm_new_2g,10,2000000000,1310064640,1884.216064453125,437.984375
