wandb_id,condition,delay_k,efference_length,step,reward_mean,lifespan_mean,encoder_kl,action_sigma,joint_l2_error,root_pos_distance,termination_rate,term_root_too_far
16jfo5vu,pos_efference,0,0,130007040,1806.5411376953125,434.2041015625,15.199804306030272,0.3385649025440216,1.3972985744476318,0.0077820206061005,0.0003577314782887,0.0003057761932723
16jfo5vu,pos_efference,0,0,140001280,1808.28955078125,434.2451171875,15.64696216583252,0.3335254490375519,1.3787412643432615,0.0078106047585606,0.0004236031672917,0.0003642893279902
16jfo5vu,pos_efference,0,0,150077440,1786.94921875,429.6611328125,15.626202583312988,0.3322996795177459,1.3844563961029053,0.0086028929799795,0.00047630793415,0.0003980766923632
16jfo5vu,pos_efference,0,0,160071680,1818.640869140625,436.5595703125,15.350131034851074,0.3323784172534942,1.3751803636550903,0.0081136580556631,0.0002924319123849,0.000266064540483
16jfo5vu,pos_efference,0,0,170065920,1853.448486328125,441.8125,15.857422828674316,0.3277232050895691,1.3724766969680786,0.0072345989756286,0.0001116875791922,0.0001029023114824
16jfo5vu,pos_efference,0,0,180060160,1858.6783447265625,441.4345703125,16.39258575439453,0.3256058096885681,1.3579113483428955,0.0071609821170568,0.0001646557066123,0.0001435515587218
16jfo5vu,pos_efference,0,0,190054400,1857.1004638671875,439.8955078125,16.833568572998047,0.3166131973266601,1.3526289463043213,0.0071972794830799,0.000196089662495,0.0001743716857163
16jfo5vu,pos_efference,0,0,200048640,1866.50927734375,442.1904296875,16.795791625976562,0.3116737306118011,1.339078068733215,0.0073145674541592,0.00014786637621,0.0001243496808456
16jfo5vu,pos_efference,0,0,210042880,1878.1705322265625,443.3125,17.304832458496094,0.3107519745826721,1.332383155822754,0.0072812400758266,7.298860145965591e-05,6.273108010645956e-05
16jfo5vu,pos_efference,0,0,220037120,1883.4835205078125,443.9296875,17.284212112426758,0.3033668100833893,1.3292615413665771,0.0067801820114254,6.716013012919575e-05,5.718296597478911e-05
16jfo5vu,pos_efference,0,0,230031360,1880.4581298828125,442.9423828125,17.663841247558594,0.3051393330097198,1.3255999088287354,0.0070341322571039,9.321788093075156e-05,7.742203888483346e-05
16jfo5vu,pos_efference,0,0,240025600,1881.925048828125,442.5009765625,18.07721519470215,0.3028331398963928,1.3293241262435913,0.0068648429587483,0.0001068391939043,9.593296999810264e-05
16jfo5vu,pos_efference,0,0,250019840,1890.1405029296875,443.7861328125,18.290023803710938,0.2961660623550415,1.3196783065795898,0.0068475534208118,8.584213355788961e-05,6.666759145446122e-05
16jfo5vu,pos_efference,0,0,260014080,1903.2261962890625,445.830078125,18.55630111694336,0.2890804409980774,1.314465045928955,0.0065203476697206,2.1711352019337937e-05,9.571635018801317e-06
16jfo5vu,pos_efference,0,0,270008320,1892.548095703125,443.427734375,18.95448112487793,0.2903565764427185,1.3102627992630005,0.0069158314727246,9.124726057052612e-05,6.948453665245324e-05
16jfo5vu,pos_efference,0,0,280002560,1881.8094482421875,440.1767578125,18.506813049316406,0.2930004596710205,1.3098933696746826,0.006687129382044,0.0002205711207352,0.0001922800729516
16jfo5vu,pos_efference,0,0,290078720,1904.171630859375,444.5048828125,18.970138549804688,0.2885071039199829,1.300271987915039,0.0066170254722237,0.000126320272102,0.000126320272102
16jfo5vu,pos_efference,0,0,300072960,1907.31884765625,444.939453125,19.556270599365234,0.2835409343242645,1.2975776195526123,0.0064363372512161,6.332123302854598e-05,5.6353703257627785e-05
16jfo5vu,pos_efference,0,0,310067200,1908.7843017578125,444.8564453125,19.273338317871094,0.2845475971698761,1.2953468561172483,0.0063569783233106,6.229704013094306e-05,4.6643472160212696e-05
16jfo5vu,pos_efference,0,0,320061440,1907.811767578125,444.6796875,19.423900604248047,0.2826542854309082,1.295676589012146,0.0064918166026473,6.97326977388002e-05,6.97326977388002e-05
16jfo5vu,pos_efference,0,0,330055680,1905.111572265625,444.302734375,19.47589874267578,0.2818408906459808,1.2987022399902344,0.0066949194297194,6.475707050412893e-05,4.9217727791983634e-05
16jfo5vu,pos_efference,0,0,340049920,1919.818603515625,446.0322265625,19.40851593017578,0.283909261226654,1.299093246459961,0.0062300059944391,1.6929010598687455e-05,1.4493693015538156e-05
16jfo5vu,pos_efference,0,0,350044160,1912.7652587890625,444.810546875,19.759178161621094,0.2787859141826629,1.3033190965652466,0.0060616969130933,6.44821411697194e-05,4.095436815987341e-05
16jfo5vu,pos_efference,0,0,360038400,1915.4864501953125,444.708984375,19.832469940185547,0.2753949463367462,1.2951005697250366,0.006361517123878,6.517164001706988e-05,6.103366467868909e-05
16jfo5vu,pos_efference,0,0,370032640,1918.0616455078125,445.1943359375,19.929672241210938,0.2753040492534637,1.293077826499939,0.0059613846242427,4.968826397089288e-05,3.343449498061091e-05
16jfo5vu,pos_efference,0,0,380026880,1919.171875,445.0615234375,20.42175674438477,0.27185720205307,1.2883703708648682,0.0059932535514235,3.84038794436492e-05,3.117008600383997e-05
16jfo5vu,pos_efference,0,0,390021120,1927.8045654296875,446.259765625,20.27374649047852,0.2751858234405517,1.2805315256118774,0.0059518264606595,1.0416915756650267e-05,1.0416915756650267e-05
16jfo5vu,pos_efference,0,0,400015360,1928.114990234375,445.5751953125,20.55540657043457,0.2719444632530212,1.2826030254364014,0.0057498253881931,3.766740701394156e-05,1.0349026524636429e-05
16jfo5vu,pos_efference,0,0,410009600,1925.330078125,446.0283203125,20.579002380371094,0.2701677680015564,1.281849384307861,0.0062292935326695,1.9730794520000927e-05,1.7721406038617715e-05
16jfo5vu,pos_efference,0,0,420003840,1925.4671630859373,445.6845703125,20.746782302856445,0.2709248065948486,1.2805891036987305,0.0060946866869926,3.8072626921348274e-05,2.4399876565439627e-05
16jfo5vu,pos_efference,0,0,430080000,1923.455322265625,445.599609375,20.01784324645996,0.2709628641605377,1.2826359272003174,0.0062718829140067,3.24245156662073e-05,2.865400711016264e-05
16jfo5vu,pos_efference,0,0,440074240,1924.7686767578125,445.240234375,20.95201110839844,0.2663128077983856,1.282749056816101,0.0060757352039217,5.885049904463813e-05,2.247316115244757e-05
16jfo5vu,pos_efference,0,0,450068480,1926.71630859375,445.296875,20.63762855529785,0.2675001323223114,1.2845066785812378,0.0058189290575683,3.230982110835612e-05,2.796954504447058e-05
16jfo5vu,pos_efference,0,0,460062720,1927.2777099609373,444.654296875,21.349781036376957,0.2623151540756225,1.2774014472961426,0.0058129671961069,9.716478234622627e-05,6.147255044197664e-05
16jfo5vu,pos_efference,0,0,470056960,1932.6123046875,446.0927734375,21.664661407470703,0.2593927979469299,1.276273250579834,0.0060389656573534,3.74759292753879e-05,3.74759292753879e-05
16jfo5vu,pos_efference,0,0,480051200,1935.568359375,446.1787109375,21.534011840820312,0.2638915777206421,1.2782871723175049,0.0056391218677163,2.1188290702411905e-05,1.1661680218821855e-05
16jfo5vu,pos_efference,0,0,490045440,1930.158203125,444.77734375,21.0830020904541,0.2635739743709564,1.277315378189087,0.0058313105255365,4.9933929403778166e-05,4.728022759081796e-05
16jfo5vu,pos_efference,0,0,500039680,1935.6444091796875,446.0634765625,22.01043510437012,0.257428914308548,1.2680819034576416,0.0058837649412453,3.632042717072181e-05,3.632042717072181e-05
16jfo5vu,pos_efference,0,0,510033920,1937.37841796875,446.2626953125,21.650394439697266,0.2554619312286377,1.2669143676757812,0.0057729668915271,1.36374328576494e-05,2.516913809813559e-06
16jfo5vu,pos_efference,0,0,520028160,1936.93701171875,446.0400390625,21.73945426940918,0.2540949285030365,1.270045280456543,0.0058504254557192,2.4474869860569012e-05,2.4474869860569012e-05
16jfo5vu,pos_efference,0,0,530022400,1939.938720703125,446.1435546875,22.227764129638672,0.2506223618984222,1.2717522382736206,0.0055860802531242,1.4238712537917309e-05,1.4238712537917309e-05
16jfo5vu,pos_efference,0,0,540016640,1943.04931640625,446.837890625,21.976634979248047,0.2487902343273162,1.268229842185974,0.0057100923731923,0.0,0.0
16jfo5vu,pos_efference,0,0,550010880,1939.7021484375,446.318359375,22.269119262695312,0.2482618987560272,1.269554853439331,0.0058254897594451,1.2763909580826294e-05,1.2763909580826294e-05
16jfo5vu,pos_efference,0,0,560005120,1935.034423828125,445.421875,22.515869140625,0.2492442429065704,1.265510320663452,0.0058971899561584,4.355588316684589e-05,3.910023588105105e-05
16jfo5vu,pos_efference,0,0,570081280,1942.264892578125,446.1875,22.11873435974121,0.2528301179409027,1.2652490139007568,0.0056914314627647,1.1706482837325892e-05,1.1706482837325892e-05
16jfo5vu,pos_efference,0,0,580075520,1941.6304931640625,446.482421875,22.373950958251957,0.2495642751455307,1.265683889389038,0.0057331155985593,7.421433110721409e-06,7.421433110721409e-06
16jfo5vu,pos_efference,0,0,590069760,1946.55322265625,446.431640625,22.62563705444336,0.2503295838832855,1.2625499963760376,0.0054784500971436,1.3754401152255014e-05,0.0
16jfo5vu,pos_efference,0,0,600064000,1946.70166015625,446.7529296875,22.565343856811523,0.2467281520366668,1.2636840343475342,0.0055793924257159,1.0960528015857562e-05,4.4096691453887615e-06
vd2z944s,pos_efference,0,0,0,450.8926696777344,211.1416015625,3.2240304946899414,0.8096296191215515,3.043635368347168,0.0545939803123474,0.013398558832705,0.0105600357055664
vd2z944s,pos_efference,0,0,10076160,841.9713134765625,268.25390625,6.742998123168945,0.593623697757721,1.972456932067871,0.0264058597385883,0.0061166295781731,0.0055205132812261
vd2z944s,pos_efference,0,0,20070400,1135.1619873046875,321.025390625,7.456201553344727,0.5089106559753418,1.69590961933136,0.0189641714096069,0.0043747215531766,0.0039513069204986
vd2z944s,pos_efference,0,0,30064640,1329.7296142578125,356.92578125,8.362196922302246,0.4752561151981354,1.617004632949829,0.01446483284235,0.002566730370745,0.0019048596732318
vd2z944s,pos_efference,0,0,40058880,1506.2655029296875,394.5859375,9.68405818939209,0.4410406351089477,1.5469889640808103,0.012455896474421,0.0015127833466976,0.0010934751480817
vd2z944s,pos_efference,0,0,50053120,1583.9739990234375,407.7255859375,11.102920532226562,0.4166930317878723,1.5020949840545654,0.0115083381533622,0.0010683564469218,0.000693128327839
vd2z944s,pos_efference,0,0,60047360,1661.13134765625,417.1337890625,12.046416282653809,0.4021577835083008,1.468024492263794,0.0102859754115343,0.0007493138546124,0.0005319766933098
vd2z944s,pos_efference,0,0,70041600,1710.88427734375,425.0322265625,12.582622528076172,0.3874259293079376,1.4525294303894043,0.0094125038012862,0.0005828833673149,0.0004689023771788
vd2z944s,pos_efference,0,0,80035840,1745.6920166015625,428.2119140625,13.454229354858398,0.3769490718841553,1.414275288581848,0.0091942343860864,0.000451577710919,0.0003553899005055
vd2z944s,pos_efference,0,0,90030080,1763.24365234375,430.8388671875,14.20265007019043,0.3602038621902466,1.4023619890213013,0.0090606212615966,0.0004098814970348,0.0002665672218427
vd2z944s,pos_efference,0,0,100024320,1798.6259765625,437.9599609375,14.415450096130373,0.3563984036445617,1.3995118141174316,0.0085309781134128,0.0002582517918199,0.0002040216349996
vd2z944s,pos_efference,0,0,110018560,1801.356689453125,435.4404296875,14.732728004455566,0.3513601124286651,1.3925600051879885,0.008017798885703,0.0002627520589157,0.0001906020625028
vd2z944s,pos_efference,0,0,120012800,1784.275634765625,430.0068359375,15.031721115112305,0.3432869613170624,1.3834710121154783,0.0087437881156802,0.0004906870890408,0.0004230384656693
vd2z944s,pos_efference,0,0,130007040,1807.106201171875,434.8818359375,15.714357376098633,0.3336794972419739,1.379098415374756,0.0083495127037167,0.0003361402777954,0.0002682848135009
vd2z944s,pos_efference,0,0,140001280,1800.082763671875,432.9970703125,15.757556915283203,0.3352893888950348,1.3819503784179688,0.0083237085491418,0.0003844338352791,0.0002666983928065
vd2z944s,pos_efference,0,0,150077440,1816.4244384765625,435.8056640625,16.448097229003906,0.3239355683326721,1.3690955638885498,0.0085954442620277,0.000270897464361,0.0002088875044137
vd2z944s,pos_efference,0,0,160071680,1837.234619140625,437.43359375,16.25326919555664,0.3234935998916626,1.3439770936965942,0.007798243779689,0.0003250141453463,0.0002777846530079
vd2z944s,pos_efference,0,0,170065920,1855.523193359375,441.0888671875,16.179340362548828,0.3196212351322174,1.344031572341919,0.0073817623779177,0.0001560520613566,0.000139879368362
vd2z944s,pos_efference,0,0,180060160,1865.9398193359373,442.4775390625,16.731159210205078,0.3222213685512543,1.3446385860443115,0.0071331430226564,0.0001455815508961,0.0001455815508961
vd2z944s,pos_efference,0,0,190054400,1863.06103515625,441.6630859375,16.578105926513672,0.3184619843959808,1.3297269344329834,0.0073862485587596,0.0001317278656642,0.0001232503855135
vd2z944s,pos_efference,0,0,200048640,1838.733154296875,437.765625,16.297435760498047,0.3219924867153168,1.3467062711715698,0.0075300363823771,0.0002234936982858,0.0002050690818578
vd2z944s,pos_efference,0,0,210042880,1876.3046875,443.716796875,17.197952270507812,0.3114005029201507,1.3348058462142944,0.0072399666532874,9.8472875833977e-05,8.429672016063705e-05
vd2z944s,pos_efference,0,0,220037120,1878.5643310546875,443.4365234375,17.665491104125977,0.3045344650745392,1.33591890335083,0.0066932514309883,7.810600800439715e-05,5.6214739743154496e-05
vd2z944s,pos_efference,0,0,230031360,1878.087646484375,442.4658203125,17.8956298828125,0.3021639287471771,1.3229341506958008,0.0071818148717284,0.0001193947173305,0.0001193947173305
vd2z944s,pos_efference,0,0,240025600,1870.584228515625,441.5859375,18.18022918701172,0.2993904054164886,1.3345112800598145,0.0068889325484633,0.0001203752908622,8.187883940991014e-05
vd2z944s,pos_efference,0,0,250019840,1891.21875,444.53515625,18.185205459594727,0.2955925464630127,1.317505121231079,0.0068304371088743,6.157069583423436e-05,5.589301144937053e-05
vd2z944s,pos_efference,0,0,260014080,1884.0660400390625,443.4169921875,17.844266891479492,0.2977919280529022,1.3275792598724363,0.0065756235271692,8.734804578125477e-05,7.049870328046381e-05
vd2z944s,pos_efference,0,0,270008320,1894.5269775390625,444.3232421875,18.915721893310547,0.2925049662590027,1.3115200996398926,0.0063280118629336,6.937598664080724e-05,5.61718552489765e-05
vd2z944s,pos_efference,0,0,280002560,1889.2900390625,442.7568359375,18.88463592529297,0.2916837036609649,1.3073666095733645,0.0064704054966568,8.302235801238567e-05,5.17584485351108e-05
vd2z944s,pos_efference,0,0,290078720,1886.093505859375,441.375,19.10019302368164,0.2912319898605346,1.3085112571716309,0.0067050289362668,0.0001442955690436,0.0001044118762365
vd2z944s,pos_efference,0,0,300072960,1889.963134765625,442.205078125,19.35270881652832,0.2896237075328827,1.302461862564087,0.0067267725244164,0.0001932646700879,0.0001598492381162
vd2z944s,pos_efference,0,0,310067200,1888.196044921875,441.4677734375,19.213117599487305,0.2877063751220703,1.295868158340454,0.0067408848553895,0.0001361329050268,0.000107442960143
vd2z944s,pos_efference,0,0,320061440,1882.3717041015625,442.224609375,19.47601127624512,0.2858932018280029,1.3051509857177734,0.0069629484787583,0.000141410913784,0.0001179429455078
vd2z944s,pos_efference,0,0,330055680,1897.095703125,443.740234375,19.67684936523437,0.2835864424705505,1.3011102676391602,0.0065650762990117,7.764100155327469e-05,7.255473610712215e-05
vd2z944s,pos_efference,0,0,340049920,1909.94873046875,445.0048828125,19.47206687927246,0.286184549331665,1.297356367111206,0.0062370370142161,3.944509808206931e-05,2.5065248337341476e-05
vd2z944s,pos_efference,0,0,350044160,1902.87255859375,443.755859375,19.71855735778809,0.283681720495224,1.2998955249786377,0.0064930999651551,9.007859625853598e-05,7.321656448766589e-05
vd2z944s,pos_efference,0,0,360038400,1906.596435546875,443.5498046875,20.38207244873047,0.2771123051643371,1.2890706062316897,0.006483337841928,0.0001385875657433,0.0001218183460878
vd2z944s,pos_efference,0,0,370032640,1901.752685546875,443.3115234375,20.02011108398437,0.2784751057624817,1.2886337041854858,0.0064366338774561,0.0001041128343786,8.836148481350392e-05
vd2z944s,pos_efference,0,0,380026880,1908.7823486328125,443.9873046875,20.118825912475582,0.27883180975914,1.285807967185974,0.0062901312485337,9.642002987675367e-05,7.433260179823264e-05
vd2z944s,pos_efference,0,0,390021120,1914.703125,444.26171875,19.56047821044922,0.2807440459728241,1.2883551120758057,0.0061844019219279,7.752572128083557e-05,7.096860645106062e-05
vd2z944s,pos_efference,0,0,400015360,1918.302734375,445.5595703125,20.04950523376465,0.2806769907474518,1.294833064079285,0.0058273188769817,4.2599636799423024e-05,3.566954910638742e-05
vd2z944s,pos_efference,0,0,410009600,1912.529296875,444.4384765625,20.66556167602539,0.2693280279636383,1.2913031578063965,0.0062388479709625,9.520516323391348e-05,9.520516323391348e-05
vd2z944s,pos_efference,0,0,420003840,1913.085693359375,443.767578125,20.929637908935547,0.2673400640487671,1.2847692966461182,0.0060362536460161,0.0001001155178528,8.994451491162181e-05
vd2z944s,pos_efference,0,0,430080000,1923.5888671875,445.4990234375,20.95086669921875,0.2614359259605407,1.2787258625030518,0.0060758590698242,2.985852916026488e-05,2.985852916026488e-05
vd2z944s,pos_efference,0,0,440074240,1922.8751220703125,445.5322265625,21.385223388671875,0.2613353133201599,1.2887120246887207,0.0060438732616603,3.127504896838218e-05,3.127504896838218e-05
vd2z944s,pos_efference,0,0,450068480,1915.96533203125,444.490234375,21.242359161376957,0.2653261125087738,1.2865484952926636,0.0060986918397247,5.871437315363437e-05,4.810420796275139e-05
vd2z944s,pos_efference,0,0,460062720,1923.99267578125,445.037109375,20.279232025146484,0.2695614397525787,1.2836744785308838,0.0058048488572239,6.774726352887228e-05,4.143481783103198e-05
vd2z944s,pos_efference,0,0,470056960,1924.80078125,445.52734375,21.24471092224121,0.2670508325099945,1.279960870742798,0.0060600684955716,4.685703606810421e-05,3.904361801687628e-05
vd2z944s,pos_efference,0,0,480051200,1929.4522705078125,446.0498046875,21.422504425048828,0.2603764235973358,1.2752864360809326,0.0058728628791868,3.344887954881415e-05,1.6426984075224027e-05
vd2z944s,pos_efference,0,0,490045440,1926.2713623046875,444.849609375,21.44817352294922,0.260418027639389,1.2756969928741455,0.0058187283575534,4.149050801061094e-05,3.502320760162547e-05
vd2z944s,pos_efference,0,0,500039680,1922.798828125,444.81640625,21.435028076171875,0.2600798010826111,1.274095058441162,0.0063143307343125,5.476624937728048e-05,5.476624937728048e-05
vd2z944s,pos_efference,0,0,510033920,1924.953125,443.9580078125,21.787776947021484,0.2584531009197235,1.2718019485473633,0.0060368534177541,8.372764568775892e-05,6.575619045179337e-05
vd2z944s,pos_efference,0,0,520028160,1923.041015625,443.958984375,21.514625549316406,0.2619852423667907,1.2719178199768066,0.0060724136419594,8.84748442331329e-05,3.1821888114791363e-05
vd2z944s,pos_efference,0,0,530022400,1929.681884765625,445.109375,21.915802001953125,0.2585361301898956,1.271902084350586,0.0057287802919745,4.559680019156076e-05,2.7725067411665805e-05
vd2z944s,pos_efference,0,0,540016640,1934.1513671875,446.0947265625,21.69659423828125,0.2605558931827545,1.2612998485565186,0.0060323402285575,1.669888115429785e-05,8.627977877040394e-06
vd2z944s,pos_efference,0,0,550010880,1937.257080078125,446.1279296875,21.592491149902344,0.2600553333759308,1.272528052330017,0.0057628778740763,2.282018067489844e-05,2.282018067489844e-05
vd2z944s,pos_efference,0,0,560005120,1937.5218505859373,446.125,22.45219039916992,0.2539883553981781,1.2714385986328125,0.0057505373843014,1.7303656932199374e-05,1.7303656932199374e-05
vd2z944s,pos_efference,0,0,570081280,1936.7919921875,446.0732421875,22.213603973388672,0.2522571384906769,1.270704984664917,0.0056900321505963,2.1742509488831278e-05,1.9095998140983284e-05
vd2z944s,pos_efference,0,0,580075520,1935.603515625,446.2978515625,22.735042572021484,0.2495910823345184,1.2690649032592771,0.0059397378936409,1.441060157958418e-05,1.214479470945662e-05
vd2z944s,pos_efference,0,0,590069760,1933.7933349609373,445.5283203125,22.07001495361328,0.2533535361289978,1.2698132991790771,0.0059867817908525,4.9146612582262605e-05,4.245523814461194e-05
vd2z944s,pos_efference,0,0,600064000,1936.4373779296875,445.693359375,22.32970428466797,0.2526280283927917,1.2626430988311768,0.0058829840272665,3.112107515335083e-05,4.321072992752306e-06
fc16jeym,pos_efference,1,1,0,484.30804443359375,226.876953125,3.216808319091797,0.8058590292930603,3.053454637527466,0.0540424361824989,0.0110569698736071,0.0097768101841211
fc16jeym,pos_efference,1,1,10076160,788.1826782226562,263.69921875,6.499131679534912,0.6163011193275452,2.100217580795288,0.0293421559035778,0.0062414817512035,0.005598472431302
fc16jeym,pos_efference,1,1,20070400,982.8984375,302.640625,7.885452270507812,0.5279765129089355,1.8216512203216555,0.0245091598480939,0.0046938327141106,0.0042025935836136
fc16jeym,pos_efference,1,1,30064640,1221.338623046875,347.689453125,8.133633613586426,0.4845013916492462,1.6988236904144287,0.0180849470198154,0.0028399345465004,0.0020290166139602
fc16jeym,pos_efference,1,1,40058880,1401.03662109375,380.1689453125,8.99421215057373,0.4622784554958343,1.6166267395019531,0.0141414199024438,0.001882208045572,0.0011871815659105
fc16jeym,pos_efference,1,1,50053120,1544.4613037109375,405.185546875,9.992720603942873,0.4439228475093841,1.5728620290756226,0.012655546888709,0.0011898390948772,0.0009453239035792
fc16jeym,pos_efference,1,1,60047360,1596.93505859375,415.509765625,10.681282043457031,0.4239291250705719,1.5465408563613892,0.0117170372977852,0.0008385548135265,0.000580589286983
fc16jeym,pos_efference,1,1,70041600,1617.854248046875,411.349609375,11.375307083129885,0.4069676101207733,1.4909045696258545,0.0115287080407142,0.0010588995646685,0.0008720514597371
fc16jeym,pos_efference,1,1,80035840,1719.8997802734375,430.2744140625,11.569988250732422,0.4002070724964142,1.4577463865280151,0.0102199763059616,0.0005521200364455,0.0004497031623031
fc16jeym,pos_efference,1,1,90030080,1703.0618896484375,426.673828125,12.626802444458008,0.3934035003185272,1.4647140502929688,0.0106807705014944,0.0005469038733281,0.0004328454961068
fc16jeym,pos_efference,1,1,100024320,1753.083984375,432.908203125,12.532830238342283,0.3773761689662933,1.4396727085113523,0.0092190373688936,0.0003759789979085,0.0002788361161947
fc16jeym,pos_efference,1,1,110018560,1725.7764892578125,426.9404296875,12.756559371948242,0.3779870867729187,1.4365150928497314,0.0101195145398378,0.0005931947380304,0.0004530392470769
fc16jeym,pos_efference,1,1,120012800,1761.42822265625,433.0068359375,13.19241714477539,0.3699623048305511,1.4417939186096191,0.0093832584097981,0.0004066505935043,0.0003175343736074
fc16jeym,pos_efference,1,1,130007040,1783.8421630859375,434.1435546875,13.416682243347168,0.3663063645362854,1.4164477586746216,0.0091411117464303,0.0003546489751897,0.0003361841663718
fc16jeym,pos_efference,1,1,140001280,1782.584228515625,432.833984375,14.080629348754885,0.3571021258831024,1.4096022844314575,0.0086620151996612,0.0004187016456853,0.0003526167420204
fc16jeym,pos_efference,1,1,150077440,1811.7369384765625,437.140625,14.35921859741211,0.3541288673877716,1.383791446685791,0.0084103625267744,0.0002937769168056,0.0002208584046456
fc16jeym,pos_efference,1,1,160071680,1794.733642578125,435.5390625,14.695709228515623,0.352965772151947,1.4080114364624023,0.0086682550609111,0.0003238890203647,0.000278822495602
fc16jeym,pos_efference,1,1,170065920,1810.047607421875,436.0537109375,14.640405654907228,0.3485836386680603,1.3860273361206057,0.0089888032525777,0.0003236625052522,0.0003085802309215
fc16jeym,pos_efference,1,1,180060160,1818.0037841796875,437.173828125,14.893938064575195,0.3436484038829803,1.378293752670288,0.0078187920153141,0.0002873893827199,0.0001742714957799
fc16jeym,pos_efference,1,1,190054400,1838.2197265625,440.400390625,15.233717918395996,0.3385633826255798,1.3717398643493652,0.0079523744061589,0.0001828265230869,0.0001495360047556
fc16jeym,pos_efference,1,1,200048640,1826.5653076171875,437.3388671875,15.504159927368164,0.3309265673160553,1.366215467453003,0.0080429958179593,0.0002637679863255,0.0002255397266708
fc16jeym,pos_efference,1,1,210042880,1824.27783203125,435.7197265625,15.646934509277344,0.3263834416866302,1.365580439567566,0.0082519054412841,0.0003253220929764,0.0002354586467845
fc16jeym,pos_efference,1,1,220037120,1828.487548828125,436.859375,16.001888275146484,0.3245890438556671,1.3531389236450195,0.0081389006227254,0.0002927288878709,0.0002171642554458
fc16jeym,pos_efference,1,1,230031360,1846.74462890625,439.40234375,16.180248260498047,0.3224454224109649,1.3477602005004885,0.0081630740314722,0.0002105484163621,0.0001972847094293
fc16jeym,pos_efference,1,1,240025600,1840.601806640625,438.6669921875,16.764156341552734,0.3192812204360962,1.354153037071228,0.0079725179821252,0.000220885631279,0.0001676988613326
fc16jeym,pos_efference,1,1,250019840,1845.4853515625,438.6689453125,16.74262046813965,0.3200999796390533,1.3508795499801636,0.0079726316034793,0.0002709754626266,0.0002412261528661
fc16jeym,pos_efference,1,1,260014080,1851.8427734375,440.37890625,16.44475555419922,0.3182458281517029,1.3440649509429932,0.007959809154272,0.0001566848368383,0.0001396689622197
fc16jeym,pos_efference,1,1,270008320,1860.2645263671875,441.1279296875,16.696758270263672,0.3198451399803161,1.3451719284057615,0.0076892948709428,0.0002057762467302,0.0001866825477918
fc16jeym,pos_efference,1,1,280002560,1873.1650390625,441.587890625,16.99314308166504,0.3131627738475799,1.322460651397705,0.0071621788665652,0.0001405309158144,0.0001199347025249
fc16jeym,pos_efference,1,1,290078720,1876.872802734375,442.1318359375,17.276893615722656,0.3087180554866791,1.320549488067627,0.0073318751528859,0.0001127001014538,6.202458462212235e-05
fc16jeym,pos_efference,1,1,300072960,1879.576416015625,442.375,17.436046600341797,0.3105790019035339,1.3258206844329834,0.007236361503601,0.0001124379632528,8.417187927989289e-05
