wandb_id,condition,servo_kp,delay,seed,step,reward_mean,reward_smooth
oms9ag28,torque,0.0,0,50,196853760,971.6688232421876,970.8388366699219
oms9ag28,torque,0.0,0,50,201768960,970.7823486328124,970.9742553710937
oms9ag28,torque,0.0,0,50,206438400,971.6670532226562,971.0897216796875
oms9ag28,torque,0.0,0,50,211353600,972.0272216796876,971.3455688476563
oms9ag28,torque,0.0,0,50,216023040,972.0411376953124,971.4614969889323
oms9ag28,torque,0.0,0,50,220938240,972.6356201171876,971.8306762695313
oms9ag28,torque,0.0,0,50,225607680,972.5763549804688,971.9549560546875
oms9ag28,torque,0.0,0,50,230522880,972.6897583007812,972.3940185546875
oms9ag28,torque,0.0,0,50,235438080,972.948974609375,972.578369140625
oms9ag28,torque,0.0,0,50,240107520,973.4218139648438,972.8545043945312
oms9ag28,torque,0.0,0,50,245022720,973.214599609375,972.9703002929688
oms9ag28,torque,0.0,0,50,249692160,973.0819091796876,973.0714111328125
oms9ag28,torque,0.0,0,50,254607360,973.2359008789062,973.1806396484375
oms9ag28,torque,0.0,0,50,259276800,969.728271484375,972.6052449544271
oms9ag28,torque,0.0,0,50,264192000,973.5416259765624,972.5604614257812
oms9ag28,torque,0.0,0,50,268861440,973.4656372070312,972.7113240559896
oms9ag28,torque,0.0,0,50,273776640,973.4287109375,972.680029296875
oms9ag28,torque,0.0,0,50,278446080,973.5339965820312,972.8223571777344
oms9ag28,torque,0.0,0,50,283361280,973.2176513671876,973.4375244140625
oms9ag28,torque,0.0,0,50,288030720,970.4412841796876,972.9381510416666
oms9ag28,torque,0.0,0,50,292945920,973.745361328125,972.8734008789063
oms9ag28,torque,0.0,0,50,297615360,973.9522705078124,973.053212483724
oms9ag28,torque,0.0,0,50,302530560,973.784423828125,973.0281982421875
oms9ag28,torque,0.0,0,50,307200000,973.4896240234376,973.1051025390625
oms9ag28,torque,0.0,0,50,312115200,974.0420532226562,973.8027465820312
oms9ag28,torque,0.0,0,50,317030400,974.326171875,973.9189086914063
oms9ag28,torque,0.0,0,50,321699840,974.150146484375,973.9584838867188
oms9ag28,torque,0.0,0,50,326615040,974.917236328125,974.1850463867188
oms9ag28,torque,0.0,0,50,331284480,974.9071655273438,974.4685546875
oms9ag28,torque,0.0,0,50,336199680,974.2330322265624,974.5067504882812
oms9ag28,torque,0.0,0,50,340869120,974.49658203125,974.5050557454427
oms9ag28,torque,0.0,0,50,345784320,974.4842529296876,974.6076538085938
oms9ag28,torque,0.0,0,50,350453760,974.9627685546876,974.6668395996094
oms9ag28,torque,0.0,0,50,355368960,974.5147094726562,974.5382690429688
oms9ag28,torque,0.0,0,50,360038400,974.3099365234376,974.5002136230469
oms9ag28,torque,0.0,0,50,364953600,975.138427734375,974.6820190429687
oms9ag28,torque,0.0,0,50,369623040,975.0185546875,974.7381083170573
oms9ag28,torque,0.0,0,50,374538240,975.4120483398438,974.8787353515625
oms9ag28,torque,0.0,0,50,379207680,975.2098388671876,974.9339192708334
oms9ag28,torque,0.0,0,50,384122880,975.4179077148438,975.23935546875
oms9ag28,torque,0.0,0,50,389038080,975.7925415039062,975.3701782226562
oms9ag28,torque,0.0,0,50,393707520,975.9168701171876,975.5498413085937
oms9ag28,torque,0.0,0,50,398622720,975.721435546875,975.61171875
oms9ag28,torque,0.0,0,50,403292160,976.1879272460938,975.8073364257813
oms9ag28,torque,0.0,0,50,408207360,976.0957641601562,975.9429077148437
oms9ag28,torque,0.0,0,50,412876800,976.3047485351562,976.0032145182291
oms9ag28,torque,0.0,0,50,417792000,976.41943359375,976.1458618164063
oms9ag28,torque,0.0,0,50,422461440,976.21533203125,976.1574401855469
oms9ag28,torque,0.0,0,50,427376640,975.9576416015624,976.198583984375
oms9ag28,torque,0.0,0,50,432046080,976.3934326171876,976.2310587565104
oms9ag28,torque,0.0,0,50,436961280,976.030029296875,976.203173828125
oms9ag28,torque,0.0,0,50,441630720,975.7713623046876,976.1312052408854
oms9ag28,torque,0.0,0,50,446545920,976.7235107421876,976.1751953125
oms9ag28,torque,0.0,0,50,451215360,976.7910766601562,976.277842203776
oms9ag28,torque,0.0,0,50,456130560,976.4071655273438,976.34462890625
oms9ag28,torque,0.0,0,50,460800000,976.8724975585938,976.432607014974
oms9ag28,torque,0.0,0,50,465715200,976.985107421875,976.7558715820312
oms9ag28,torque,0.0,0,50,470630400,976.551513671875,976.7214721679687
oms9ag28,torque,0.0,0,50,475299840,976.2568359375,976.6146240234375
oms9ag28,torque,0.0,0,50,480215040,977.16064453125,976.7653198242188
5ryuqn5j,torque,0.0,0,51,4915200,236.36903381347656,
5ryuqn5j,torque,0.0,0,51,9830400,483.947509765625,
5ryuqn5j,torque,0.0,0,51,14499840,591.1634521484375,
5ryuqn5j,torque,0.0,0,51,19415040,867.6641845703125,
5ryuqn5j,torque,0.0,0,51,24084480,944.3545532226562,624.6997467041016
5ryuqn5j,torque,0.0,0,51,28999680,955.5833129882812,768.5426025390625
5ryuqn5j,torque,0.0,0,51,33669120,958.3679809570312,800.180165608724
5ryuqn5j,torque,0.0,0,51,38584320,959.078125,937.0096313476563
5ryuqn5j,torque,0.0,0,51,43253760,961.7066650390624,941.1258036295573
5ryuqn5j,torque,0.0,0,51,48168960,962.9324340820312,959.5337036132812
5ryuqn5j,torque,0.0,0,51,52838400,963.7620239257812,960.2384236653646
5ryuqn5j,torque,0.0,0,51,57753600,963.85009765625,962.265869140625
5ryuqn5j,torque,0.0,0,51,62423040,963.9757690429688,962.5508524576823
5ryuqn5j,torque,0.0,0,51,67338240,966.9427490234376,964.2926147460937
5ryuqn5j,torque,0.0,0,51,72007680,967.3499145507812,964.8021647135416
5ryuqn5j,torque,0.0,0,51,76922880,967.1041259765624,965.84453125
5ryuqn5j,torque,0.0,0,51,81838080,966.7301025390624,966.4205322265625
5ryuqn5j,torque,0.0,0,51,86507520,967.284423828125,967.0822631835938
5ryuqn5j,torque,0.0,0,51,91422720,967.6030883789062,967.2143310546875
5ryuqn5j,torque,0.0,0,51,96092160,967.7875366210938,967.30185546875
5ryuqn5j,torque,0.0,0,51,101007360,968.5023193359376,967.581494140625
5ryuqn5j,torque,0.0,0,51,105676800,968.42431640625,967.7219645182291
5ryuqn5j,torque,0.0,0,51,110592000,969.06005859375,968.2754638671875
5ryuqn5j,torque,0.0,0,51,115261440,969.735107421875,968.5187377929688
5ryuqn5j,torque,0.0,0,51,120176640,969.7984619140624,969.104052734375
5ryuqn5j,torque,0.0,0,51,124846080,969.9912719726562,969.2519226074219
5ryuqn5j,torque,0.0,0,51,129761280,970.1865234375,969.7542846679687
5ryuqn5j,torque,0.0,0,51,134430720,969.903076171875,969.7790832519531
5ryuqn5j,torque,0.0,0,51,139345920,970.9521484375,970.1662963867187
5ryuqn5j,torque,0.0,0,51,144015360,971.0150146484376,970.3077494303385
5ryuqn5j,torque,0.0,0,51,148930560,971.4464721679688,970.7006469726563
5ryuqn5j,torque,0.0,0,51,153600000,971.9979248046876,970.9168599446615
5ryuqn5j,torque,0.0,0,51,158515200,971.9861450195312,971.479541015625
5ryuqn5j,torque,0.0,0,51,163430400,972.1166381835938,971.7124389648437
5ryuqn5j,torque,0.0,0,51,168099840,972.3494873046876,971.9793334960938
5ryuqn5j,torque,0.0,0,51,173015040,972.669921875,972.2240234375
5ryuqn5j,torque,0.0,0,51,177684480,972.752685546875,972.3749755859375
5ryuqn5j,torque,0.0,0,51,182599680,972.8763427734376,972.5530151367187
5ryuqn5j,torque,0.0,0,51,187269120,968.8060302734376,971.9285176595052
5ryuqn5j,torque,0.0,0,51,192184320,972.707275390625,971.962451171875
5ryuqn5j,torque,0.0,0,51,196853760,972.9588623046876,972.1285196940104
5ryuqn5j,torque,0.0,0,51,201768960,973.3280639648438,972.1353149414062
5ryuqn5j,torque,0.0,0,51,206438400,973.6659545898438,972.3904215494791
5ryuqn5j,torque,0.0,0,51,211353600,973.4628295898438,973.2245971679688
5ryuqn5j,torque,0.0,0,51,216023040,973.6470947265624,973.2950134277344
5ryuqn5j,torque,0.0,0,51,220938240,974.2977294921876,973.6803344726562
5ryuqn5j,torque,0.0,0,51,225607680,974.0690307617188,973.7451171875
5ryuqn5j,torque,0.0,0,51,230522880,974.0277099609376,973.90087890625
5ryuqn5j,torque,0.0,0,51,235438080,974.2197265625,974.0522583007812
5ryuqn5j,torque,0.0,0,51,240107520,974.5062255859376,974.2240844726563
5ryuqn5j,torque,0.0,0,51,245022720,970.474609375,973.4594604492188
5ryuqn5j,torque,0.0,0,51,249692160,974.37060546875,973.519775390625
5ryuqn5j,torque,0.0,0,51,254607360,974.0565185546876,973.525537109375
5ryuqn5j,torque,0.0,0,51,259276800,974.7484130859376,973.7293497721354
5ryuqn5j,torque,0.0,0,51,264192000,974.28955078125,973.587939453125
5ryuqn5j,torque,0.0,0,51,268861440,974.9935913085938,973.8222147623698
5ryuqn5j,torque,0.0,0,51,273776640,974.412353515625,974.5000854492188
5ryuqn5j,torque,0.0,0,51,278446080,975.0114135742188,974.5853068033854
5ryuqn5j,torque,0.0,0,51,283361280,974.35986328125,974.6133544921875
5ryuqn5j,torque,0.0,0,51,288030720,974.9691162109376,974.6726481119791
5ryuqn5j,torque,0.0,0,51,292945920,975.1964111328124,974.7898315429687
5ryuqn5j,torque,0.0,0,51,297615360,975.0718383789062,974.8368326822916
5ryuqn5j,torque,0.0,0,51,302530560,975.65185546875,975.0498168945312
5ryuqn5j,torque,0.0,0,51,307200000,975.8089599609376,975.1763407389323
5ryuqn5j,torque,0.0,0,51,312115200,975.810546875,975.5079223632813
5ryuqn5j,torque,0.0,0,51,317030400,975.4578247070312,975.560205078125
5ryuqn5j,torque,0.0,0,51,321699840,976.0674438476562,975.759326171875
5ryuqn5j,torque,0.0,0,51,326615040,975.8823852539062,975.8054321289062
5ryuqn5j,torque,0.0,0,51,331284480,975.867919921875,975.8172241210938
5ryuqn5j,torque,0.0,0,51,336199680,976.0096435546876,975.8570434570313
5ryuqn5j,torque,0.0,0,51,340869120,976.0585327148438,975.890625
5ryuqn5j,torque,0.0,0,51,345784320,975.933349609375,975.9503662109375
5ryuqn5j,torque,0.0,0,51,350453760,976.3679809570312,976.0199686686198
5ryuqn5j,torque,0.0,0,51,355368960,976.5147094726562,976.1768432617188
5ryuqn5j,torque,0.0,0,51,360038400,976.4095458984376,976.2156270345052
5ryuqn5j,torque,0.0,0,51,364953600,976.5960693359376,976.3643310546875
5ryuqn5j,torque,0.0,0,51,369623040,976.4306640625,976.3753865559896
5ryuqn5j,torque,0.0,0,51,374538240,976.4026489257812,976.4707275390625
5ryuqn5j,torque,0.0,0,51,379207680,976.257568359375,976.4352010091146
5ryuqn5j,torque,0.0,0,51,384122880,975.4017333984376,976.2177368164063
5ryuqn5j,torque,0.0,0,51,389038080,976.1156005859376,976.1216430664062
5ryuqn5j,torque,0.0,0,51,393707520,976.395751953125,976.1146606445312
5ryuqn5j,torque,0.0,0,51,398622720,976.6219482421876,976.1585205078125
5ryuqn5j,torque,0.0,0,51,403292160,976.7921142578124,976.2654296875
5ryuqn5j,torque,0.0,0,51,408207360,976.8242797851562,976.5499389648437
5ryuqn5j,torque,0.0,0,51,412876800,976.95947265625,976.6181945800781
5ryuqn5j,torque,0.0,0,51,417792000,976.9727172851562,976.8341064453125
5ryuqn5j,torque,0.0,0,51,422461440,977.3060913085938,976.9127705891927
5ryuqn5j,torque,0.0,0,51,427376640,977.2189331054688,977.056298828125
5ryuqn5j,torque,0.0,0,51,432046080,976.992919921875,977.0457356770834
5ryuqn5j,torque,0.0,0,51,436961280,976.7758178710938,977.0532958984375
5ryuqn5j,torque,0.0,0,51,441630720,977.01513671875,977.0469360351562
5ryuqn5j,torque,0.0,0,51,446545920,977.0032348632812,977.0012084960938
5ryuqn5j,torque,0.0,0,51,451215360,977.5408935546876,977.0911560058594
5ryuqn5j,torque,0.0,0,51,456130560,977.213623046875,977.1097412109375
5ryuqn5j,torque,0.0,0,51,460800000,977.3275756835938,977.1460469563802
5ryuqn5j,torque,0.0,0,51,465715200,976.3740234375,977.0918701171875
5ryuqn5j,torque,0.0,0,51,470630400,975.7066650390624,976.8325561523437
5ryuqn5j,torque,0.0,0,51,475299840,976.657470703125,976.6558715820313
5ryuqn5j,torque,0.0,0,51,480215040,977.1522827148438,976.643603515625
dxr20obj,torque,0.0,0,52,4915200,223.0720367431641,
dxr20obj,torque,0.0,0,52,9830400,403.9336853027344,
dxr20obj,torque,0.0,0,52,14499840,755.1263427734375,
dxr20obj,torque,0.0,0,52,19415040,926.2977294921876,
dxr20obj,torque,0.0,0,52,24084480,939.6636962890624,649.6186981201172
dxr20obj,torque,0.0,0,52,28999680,952.3341674804688,795.4711242675781
dxr20obj,torque,0.0,0,52,33669120,951.3466186523438,821.4503733317057
dxr20obj,torque,0.0,0,52,38584320,957.25146484375,945.3787353515625
dxr20obj,torque,0.0,0,52,43253760,956.0625610351562,947.1593729654948
dxr20obj,torque,0.0,0,52,48168960,958.952392578125,955.1894409179688
dxr20obj,torque,0.0,0,52,52838400,960.3492431640624,956.0494079589844
dxr20obj,torque,0.0,0,52,57753600,962.130615234375,958.9492553710937
dxr20obj,torque,0.0,0,52,62423040,959.1591186523438,958.9842325846354
dxr20obj,torque,0.0,0,52,67338240,962.9593505859376,960.7101440429688
dxr20obj,torque,0.0,0,52,72007680,964.5698852539062,961.3534342447916
dxr20obj,torque,0.0,0,52,76922880,964.661376953125,962.6960693359375
dxr20obj,torque,0.0,0,52,81838080,964.996337890625,963.2692138671875
dxr20obj,torque,0.0,0,52,86507520,965.1621704101562,964.46982421875
dxr20obj,torque,0.0,0,52,91422720,966.292724609375,965.1364990234375
dxr20obj,torque,0.0,0,52,96092160,966.093994140625,965.4413208007812
dxr20obj,torque,0.0,0,52,101007360,966.4273071289062,965.7945068359375
dxr20obj,torque,0.0,0,52,105676800,965.56396484375,965.7560831705729
dxr20obj,torque,0.0,0,52,110592000,966.2957763671876,966.1347534179688
dxr20obj,torque,0.0,0,52,115261440,966.3470458984376,966.1701354980469
dxr20obj,torque,0.0,0,52,120176640,967.1307373046876,966.3529663085938
dxr20obj,torque,0.0,0,52,124846080,967.579833984375,966.5574442545573
dxr20obj,torque,0.0,0,52,129761280,968.1796875,967.1066162109375
dxr20obj,torque,0.0,0,52,134430720,968.254150390625,967.2978719075521
dxr20obj,torque,0.0,0,52,139345920,968.8901977539062,968.0069213867188
dxr20obj,torque,0.0,0,52,144015360,969.176025390625,968.2017720540365
dxr20obj,torque,0.0,0,52,148930560,968.499755859375,968.5999633789063
dxr20obj,torque,0.0,0,52,153600000,968.6441650390624,968.6073303222656
dxr20obj,torque,0.0,0,52,158515200,969.953125,969.0326538085938
dxr20obj,torque,0.0,0,52,163430400,969.9422607421876,969.24306640625
dxr20obj,torque,0.0,0,52,168099840,969.6014404296876,969.3281494140625
dxr20obj,torque,0.0,0,52,173015040,970.4541015625,969.7190185546875
dxr20obj,torque,0.0,0,52,177684480,970.0195922851562,969.9941040039063
dxr20obj,torque,0.0,0,52,182599680,970.8528442382812,970.1740478515625
dxr20obj,torque,0.0,0,52,187269120,971.1726684570312,970.3404846191406
dxr20obj,torque,0.0,0,52,192184320,971.50830078125,970.8015014648438
dxr20obj,torque,0.0,0,52,196853760,971.9981079101562,971.0009358723959
dxr20obj,torque,0.0,0,52,201768960,968.5905151367188,970.8244873046875
dxr20obj,torque,0.0,0,52,206438400,972.385986328125,971.0847371419271
dxr20obj,torque,0.0,0,52,211353600,972.1197509765624,971.3205322265625
dxr20obj,torque,0.0,0,52,216023040,971.781494140625,971.3973592122396
dxr20obj,torque,0.0,0,52,220938240,968.5625,970.6880493164062
dxr20obj,torque,0.0,0,52,225607680,971.9614868164062,970.9002888997396
dxr20obj,torque,0.0,0,52,230522880,972.4647216796876,971.3779907226562
dxr20obj,torque,0.0,0,52,235438080,971.467041015625,971.2474487304687
dxr20obj,torque,0.0,0,52,240107520,972.040283203125,971.2992065429687
dxr20obj,torque,0.0,0,52,245022720,971.55712890625,971.8981323242188
dxr20obj,torque,0.0,0,52,249692160,972.5667724609376,972.019189453125
dxr20obj,torque,0.0,0,52,254607360,972.8489379882812,972.0960327148438
dxr20obj,torque,0.0,0,52,259276800,969.4888916015624,971.6615091959635
dxr20obj,torque,0.0,0,52,264192000,973.0501708984376,971.9023803710937
dxr20obj,torque,0.0,0,52,268861440,969.6861572265624,971.5330098470052
dxr20obj,torque,0.0,0,52,273776640,973.1543579101562,971.645703125
dxr20obj,torque,0.0,0,52,278446080,969.75146484375,971.3299967447916
dxr20obj,torque,0.0,0,52,283361280,973.63720703125,971.8558715820312
dxr20obj,torque,0.0,0,52,288030720,973.5877075195312,972.1445109049479
dxr20obj,torque,0.0,0,52,292945920,973.48681640625,972.7235107421875
dxr20obj,torque,0.0,0,52,297615360,973.44140625,972.8431599934896
dxr20obj,torque,0.0,0,52,302530560,973.7019653320312,973.5710205078125
dxr20obj,torque,0.0,0,52,307200000,974.178955078125,973.6723429361979
dxr20obj,torque,0.0,0,52,312115200,973.47216796875,973.6562622070312
dxr20obj,torque,0.0,0,52,317030400,974.3873291015624,973.8363647460938
dxr20obj,torque,0.0,0,52,321699840,974.4895629882812,974.04599609375
dxr20obj,torque,0.0,0,52,326615040,974.8489990234376,974.2754028320312
dxr20obj,torque,0.0,0,52,331284480,974.552978515625,974.3502075195313
dxr20obj,torque,0.0,0,52,336199680,974.8580932617188,974.627392578125
dxr20obj,torque,0.0,0,52,340869120,975.2884521484376,974.7375691731771
dxr20obj,torque,0.0,0,52,345784320,975.4769287109376,975.0050903320313
