wandb_id,budget_label,condition,arm,delay_k,step,reward_mean,lifespan_mean,fm_mse_eval,fm_mse_train_p25,fm_mse_train_p50,fm_mse_train_p75,action_sigma,encoder_kl,joint_l2_error,termination_rate
3dfjggpw,2G,expfm_2g,explicit,20,1020067840.0,1726.46533203125,421.0068359375,0.0317973494529724,0.0361191853880882,0.0525254905223846,0.0826325714588165,0.4212754964828491,15.078033447265623,1.427882194519043,0.0007737601408734
3dfjggpw,2G,expfm_2g,explicit,20,1030062080.0,1732.15576171875,420.8056640625,0.0316161066293716,0.0348369628190994,0.0507203750312328,0.0815646350383758,0.4201492965221405,15.660459518432615,1.420684814453125,0.0007895351154729
3dfjggpw,2G,expfm_2g,explicit,20,1040056320.0,1719.39990234375,416.9765625,0.0313876196742057,0.045606330037117,0.0627194344997406,0.0929895862936973,0.4204047918319702,14.974082946777344,1.397893309593201,0.0008921901462599
3dfjggpw,2G,expfm_2g,explicit,20,1050050560.0,1700.1407470703125,413.1943359375,0.033802293241024,0.035037662833929,0.0520332902669906,0.083999678492546,0.4281100630760193,15.006494522094728,1.4157170057296753,0.0010493852896615
3dfjggpw,2G,expfm_2g,explicit,20,1060044800.0,1710.6202392578125,417.1796875,0.0340721309185028,0.0346838273108005,0.0506844781339168,0.0815375968813896,0.4241930246353149,15.052899360656738,1.425205945968628,0.0009371662163175
3dfjggpw,2G,expfm_2g,explicit,20,1070039040.0,1717.93115234375,415.755859375,0.0323277190327644,0.0345113053917884,0.0510351471602916,0.0819683745503425,0.4259272217750549,14.920902252197266,1.406496524810791,0.0009623676887713
3dfjggpw,2G,expfm_2g,explicit,20,1080033280.0,1732.75439453125,420.9521484375,0.0313877500593662,0.0328091233968734,0.0485870763659477,0.0782747268676757,0.4213752746582031,15.282793045043944,1.4123977422714231,0.0007965476252138
3dfjggpw,2G,expfm_2g,explicit,20,1090027520.0,1692.84228515625,411.79296875,0.0333000682294368,0.037417784333229,0.0543090030550956,0.0870234221220016,0.4278356730937958,15.18602466583252,1.414194107055664,0.0010459434706717
3dfjggpw,2G,expfm_2g,explicit,20,1100021760.0,1691.343505859375,410.634765625,0.0382276996970176,0.0331660881638526,0.0488258488476276,0.0793673992156982,0.423320323228836,15.208635330200195,1.4278693199157717,0.0011191254016011
3dfjggpw,2G,expfm_2g,explicit,20,1110016000.0,1700.496337890625,409.7421875,0.0339145101606845,0.0334879904985427,0.0494048297405242,0.0793339237570762,0.4249742925167084,14.842854499816896,1.3958706855773926,0.0011494965292513
3dfjggpw,2G,expfm_2g,explicit,20,1120010240.0,1716.5687255859375,415.966796875,0.0324395559728145,0.0343182310461998,0.0497373640537261,0.078783169388771,0.4212099909782409,14.98554229736328,1.413801193237305,0.000933097442612
3dfjggpw,2G,expfm_2g,explicit,20,1130004480.0,1699.524169921875,411.0908203125,0.0333613902330398,0.0351780205965042,0.0513903126120567,0.0821661502122879,0.4255149364471435,14.85008716583252,1.4094127416610718,0.0011178918648511
3dfjggpw,2G,expfm_2g,explicit,20,1140080640.0,1731.235107421875,418.98828125,0.0319399461150169,0.0344635620713233,0.0503662005066871,0.0818307399749755,0.4238319396972656,15.06016445159912,1.4207465648651123,0.0008369968272745
3dfjggpw,2G,expfm_2g,explicit,20,1150074880.0,1731.06494140625,417.01953125,0.0322299301624298,0.0345073454082012,0.050056867301464,0.0803033038973808,0.4239832162857055,15.001848220825195,1.392581820487976,0.0009734397171996
3dfjggpw,2G,expfm_2g,explicit,20,1160069120.0,1722.576171875,417.71484375,0.0328003093600273,0.0351128727197647,0.0504725947976112,0.0804273635149002,0.4245557188987732,15.26979160308838,1.4184622764587402,0.0008956394158303
3dfjggpw,2G,expfm_2g,explicit,20,1170063360.0,1731.825927734375,418.0302734375,0.0357009470462799,0.0338781960308551,0.0499624162912368,0.0808472782373428,0.4290064871311188,14.875391006469728,1.4244966506958008,0.0008735067676752
3dfjggpw,2G,expfm_2g,explicit,20,1180057600.0,1730.8599853515625,419.169921875,0.0307469218969345,0.0343523360788822,0.0501691736280918,0.0808875113725662,0.4242244958877563,14.865585327148438,1.3721884489059448,0.0008166870102286
3dfjggpw,2G,expfm_2g,explicit,20,1190051840.0,1703.291748046875,408.9130859375,0.0325801521539688,0.0325049273669719,0.0478340983390808,0.0776181668043136,0.4187918603420257,15.63987922668457,1.372678279876709,0.0011928807944059
3dfjggpw,2G,expfm_2g,explicit,20,1200046080.0,1745.2578125,422.126953125,0.0299268942326307,0.0332725718617439,0.0488381274044513,0.0778417959809303,0.4267303049564361,15.330803871154783,1.4052560329437256,0.0007659075199626
