wandb_id,condition,network,actuator,delay,seed_pair,step,reward_mean,reward_smooth
amqmydoj,fm_servo,fm,servo,0,i52/p52,360038400,974.526611328125,973.7689208984375
amqmydoj,fm_servo,fm,servo,0,i52/p52,364953600,974.04833984375,974.076171875
amqmydoj,fm_servo,fm,servo,0,i52/p52,369623040,975.3408203125,974.2869466145834
amqmydoj,fm_servo,fm,servo,0,i52/p52,374538240,975.610107421875,974.7189697265625
amqmydoj,fm_servo,fm,servo,0,i52/p52,379207680,975.298828125,974.8156127929688
amqmydoj,fm_servo,fm,servo,0,i52/p52,384122880,976.2213134765624,975.3038818359375
amqmydoj,fm_servo,fm,servo,0,i52/p52,389038080,976.0308837890624,975.700390625
amqmydoj,fm_servo,fm,servo,0,i52/p52,393707520,976.4652709960938,975.9252807617188
amqmydoj,fm_servo,fm,servo,0,i52/p52,398622720,976.4789428710938,976.0990478515625
amqmydoj,fm_servo,fm,servo,0,i52/p52,403292160,976.6193237304688,976.3631469726563
amqmydoj,fm_servo,fm,servo,0,i52/p52,408207360,976.8980712890624,976.4984985351563
amqmydoj,fm_servo,fm,servo,0,i52/p52,412876800,977.0714111328124,976.593983968099
amqmydoj,fm_servo,fm,servo,0,i52/p52,417792000,977.423828125,976.8983154296875
amqmydoj,fm_servo,fm,servo,0,i52/p52,422461440,975.620361328125,976.6853230794271
amqmydoj,fm_servo,fm,servo,0,i52/p52,427376640,973.9013671875,976.1830078125
amqmydoj,fm_servo,fm,servo,0,i52/p52,432046080,976.737548828125,976.2754313151041
amqmydoj,fm_servo,fm,servo,0,i52/p52,436961280,977.0870361328124,976.1540283203125
amqmydoj,fm_servo,fm,servo,0,i52/p52,441630720,977.2354736328124,976.3342692057291
amqmydoj,fm_servo,fm,servo,0,i52/p52,446545920,977.4690551757812,976.4860961914062
amqmydoj,fm_servo,fm,servo,0,i52/p52,451215360,977.9796142578124,976.7350158691406
amqmydoj,fm_servo,fm,servo,0,i52/p52,456130560,978.04345703125,977.5629272460938
amqmydoj,fm_servo,fm,servo,0,i52/p52,460800000,977.9783935546876,977.6321716308594
amqmydoj,fm_servo,fm,servo,0,i52/p52,465715200,977.9752807617188,977.88916015625
amqmydoj,fm_servo,fm,servo,0,i52/p52,470630400,978.2483520507812,978.04501953125
amqmydoj,fm_servo,fm,servo,0,i52/p52,475299840,978.0740966796876,978.063916015625
amqmydoj,fm_servo,fm,servo,0,i52/p52,480215040,978.104736328125,978.076171875
amqmydoj,fm_servo,fm,servo,0,i52/p52,484884480,978.070068359375,978.0945068359375
amqmydoj,fm_servo,fm,servo,0,i52/p52,489799680,978.6239013671876,978.2242309570313
amqmydoj,fm_servo,fm,servo,0,i52/p52,494469120,978.37890625,978.250010172526
amqmydoj,fm_servo,fm,servo,0,i52/p52,499384320,977.8677368164062,978.2090698242188
amqmydoj,fm_servo,fm,servo,0,i52/p52,504053760,978.248046875,978.215565999349
amqmydoj,fm_servo,fm,servo,0,i52/p52,508968960,978.5850219726562,978.34072265625
amqmydoj,fm_servo,fm,servo,0,i52/p52,513638400,978.3792114257812,978.3471374511719
amqmydoj,fm_servo,fm,servo,0,i52/p52,518553600,978.2399291992188,978.2639892578125
amqmydoj,fm_servo,fm,servo,0,i52/p52,523223040,968.71484375,976.6724650065104
amqmydoj,fm_servo,fm,servo,0,i52/p52,528138240,974.26904296875,975.6376098632812
amqmydoj,fm_servo,fm,servo,0,i52/p52,532807680,975.8975830078124,975.6809387207031
amqmydoj,fm_servo,fm,servo,0,i52/p52,537722880,976.8798828125,974.8002563476563
amqmydoj,fm_servo,fm,servo,0,i52/p52,542638080,976.5180053710938,974.4558715820312
amqmydoj,fm_servo,fm,servo,0,i52/p52,547307520,977.6452026367188,976.241943359375
amqmydoj,fm_servo,fm,servo,0,i52/p52,552222720,977.4470825195312,976.8775512695313
amqmydoj,fm_servo,fm,servo,0,i52/p52,556892160,976.9467163085938,977.0873779296875
amqmydoj,fm_servo,fm,servo,0,i52/p52,561807360,977.3699340820312,977.1853881835938
amqmydoj,fm_servo,fm,servo,0,i52/p52,566476800,978.1153564453124,977.3403828938802
amqmydoj,fm_servo,fm,servo,0,i52/p52,571392000,974.4022216796876,976.8562622070312
amqmydoj,fm_servo,fm,servo,0,i52/p52,576061440,978.8768310546876,977.1930236816406
amqmydoj,fm_servo,fm,servo,0,i52/p52,580976640,979.0301513671876,977.5588989257812
amqmydoj,fm_servo,fm,servo,0,i52/p52,585646080,979.04150390625,977.8059997558594
amqmydoj,fm_servo,fm,servo,0,i52/p52,590561280,979.412841796875,978.1527099609375
amqmydoj,fm_servo,fm,servo,0,i52/p52,595230720,976.5853271484376,977.8914794921875
amqmydoj,fm_servo,fm,servo,0,i52/p52,600145920,978.8917236328124,978.5923095703125
amqmydoj,fm_servo,fm,servo,0,i52/p52,604815360,978.8424682617188,978.6340026855469
amqmydoj,fm_servo,fm,servo,0,i52/p52,609730560,976.32470703125,978.0114135742188
amqmydoj,fm_servo,fm,servo,0,i52/p52,614400000,973.343505859375,977.2334289550781
amqmydoj,fm_servo,fm,servo,0,i52/p52,619315200,977.8175048828124,977.0439819335937
amqmydoj,fm_servo,fm,servo,0,i52/p52,624230400,978.5587768554688,976.977392578125
amqmydoj,fm_servo,fm,servo,0,i52/p52,628899840,978.568359375,976.9225708007813
amqmydoj,fm_servo,fm,servo,0,i52/p52,633815040,971.114990234375,975.8806274414062
amqmydoj,fm_servo,fm,servo,0,i52/p52,638484480,978.6090698242188,976.933740234375
amqmydoj,fm_servo,fm,servo,0,i52/p52,643399680,978.6392211914062,977.0980834960938
amqmydoj,fm_servo,fm,servo,0,i52/p52,648069120,978.5294799804688,977.3366495768229
amqmydoj,fm_servo,fm,servo,0,i52/p52,652984320,970.923095703125,975.5631713867188
amqmydoj,fm_servo,fm,servo,0,i52/p52,657653760,975.6392822265624,975.5758565266927
amqmydoj,fm_servo,fm,servo,0,i52/p52,662568960,977.8348999023438,976.3131958007813
amqmydoj,fm_servo,fm,servo,0,i52/p52,667238400,978.26513671875,976.6385192871094
amqmydoj,fm_servo,fm,servo,0,i52/p52,672153600,978.7506103515624,976.2826049804687
amqmydoj,fm_servo,fm,servo,0,i52/p52,676823040,978.8804931640624,976.715586344401
amqmydoj,fm_servo,fm,servo,0,i52/p52,681738240,978.642822265625,978.4747924804688
amqmydoj,fm_servo,fm,servo,0,i52/p52,686407680,979.2190551757812,978.5988362630209
amqmydoj,fm_servo,fm,servo,0,i52/p52,691322880,979.3751831054688,978.9736328125
amqmydoj,fm_servo,fm,servo,0,i52/p52,696238080,975.3583984375,978.2951904296875
amqmydoj,fm_servo,fm,servo,0,i52/p52,700907520,978.6304931640624,978.2451904296875
amqmydoj,fm_servo,fm,servo,0,i52/p52,705822720,979.0699462890624,978.330615234375
amqmydoj,fm_servo,fm,servo,0,i52/p52,710492160,978.9534301757812,978.277490234375
amqmydoj,fm_servo,fm,servo,0,i52/p52,715407360,979.126953125,978.2278442382812
amqmydoj,fm_servo,fm,servo,0,i52/p52,720076800,978.8017578125,978.323496500651
amqmydoj,fm_servo,fm,servo,0,i52/p52,724992000,979.460693359375,979.0825561523437
amqmydoj,fm_servo,fm,servo,0,i52/p52,729661440,979.7451171875,979.1929829915365
amqmydoj,fm_servo,fm,servo,0,i52/p52,734576640,979.6207275390624,979.3510498046875
amqmydoj,fm_servo,fm,servo,0,i52/p52,739246080,979.22119140625,979.3294067382812
amqmydoj,fm_servo,fm,servo,0,i52/p52,744161280,979.3837280273438,979.4862915039063
amqmydoj,fm_servo,fm,servo,0,i52/p52,748830720,975.955810546875,978.8978780110677
amqmydoj,fm_servo,fm,servo,0,i52/p52,753745920,979.1083984375,978.6579711914062
amqmydoj,fm_servo,fm,servo,0,i52/p52,758415360,979.247314453125,978.7561950683594
amqmydoj,fm_servo,fm,servo,0,i52/p52,763330560,979.7408447265624,978.6872192382813
amqmydoj,fm_servo,fm,servo,0,i52/p52,768000000,979.734375,978.8617451985677
amqmydoj,fm_servo,fm,servo,0,i52/p52,772915200,979.72802734375,979.5117919921875
amqmydoj,fm_servo,fm,servo,0,i52/p52,777830400,979.798095703125,979.6497314453125
amqmydoj,fm_servo,fm,servo,0,i52/p52,782499840,979.767578125,979.7537841796875
amqmydoj,fm_servo,fm,servo,0,i52/p52,787415040,977.6758422851562,979.3407836914063
amqmydoj,fm_servo,fm,servo,0,i52/p52,792084480,979.1640625,979.2267211914062
amqmydoj,fm_servo,fm,servo,0,i52/p52,796999680,980.3941040039062,979.3599365234375
amqmydoj,fm_servo,fm,servo,0,i52/p52,801669120,980.4892578125,979.5481567382812
amqmydoj,fm_servo,fm,servo,0,i52/p52,806584320,980.2505493164062,979.5947631835937
amqmydoj,fm_servo,fm,servo,0,i52/p52,811253760,980.4047241210938,979.7297566731771
amqmydoj,fm_servo,fm,servo,0,i52/p52,816168960,980.2247314453124,980.3526733398437
amqmydoj,fm_servo,fm,servo,0,i52/p52,820838400,980.0390625,980.3004048665365
amqmydoj,fm_servo,fm,servo,0,i52/p52,825753600,980.42041015625,980.2678955078125
amqmydoj,fm_servo,fm,servo,0,i52/p52,830423040,980.5626220703124,980.3170166015625
amqmydoj,fm_servo,fm,servo,0,i52/p52,835338240,980.557373046875,980.36083984375
amqmydoj,fm_servo,fm,servo,0,i52/p52,840007680,979.9873046875,980.298583984375
amqmydoj,fm_servo,fm,servo,0,i52/p52,844922880,979.8116455078124,980.26787109375
amqmydoj,fm_servo,fm,servo,0,i52/p52,849838080,978.8869018554688,979.9611694335938
amqmydoj,fm_servo,fm,servo,0,i52/p52,854507520,979.345703125,979.7177856445312
amqmydoj,fm_servo,fm,servo,0,i52/p52,859422720,980.2196655273438,979.650244140625
amqmydoj,fm_servo,fm,servo,0,i52/p52,864092160,979.032470703125,979.45927734375
amqmydoj,fm_servo,fm,servo,0,i52/p52,869007360,980.296875,979.5563232421875
amqmydoj,fm_servo,fm,servo,0,i52/p52,873676800,979.734375,979.5859985351562
amqmydoj,fm_servo,fm,servo,0,i52/p52,878592000,978.3943481445312,979.535546875
amqmydoj,fm_servo,fm,servo,0,i52/p52,883261440,977.3192749023438,979.1661682128906
amqmydoj,fm_servo,fm,servo,0,i52/p52,888176640,979.815185546875,979.11201171875
amqmydoj,fm_servo,fm,servo,0,i52/p52,892846080,980.0557250976562,979.269297281901
amqmydoj,fm_servo,fm,servo,0,i52/p52,897761280,980.2359619140624,979.1640991210937
amqmydoj,fm_servo,fm,servo,0,i52/p52,902430720,980.1516723632812,979.3286946614584
amqmydoj,fm_servo,fm,servo,0,i52/p52,907345920,980.2454833984376,980.1008056640625
amqmydoj,fm_servo,fm,servo,0,i52/p52,912015360,979.9827880859376,980.0811360677084
amqmydoj,fm_servo,fm,servo,0,i52/p52,916930560,980.34814453125,980.1928100585938
amqmydoj,fm_servo,fm,servo,0,i52/p52,921600000,979.9484252929688,980.1520792643229
amqmydoj,fm_servo,fm,servo,0,i52/p52,926515200,979.052734375,979.9155151367188
amqmydoj,fm_servo,fm,servo,0,i52/p52,931430400,980.38134765625,979.9426879882812
amqmydoj,fm_servo,fm,servo,0,i52/p52,936099840,980.6893310546876,980.0839965820312
amqmydoj,fm_servo,fm,servo,0,i52/p52,941015040,980.9017333984376,980.1947143554687
amqmydoj,fm_servo,fm,servo,0,i52/p52,945684480,980.9588623046876,980.3968017578125
amqmydoj,fm_servo,fm,servo,0,i52/p52,950599680,980.2333374023438,980.6329223632813
amqmydoj,fm_servo,fm,servo,0,i52/p52,955269120,980.4905395507812,980.6091918945312
amqmydoj,fm_servo,fm,servo,0,i52/p52,960184320,980.8189697265624,980.6806884765625
amqmydoj,fm_servo,fm,servo,0,i52/p52,964853760,980.50732421875,980.6517944335938
amqmydoj,fm_servo,fm,servo,0,i52/p52,969768960,977.432861328125,979.8966064453125
amqmydoj,fm_servo,fm,servo,0,i52/p52,974438400,979.9148559570312,979.899648030599
amqmydoj,fm_servo,fm,servo,0,i52/p52,979353600,979.9854736328124,979.7318969726563
amqmydoj,fm_servo,fm,servo,0,i52/p52,984023040,979.9666137695312,979.7710164388021
amqmydoj,fm_servo,fm,servo,0,i52/p52,988938240,979.7194213867188,979.4038452148437
amqmydoj,fm_servo,fm,servo,0,i52/p52,993607680,979.75732421875,979.4627583821615
amqmydoj,fm_servo,fm,servo,0,i52/p52,998522880,978.363525390625,979.5584716796875
emgexiis,fm_torque,fm,torque,0,i46/p46,4915200,222.35824584960935,
emgexiis,fm_torque,fm,torque,0,i46/p46,9830400,397.0880126953125,
emgexiis,fm_torque,fm,torque,0,i46/p46,14499840,529.032958984375,
emgexiis,fm_torque,fm,torque,0,i46/p46,19415040,662.3059692382812,
emgexiis,fm_torque,fm,torque,0,i46/p46,24084480,759.296630859375,514.0163635253906
emgexiis,fm_torque,fm,torque,0,i46/p46,28999680,791.86669921875,627.9180541992188
emgexiis,fm_torque,fm,torque,0,i46/p46,33669120,804.01416015625,657.2674051920573
emgexiis,fm_torque,fm,torque,0,i46/p46,38584320,815.8779296875,766.6722778320312
emgexiis,fm_torque,fm,torque,0,i46/p46,43253760,922.910888671875,792.7120463053385
emgexiis,fm_torque,fm,torque,0,i46/p46,48168960,924.3942260742188,851.8127807617187
emgexiis,fm_torque,fm,torque,0,i46/p46,52838400,935.7247314453124,865.798105875651
emgexiis,fm_torque,fm,torque,0,i46/p46,57753600,931.6485595703124,906.1112670898438
emgexiis,fm_torque,fm,torque,0,i46/p46,62423040,942.1180419921876,912.1123962402344
emgexiis,fm_torque,fm,torque,0,i46/p46,67338240,939.9968872070312,934.7764892578125
emgexiis,fm_torque,fm,torque,0,i46/p46,72007680,947.4660034179688,936.8914082845052
emgexiis,fm_torque,fm,torque,0,i46/p46,76922880,944.986083984375,941.243115234375
emgexiis,fm_torque,fm,torque,0,i46/p46,81838080,947.8278198242188,944.4789672851563
emgexiis,fm_torque,fm,torque,0,i46/p46,86507520,948.4017944335938,945.7357177734375
emgexiis,fm_torque,fm,torque,0,i46/p46,91422720,951.37548828125,948.0114379882813
emgexiis,fm_torque,fm,torque,0,i46/p46,96092160,953.19189453125,949.1566162109375
emgexiis,fm_torque,fm,torque,0,i46/p46,101007360,954.002685546875,950.9599365234375
emgexiis,fm_torque,fm,torque,0,i46/p46,105676800,957.53369140625,952.0555623372396
emgexiis,fm_torque,fm,torque,0,i46/p46,110592000,956.287109375,954.478173828125
emgexiis,fm_torque,fm,torque,0,i46/p46,115261440,958.9320678710938,955.2204895019531
emgexiis,fm_torque,fm,torque,0,i46/p46,120176640,960.1790771484376,957.3869262695313
emgexiis,fm_torque,fm,torque,0,i46/p46,124846080,956.994873046875,957.3215840657552
emgexiis,fm_torque,fm,torque,0,i46/p46,129761280,963.351318359375,959.1488891601563
emgexiis,fm_torque,fm,torque,0,i46/p46,134430720,961.22900390625,959.4955749511719
emgexiis,fm_torque,fm,torque,0,i46/p46,139345920,961.1792602539062,960.5867065429687
emgexiis,fm_torque,fm,torque,0,i46/p46,144015360,959.8118896484376,960.4575703938802
emgexiis,fm_torque,fm,torque,0,i46/p46,148930560,961.6265869140624,961.4396118164062
emgexiis,fm_torque,fm,torque,0,i46/p46,153600000,960.2843627929688,961.2470703125
emgexiis,fm_torque,fm,torque,0,i46/p46,158515200,963.1242065429688,961.2052612304688
emgexiis,fm_torque,fm,torque,0,i46/p46,163430400,961.7266235351562,961.3147338867187
emgexiis,fm_torque,fm,torque,0,i46/p46,168099840,963.7476806640624,962.1018920898438
emgexiis,fm_torque,fm,torque,0,i46/p46,173015040,963.1172485351562,962.4000244140625
emgexiis,fm_torque,fm,torque,0,i46/p46,177684480,962.9586181640624,962.9348754882812
emgexiis,fm_torque,fm,torque,0,i46/p46,182599680,963.6505126953124,963.04013671875
emgexiis,fm_torque,fm,torque,0,i46/p46,187269120,965.3302612304688,963.4218241373698
emgexiis,fm_torque,fm,torque,0,i46/p46,192184320,965.49267578125,964.10986328125
emgexiis,fm_torque,fm,torque,0,i46/p46,196853760,966.222412109375,964.4619547526041
emgexiis,fm_torque,fm,torque,0,i46/p46,201768960,967.656982421875,965.6705688476562
emgexiis,fm_torque,fm,torque,0,i46/p46,206438400,967.8153076171876,966.0280253092448
emgexiis,fm_torque,fm,torque,0,i46/p46,211353600,968.6394653320312,967.1653686523438
emgexiis,fm_torque,fm,torque,0,i46/p46,216023040,968.52490234375,967.3919576009115
emgexiis,fm_torque,fm,torque,0,i46/p46,220938240,969.446533203125,968.4166381835937
emgexiis,fm_torque,fm,torque,0,i46/p46,225607680,968.1201782226562,968.3672281901041
emgexiis,fm_torque,fm,torque,0,i46/p46,230522880,970.1849365234376,968.983203125
emgexiis,fm_torque,fm,torque,0,i46/p46,235438080,966.5518798828124,968.5656860351562
emgexiis,fm_torque,fm,torque,0,i46/p46,240107520,969.9810791015624,968.8569213867188
emgexiis,fm_torque,fm,torque,0,i46/p46,245022720,969.8882446289062,968.945263671875
emgexiis,fm_torque,fm,torque,0,i46/p46,249692160,970.62353515625,969.4459350585937
emgexiis,fm_torque,fm,torque,0,i46/p46,254607360,971.4578857421876,969.7005249023438
emgexiis,fm_torque,fm,torque,0,i46/p46,259276800,971.7393798828124,970.0403340657552
emgexiis,fm_torque,fm,torque,0,i46/p46,264192000,972.154541015625,971.1727172851563
emgexiis,fm_torque,fm,torque,0,i46/p46,268861440,972.181640625,971.3408711751302
emgexiis,fm_torque,fm,torque,0,i46/p46,273776640,972.94384765625,972.095458984375
emgexiis,fm_torque,fm,torque,0,i46/p46,278446080,972.54833984375,972.1709391276041
emgexiis,fm_torque,fm,torque,0,i46/p46,283361280,973.0798950195312,972.5816528320313
emgexiis,fm_torque,fm,torque,0,i46/p46,288030720,973.507568359375,972.7359720865885
emgexiis,fm_torque,fm,torque,0,i46/p46,292945920,973.5164794921876,973.1192260742188
emgexiis,fm_torque,fm,torque,0,i46/p46,297615360,973.5462646484376,973.1903991699219
emgexiis,fm_torque,fm,torque,0,i46/p46,302530560,974.0321655273438,973.536474609375
emgexiis,fm_torque,fm,torque,0,i46/p46,307200000,973.5278930664062,973.5350443522135
emgexiis,fm_torque,fm,torque,0,i46/p46,312115200,973.35986328125,973.596533203125
emgexiis,fm_torque,fm,torque,0,i46/p46,317030400,973.2276611328124,973.53876953125
emgexiis,fm_torque,fm,torque,0,i46/p46,321699840,973.529541015625,973.5354248046875
emgexiis,fm_torque,fm,torque,0,i46/p46,326615040,974.1258544921876,973.5541625976563
emgexiis,fm_torque,fm,torque,0,i46/p46,331284480,972.66015625,973.380615234375
emgexiis,fm_torque,fm,torque,0,i46/p46,336199680,974.5208740234376,973.6128173828125
emgexiis,fm_torque,fm,torque,0,i46/p46,340869120,974.737548828125,973.8002726236979
emgexiis,fm_torque,fm,torque,0,i46/p46,345784320,974.8848876953124,974.1858642578125
emgexiis,fm_torque,fm,torque,0,i46/p46,350453760,974.949462890625,974.3131306966146
emgexiis,fm_torque,fm,torque,0,i46/p46,355368960,974.9259643554688,974.8037475585937
emgexiis,fm_torque,fm,torque,0,i46/p46,360038400,975.374755859375,974.898915608724
emgexiis,fm_torque,fm,torque,0,i46/p46,364953600,975.6498413085938,975.156982421875
emgexiis,fm_torque,fm,torque,0,i46/p46,369623040,976.1054077148438,975.3150533040365
emgexiis,fm_torque,fm,torque,0,i46/p46,374538240,976.396484375,975.6904907226562
emgexiis,fm_torque,fm,torque,0,i46/p46,379207680,975.9033813476562,975.7259724934896
emgexiis,fm_torque,fm,torque,0,i46/p46,384122880,976.5963134765624,976.1302856445312
emgexiis,fm_torque,fm,torque,0,i46/p46,389038080,976.604736328125,976.3212646484375
emgexiis,fm_torque,fm,torque,0,i46/p46,393707520,976.8179931640624,976.4637817382812
emgexiis,fm_torque,fm,torque,0,i46/p46,398622720,976.9285278320312,976.5701904296875
emgexiis,fm_torque,fm,torque,0,i46/p46,403292160,977.8970336914062,976.9689208984375
emgexiis,fm_torque,fm,torque,0,i46/p46,408207360,977.8057861328124,977.2108154296875
emgexiis,fm_torque,fm,torque,0,i46/p46,412876800,977.377197265625,977.2385457356771
emgexiis,fm_torque,fm,torque,0,i46/p46,417792000,978.310302734375,977.66376953125
emgexiis,fm_torque,fm,torque,0,i46/p46,422461440,977.65673828125,977.66259765625
emgexiis,fm_torque,fm,torque,0,i46/p46,427376640,977.62109375,977.7542236328125
emgexiis,fm_torque,fm,torque,0,i46/p46,432046080,970.9371948242188,976.6180521647135
emgexiis,fm_torque,fm,torque,0,i46/p46,436961280,977.434814453125,976.3920288085938
emgexiis,fm_torque,fm,torque,0,i46/p46,441630720,977.7642211914062,976.6207275390625
emgexiis,fm_torque,fm,torque,0,i46/p46,446545920,977.3170776367188,976.2148803710937
emgexiis,fm_torque,fm,torque,0,i46/p46,451215360,978.097900390625,976.5287170410156
emgexiis,fm_torque,fm,torque,0,i46/p46,456130560,978.0260009765624,977.7280029296875
emgexiis,fm_torque,fm,torque,0,i46/p46,460800000,977.490478515625,977.6884155273438
