condition,network,actuator,task,wandb_id,wandb_name,created_at,git_commit,nnx_ppo_commit,vnl_experiments_dirty,gpu,requeued,budget,delay,efference_length,seed,ppo_seed,seed_pair,actual_step,ctrl_dt,servo_kp,servo_center,eval_every_steps,reward_source,reward_last_point,kp_right_hip,settling_right_hip,dead_right_hip,kp_right_knee,settling_right_knee,dead_right_knee,kp_right_ankle,settling_right_ankle,dead_right_ankle,kp_left_hip,settling_left_hip,dead_left_hip,kp_left_knee,settling_left_knee,dead_left_knee,kp_left_ankle,settling_left_ankle,dead_left_ankle,reward_final,reward_final_n,reward_max,late_gain,curve_points,curve_max_step,eval_spacing_median,eval_spacing_tail,smooth_max,grid_points,solved_800,steps_to_800,solved_900,steps_to_900,solved_950,steps_to_950,steps_to_900_native
fm_torque,fm,torque,WalkerWalk,q0hmxbcn,WalkerWalk_FlatForwardModel_delay15_eff15-20260914-121245,2026-09-14T16:12:55Z,9e216aee027f43dcd7a40157e9cad7e727a9c3e2,531427933bbca8a1558974319720c55b32659a76,True,NVIDIA H200,False,1000000000,15,15,46,46,i46/p46,1000243200.0,0.025,0.0,,600000,dmc_eval,960.6697998046876,,,,,,,,,,,,,,,,,,,962.6151370093936,84,964.7149658203124,-0.09228152320497429,1667,1000243200,491520,491520,963.30341796875,208,True,177684480.0,True,192184320.0,True,273776640.0,180142080.0
mlp_servo,mlp,servo,WalkerWalk,2tsvggal,WalkerWalk_DelayedMLP_delay15_eff15_kp64-20260918-100601,2026-09-18T14:06:21Z,7bedb5cc4b735c7c93790c39113e7cb6295039d2,531427933bbca8a1558974319720c55b32659a76,False,NVIDIA A100-SXM4-80GB,False,1000000000,15,15,51,51,i51/p51,1000243200.0,0.025,64.0,range,4800000,dmc_eval,861.0054931640625,6111.549814728782,0.09782769176055968,0.0,2444.6199258915126,0.07241513211906261,0.0,1629.7466172610084,0.017580115420940325,0.0,6111.549814728782,0.09782769176055968,0.0,2444.6199258915126,0.07241513211906261,0.0,1629.7466172610084,0.017580115420940325,0.0,859.0995150479404,11,861.1870727539062,3.131541859019876,208,998522880,4915200,4915200,859.2650390625,208,True,384122880.0,False,,False,,
mlp_torque,mlp,torque,WalkerWalk,d8tw15kf,WalkerWalk_DelayedMLP_delay15_eff15-20260914-121245,2026-09-14T16:12:55Z,9e216aee027f43dcd7a40157e9cad7e727a9c3e2,531427933bbca8a1558974319720c55b32659a76,True,NVIDIA H200,False,1000000000,15,15,46,46,i46/p46,1000243200.0,0.025,0.0,,600000,dmc_eval,756.0785522460938,,,,,,,,,,,,,,,,,,,748.7273966471354,84,756.0785522460938,7.477284022739923,1667,1000243200,491520,491520,750.655859375,208,False,,False,,False,,
fm_servo,fm,servo,WalkerWalk,k5l7mea8,WalkerWalk_FlatForwardModel_delay20_eff20_kp64-20260918-100601,2026-09-18T14:06:21Z,7bedb5cc4b735c7c93790c39113e7cb6295039d2,531427933bbca8a1558974319720c55b32659a76,False,NVIDIA A100-SXM4-80GB,False,1000000000,20,20,51,51,i51/p51,1000243200.0,0.025,64.0,range,4800000,dmc_eval,962.9427490234376,6111.549814728782,0.09782769176055968,0.0,2444.6199258915126,0.07241513211906261,0.0,1629.7466172610084,0.017580115420940325,0.0,6111.549814728782,0.09782769176055968,0.0,2444.6199258915126,0.07241513211906261,0.0,1629.7466172610084,0.017580115420940325,0.0,961.9376609108665,11,963.6932373046876,-0.25949928977274794,208,998522880,4915200,4915200,962.7730102539062,208,True,259276800.0,True,360038400.0,True,384122880.0,355368960.0
fm_torque,fm,torque,WalkerWalk,gqmlj9v3,WalkerWalk_FlatForwardModel_delay20_eff20-20260911-101245,2026-09-11T14:12:57Z,9e216aee027f43dcd7a40157e9cad7e727a9c3e2,531427933bbca8a1558974319720c55b32659a76,True,NVIDIA H200,False,1000000000,20,20,43,12345,i43/p12345,1000243200.0,0.025,0.0,,600000,dmc_eval,958.6516723632812,,,,,,,,,,,,,,,,,,,959.3944949195499,84,961.5224609375,0.7022356305803896,1667,1000243200,491520,491520,959.442372639974,208,True,187269120.0,True,211353600.0,True,393707520.0,201768960.0
fm_torque,fm,torque,WalkerWalk,q6qw38i6,WalkerWalk_FlatForwardModel_delay20_eff20-20260914-121245,2026-09-14T16:12:55Z,9e216aee027f43dcd7a40157e9cad7e727a9c3e2,531427933bbca8a1558974319720c55b32659a76,True,NVIDIA H200,False,1000000000,20,20,46,46,i46/p46,1000243200.0,0.025,0.0,,600000,dmc_eval,946.117919921875,,,,,,,,,,,,,,,,,,,946.0467413039435,84,949.08203125,1.278007144019739,1667,1000243200,491520,491520,947.4125610351563,208,True,326615040.0,True,384122880.0,False,,376258560.0
mlp_servo,mlp,servo,WalkerWalk,w64cnoaq,WalkerWalk_DelayedMLP_delay20_eff20_kp64-20260918-100601,2026-09-18T14:06:21Z,7bedb5cc4b735c7c93790c39113e7cb6295039d2,531427933bbca8a1558974319720c55b32659a76,False,NVIDIA A100-SXM4-80GB,False,1000000000,20,20,51,51,i51/p51,1000243200.0,0.025,64.0,range,4800000,dmc_eval,810.20361328125,6111.549814728782,0.09782769176055968,0.0,2444.6199258915126,0.07241513211906261,0.0,1629.7466172610084,0.017580115420940325,0.0,6111.549814728782,0.09782769176055968,0.0,2444.6199258915126,0.07241513211906261,0.0,1629.7466172610084,0.017580115420940325,0.0,812.0072076970881,11,815.2432861328125,6.429243607954618,208,998522880,4915200,4915200,812.8551635742188,208,True,820838400.0,False,,False,,
mlp_torque,mlp,torque,WalkerWalk,wb3qdz5g,WalkerWalk_DelayedMLP_delay20_eff20-20260911-063618,2026-09-11T10:36:38Z,f9c8960df44b196f8a6cb9f5ec2b49780d9ab360,1725d2009c78a18a8b5bc9e8e236800c5320e966,False,NVIDIA A100-SXM4-80GB,False,1000000000,20,20,43,12345,i43/p12345,1000243200.0,0.025,0.0,,600000,dmc_eval,605.00537109375,,,,,,,,,,,,,,,,,,,598.7582172212146,84,606.5552978515625,13.791470482235809,1667,1000243200,491520,491520,600.421435546875,208,False,,False,,False,,
mlp_torque,mlp,torque,WalkerWalk,qvvivhpj,WalkerWalk_DelayedMLP_delay20_eff20-20260914-121245,2026-09-14T16:12:55Z,9e216aee027f43dcd7a40157e9cad7e727a9c3e2,531427933bbca8a1558974319720c55b32659a76,True,NVIDIA H200,False,1000000000,20,20,46,46,i46/p46,1000243200.0,0.025,0.0,,600000,dmc_eval,555.2194213867188,,,,,,,,,,,,,,,,,,,555.3578701927548,84,560.8961181640625,1.841348557245169,1667,1000243200,491520,491520,558.0982299804688,208,False,,False,,False,,
fm_servo,fm,servo,WalkerWalk,k9utqdv5,WalkerWalk_FlatForwardModel_delay25_eff25_kp64-20260921-080517,2026-09-21T12:05:25Z,7bedb5cc4b735c7c93790c39113e7cb6295039d2,531427933bbca8a1558974319720c55b32659a76,True,NVIDIA A100-SXM4-80GB,False,1000000000,25,25,52,52,i52/p52,1000243200.0,0.025,64.0,range,4800000,dmc_eval,956.7719116210938,6111.549814728782,0.09782769176055968,0.0,2444.6199258915126,0.07241513211906261,0.0,1629.7466172610084,0.017580115420940325,0.0,6111.549814728782,0.09782769176055968,0.0,2444.6199258915126,0.07241513211906261,0.0,1629.7466172610084,0.017580115420940325,0.0,956.1252552379261,11,960.7967529296876,-1.489346590909122,208,998522880,4915200,4915200,958.8234252929688,208,True,283361280.0,True,825753600.0,True,844922880.0,825753600.0
fm_torque,fm,torque,WalkerWalk,b3n2s2e8,WalkerWalk_FlatForwardModel_delay25_eff25-20260911-100818,2026-09-11T14:08:31Z,9e216aee027f43dcd7a40157e9cad7e727a9c3e2,531427933bbca8a1558974319720c55b32659a76,True,NVIDIA A100-SXM4-80GB,False,1000000000,25,25,43,12345,i43/p12345,1000243200.0,0.025,0.0,,600000,dmc_eval,751.5640869140625,,,,,,,,,,,,,,,,,,,754.7800728934152,84,759.762939453125,2.362945556640625,1667,1000243200,491520,491520,756.8357299804687,208,False,,False,,False,,
fm_torque,fm,torque,WalkerWalk,ux5zpb3v,WalkerWalk_FlatForwardModel_delay25_eff25-20260914-121245,2026-09-14T16:12:55Z,9e216aee027f43dcd7a40157e9cad7e727a9c3e2,531427933bbca8a1558974319720c55b32659a76,True,NVIDIA H200,False,1000000000,25,25,46,46,i46/p46,1000243200.0,0.025,0.0,,600000,dmc_eval,944.98486328125,,,,,,,,,,,,,,,,,,,946.139171781994,84,949.8090209960938,0.32517714727487146,1667,1000243200,491520,491520,947.2438354492188,208,True,456130560.0,True,518553600.0,False,,503562240.0
mlp_torque,mlp,torque,WalkerWalk,klx83qee,WalkerWalk_DelayedMLP_delay25_eff25-20260911-065658,2026-09-11T10:57:10Z,f9c8960df44b196f8a6cb9f5ec2b49780d9ab360,1725d2009c78a18a8b5bc9e8e236800c5320e966,True,NVIDIA A100-SXM4-80GB,False,1000000000,25,25,43,12345,i43/p12345,1000243200.0,0.025,0.0,,600000,dmc_eval,587.27978515625,,,,,,,,,,,,,,,,,,,582.0867709205264,84,588.460693359375,10.233120872860923,1667,1000243200,491520,491520,582.46015625,208,False,,False,,False,,
mlp_torque,mlp,torque,WalkerWalk,vl2lu8ge,WalkerWalk_DelayedMLP_delay25_eff25-20260914-121245,2026-09-14T16:12:55Z,9e216aee027f43dcd7a40157e9cad7e727a9c3e2,531427933bbca8a1558974319720c55b32659a76,True,NVIDIA H200,False,1000000000,25,25,46,46,i46/p46,1000243200.0,0.025,0.0,,600000,dmc_eval,518.2993774414062,,,,,,,,,,,,,,,,,,,515.4627235049293,84,520.1138305664062,16.575214930943048,1667,1000243200,491520,491520,516.1258544921875,208,False,,False,,False,,
