condition,wandb_id,wandb_name,created_at,state
fm_servo,a4kxw78h,WalkerWalk_FlatForwardModel_delay12_eff12_kp64-20260921-080517,2026-09-21T12:05:25Z,finished
fm_servo,amqmydoj,WalkerWalk_FlatForwardModel_delay0_eff0_kp64-20260921-080517,2026-09-21T12:05:24Z,finished
fm_servo,e6evai67,WalkerWalk_FlatForwardModel_delay15_eff15_kp64-20260918-100601,2026-09-18T14:06:21Z,finished
fm_servo,eyt2vhzu,WalkerWalk_FlatForwardModel_delay5_eff5_kp64-20260919-144153,2026-09-19T18:42:27Z,finished
fm_servo,f3hghsrn,WalkerWalk_FlatForwardModel_delay3_eff3_kp64-job47479034,2026-09-21T14:11:50Z,finished
fm_servo,k5l7mea8,WalkerWalk_FlatForwardModel_delay20_eff20_kp64-20260918-100601,2026-09-18T14:06:21Z,finished
fm_servo,k9utqdv5,WalkerWalk_FlatForwardModel_delay25_eff25_kp64-20260921-080517,2026-09-21T12:05:25Z,finished
fm_servo,pp2cl4vc,WalkerWalk_FlatForwardModel_delay5_eff5_kp64-job47228185,2026-09-20T09:25:21Z,finished
fm_servo,qgxl1rcr,WalkerWalk_FlatForwardModel_delay7_eff7_kp64-20260919-144153,2026-09-19T18:42:27Z,finished
fm_servo,r5ssslra,WalkerWalk_FlatForwardModel_delay10_eff10_kp64-20260918-100601,2026-09-18T14:06:21Z,finished
fm_servo,w2bw0kgb,WalkerWalk_FlatForwardModel_delay5_eff5_kp64-20260918-100601,2026-09-18T14:06:21Z,finished
fm_servo,wn13hi92,WalkerWalk_FlatForwardModel_delay2_eff2_kp64-job47228202,2026-09-20T09:25:21Z,finished
fm_torque,6y9r8lq5,WalkerWalk_FlatForwardModel_delay12_eff12-job46638568,2026-09-15T21:37:14Z,finished
fm_torque,74x88k4g,WalkerWalk_FlatForwardModel_delay5_eff5-job46843536,2026-09-17T13:57:56Z,finished
fm_torque,b3n2s2e8,WalkerWalk_FlatForwardModel_delay25_eff25-20260911-100818,2026-09-11T14:08:31Z,finished
fm_torque,bd4lkp3s,WalkerWalk_FlatForwardModel_delay7_eff7-job46843564,2026-09-17T13:46:07Z,finished
fm_torque,emgexiis,WalkerWalk_FlatForwardModel_delay0_eff0-20260914-121245,2026-09-14T16:12:55Z,finished
fm_torque,gqmlj9v3,WalkerWalk_FlatForwardModel_delay20_eff20-20260911-101245,2026-09-11T14:12:57Z,finished
fm_torque,hy37byf0,WalkerWalk_FlatForwardModel_delay5_eff5-20260915-102444,2026-09-15T14:24:55Z,finished
fm_torque,iaocswhq,WalkerWalk_FlatForwardModel_delay7_eff7-20260915-101426,2026-09-15T14:14:46Z,finished
fm_torque,jkl1pbwo,WalkerWalk_FlatForwardModel_delay10_eff10-20260914-121245,2026-09-14T16:12:55Z,finished
fm_torque,kcni24rk,WalkerWalk_FlatForwardModel_delay3_eff3-job46843484,2026-09-17T13:57:56Z,finished
fm_torque,kv9n0wke,WalkerWalk_FlatForwardModel_delay10_eff10-20260911-101245,2026-09-11T14:12:57Z,finished
fm_torque,nhw49shh,WalkerWalk_FlatForwardModel_delay3_eff3-job46638288,2026-09-15T21:17:53Z,finished
fm_torque,q0hmxbcn,WalkerWalk_FlatForwardModel_delay15_eff15-20260914-121245,2026-09-14T16:12:55Z,finished
fm_torque,q6qw38i6,WalkerWalk_FlatForwardModel_delay20_eff20-20260914-121245,2026-09-14T16:12:55Z,finished
fm_torque,tuak796l,WalkerWalk_FlatForwardModel_delay12_eff12-20260915-101426,2026-09-15T14:14:46Z,finished
fm_torque,ux5zpb3v,WalkerWalk_FlatForwardModel_delay25_eff25-20260914-121245,2026-09-14T16:12:55Z,finished
fm_torque,vfit78z0,WalkerWalk_FlatForwardModel_delay7_eff7-20260915-151939,2026-09-15T19:19:49Z,finished
fm_torque,w8ci6g6o,WalkerWalk_FlatForwardModel_delay2_eff2-job46843460,2026-09-17T14:00:23Z,finished
mlp_servo,0cgzvb0e,WalkerWalk_DelayedMLP_delay0_eff0_kp64-job47228289,2026-09-20T09:25:21Z,finished
mlp_servo,0ur1lcrh,WalkerWalk_DelayedMLP_delay12_eff12_kp64-20260921-080517,2026-09-21T12:05:24Z,finished
mlp_servo,1qp6or3g,WalkerWalk_DelayedMLP_delay2_eff2_kp64-job47228228,2026-09-20T09:25:21Z,finished
mlp_servo,2tsvggal,WalkerWalk_DelayedMLP_delay15_eff15_kp64-20260918-100601,2026-09-18T14:06:21Z,finished
mlp_servo,42cs45jp,WalkerWalk_DelayedMLP_delay7_eff7_kp64-20260921-080518,2026-09-21T12:05:24Z,finished
mlp_servo,6a803fzx,WalkerWalk_DelayedMLP_delay10_eff10_kp64-20260918-100601,2026-09-18T14:06:21Z,finished
mlp_servo,77cze007,WalkerWalk_DelayedMLP_delay7_eff7_kp64-20260919-144153,2026-09-19T18:42:27Z,finished
mlp_servo,czd9cd32,WalkerWalk_DelayedMLP_delay0_eff0_kp64-20260919-144153,2026-09-19T18:42:27Z,finished
mlp_servo,jezwhgs9,WalkerWalk_DelayedMLP_delay2_eff2_kp64-20260921-080518,2026-09-21T12:05:24Z,finished
mlp_servo,lqyrrczf,WalkerWalk_DelayedMLP_delay12_eff12_kp64-20260921-080518,2026-09-21T12:05:24Z,finished
mlp_servo,n4sd91z1,WalkerWalk_DelayedMLP_delay10_eff10_kp64-20260921-080518,2026-09-21T12:05:24Z,finished
mlp_servo,rzpjxoc0,WalkerWalk_DelayedMLP_delay5_eff5_kp64-20260919-144153,2026-09-19T18:42:27Z,finished
mlp_servo,sdacvrru,WalkerWalk_DelayedMLP_delay5_eff5_kp64-job47228268,2026-09-20T09:25:21Z,finished
mlp_servo,sueevgls,WalkerWalk_DelayedMLP_delay5_eff5_kp64-20260918-100601,2026-09-18T14:06:21Z,finished
mlp_servo,w64cnoaq,WalkerWalk_DelayedMLP_delay20_eff20_kp64-20260918-100601,2026-09-18T14:06:21Z,finished
mlp_torque,5g1mpu8o,WalkerWalk_DelayedMLP_delay3_eff3-job46843247,2026-09-17T13:57:56Z,finished
mlp_torque,8f8cupv6,WalkerWalk_DelayedMLP_delay2_eff2-job46843227,2026-09-17T13:57:56Z,finished
mlp_torque,8yg1tuyy,WalkerWalk_DelayedMLP_delay5_eff5-20260914-121245,2026-09-14T16:12:55Z,finished
mlp_torque,biin3y95,WalkerWalk_DelayedMLP_delay10_eff10-job46843349,2026-09-17T13:57:56Z,finished
mlp_torque,d8tw15kf,WalkerWalk_DelayedMLP_delay15_eff15-20260914-121245,2026-09-14T16:12:55Z,finished
mlp_torque,e9e1text,WalkerWalk_DelayedMLP_delay10_eff10-20260914-121245,2026-09-14T16:12:55Z,finished
mlp_torque,gb3pmwxr,WalkerWalk_DelayedMLP_delay3_eff3-job46619071,2026-09-15T15:41:39Z,finished
mlp_torque,jp5jehho,WalkerWalk_DelayedMLP_delay0_eff0-20260914-121245,2026-09-14T16:12:55Z,finished
mlp_torque,klx83qee,WalkerWalk_DelayedMLP_delay25_eff25-20260911-065658,2026-09-11T10:57:10Z,finished
mlp_torque,ljbl8xs7,WalkerWalk_DelayedMLP_delay12_eff12-20260915-101426,2026-09-15T14:14:46Z,finished
mlp_torque,lrrbnmz9,WalkerWalk_DelayedMLP_delay10_eff10-20260911-063618,2026-09-11T10:36:38Z,finished
mlp_torque,qcny1iui,WalkerWalk_DelayedMLP_delay7_eff7-job46843298,2026-09-17T13:57:56Z,finished
mlp_torque,qt2rwbr3,WalkerWalk_DelayedMLP_delay5_eff5-20260911-095529,2026-09-11T13:55:52Z,finished
mlp_torque,qvvivhpj,WalkerWalk_DelayedMLP_delay20_eff20-20260914-121245,2026-09-14T16:12:55Z,finished
