condition,arm,min_std,wandb_id,wandb_name,state,delay_k,git_commit,action_noise,spec_id,dataset,have_artifact,checkpoint_step,record_action_noise,walker_xml,n_clips,n_steps,episode_reward,episode_reward_std,lifespan_steps,lifespan_s,survived,reward_per_step,hazard_rate,fm_pred_mse,term_root_too_far,term_root_too_rotated,term_pose_error,term_nan_termination,joint_l2_error,root_pos_distance,body_errors_total
encdec,encdec,0.1,8j703ofi,RodentEncDec_delay25_eff25-20260811-083832,failed,25,ef060b73,0.25,eval3ds-n25-da25f356,train,True,600064000,0.25,rodent_no_tail_collisions.xml,673,502,37.824192300771,18.006594291080532,17.58692421991085,0.1758692421991085,0.0,2.150699680501764,0.05686042581953362,,0.6433878157503715,0.4264487369985141,0.0,0.0,1.609423240119873,0.05385358144306419,0.1662986573821338
encdec,encdec,0.1,2fiwhyiz,RodentEncDec_delay30_eff30-20260811-084029,failed,30,ef060b73,0.0,eval3ds-n00-6a6b8d4e,new_eval,True,600064000,0.0,rodent_no_tail_collisions.xml,32,3002,2690.941180706024,2387.0951603094113,835.96875,8.3596875,0.0,3.218949489087988,0.0011962169638518186,,0.59375,0.375,0.03125,0.0,1.9336397447614853,0.02406730725235481,0.1575428001320156
encdec,encdec,0.1,2fiwhyiz,RodentEncDec_delay30_eff30-20260811-084029,failed,30,ef060b73,0.0,eval3ds-n00-6a6b8d4e,old_eval,True,600064000,0.0,rodent_no_tail_collisions.xml,169,502,1056.8954420371874,614.8201517033219,320.4556213017751,3.2045562130177516,0.40828402366863903,3.298102363577833,0.0018464833724172315,,0.46745562130177515,0.1301775147928994,0.0,0.0,1.9169588430369682,0.02716577698869033,0.17728986165955352
encdec,encdec,0.1,2fiwhyiz,RodentEncDec_delay30_eff30-20260811-084029,failed,30,ef060b73,0.0,eval3ds-n00-6a6b8d4e,train,True,600064000,0.0,rodent_no_tail_collisions.xml,673,502,1161.0757149842307,613.0172623296212,344.554234769688,3.4455423476968803,0.5022288261515602,3.369790871269755,0.001444681630980874,,0.413075780089153,0.09212481426448738,0.0,0.0,1.9420109005566986,0.024611599164807454,0.16275532085025884
encdec,encdec,0.1,2fiwhyiz,RodentEncDec_delay30_eff30-20260811-084029,failed,30,ef060b73,0.02,eval3ds-n02-a4e0be11,new_eval,True,600064000,0.02,rodent_no_tail_collisions.xml,32,3002,1718.5106449127197,1517.1369862107058,538.78125,5.3878125,0.0,3.18962592872844,0.0018560408328983239,,0.53125,0.40625,0.0625,0.0,1.8082676062202139,0.024345726094313246,0.1570253950005658
encdec,encdec,0.1,2fiwhyiz,RodentEncDec_delay30_eff30-20260811-084029,failed,30,ef060b73,0.02,eval3ds-n02-a4e0be11,old_eval,True,600064000,0.02,rodent_no_tail_collisions.xml,169,502,929.4354085075785,557.0626633691367,304.1834319526627,3.0418343195266266,0.3727810650887574,3.055509639500083,0.002061975995486996,,0.4437869822485207,0.1893491124260355,0.0,0.0,1.89483014349291,0.028693163123758875,0.18680259302295626
encdec,encdec,0.1,2fiwhyiz,RodentEncDec_delay30_eff30-20260811-084029,failed,30,ef060b73,0.02,eval3ds-n02-a4e0be11,train,True,600064000,0.02,rodent_no_tail_collisions.xml,673,502,1020.4229355878674,569.1732144456178,323.61961367013373,3.2361961367013374,0.44725111441307575,3.153155409881884,0.0017080203493177102,,0.4175334323922734,0.14561664190193166,0.0,0.0,1.9062821108245838,0.027240148283012515,0.17933229401179202
encdec,encdec,0.1,2fiwhyiz,RodentEncDec_delay30_eff30-20260811-084029,failed,30,ef060b73,0.05,eval3ds-n05-7c60cd50,new_eval,True,600064000,0.05,rodent_no_tail_collisions.xml,32,3002,595.4917185306549,473.5165169956781,221.96875,2.2196875,0.0,2.6827727710799603,0.004505138673799803,,0.375,0.625,0.03125,0.0,1.688613073005648,0.029032909470430496,0.1843628475403209
encdec,encdec,0.1,2fiwhyiz,RodentEncDec_delay30_eff30-20260811-084029,failed,30,ef060b73,0.05,eval3ds-n05-7c60cd50,old_eval,True,600064000,0.05,rodent_no_tail_collisions.xml,169,502,441.041074154645,342.00796021202643,177.72189349112426,1.7772189349112428,0.14201183431952658,2.481636142238555,0.004827701015481938,,0.41420118343195267,0.44970414201183434,0.005917159763313609,0.0,1.7900387116062855,0.03521766989856691,0.21913951016824346
encdec,encdec,0.1,2fiwhyiz,RodentEncDec_delay30_eff30-20260811-084029,failed,30,ef060b73,0.05,eval3ds-n05-7c60cd50,train,True,600064000,0.05,rodent_no_tail_collisions.xml,673,502,453.3545459673628,351.380982044509,182.67161961367015,1.8267161961367016,0.16493313521545316,2.4818006591618147,0.004571409979013812,,0.4175334323922734,0.4323922734026746,0.0,0.0,1.785263317397467,0.034837442077608964,0.21756311768564074
encdec,encdec,0.1,2fiwhyiz,RodentEncDec_delay30_eff30-20260811-084029,failed,30,ef060b73,0.1,eval3ds-n10-2726ab9c,new_eval,True,600064000,0.1,rodent_no_tail_collisions.xml,32,3002,127.51075673103333,67.24079314356221,53.21875,0.5321875,0.0,2.395974289719945,0.018790369935408103,,0.3125,0.71875,0.0,0.0,1.5058457142668646,0.040093438749903745,0.16683287545694792
encdec,encdec,0.1,2fiwhyiz,RodentEncDec_delay30_eff30-20260811-084029,failed,30,ef060b73,0.1,eval3ds-n10-2726ab9c,old_eval,True,600064000,0.1,rodent_no_tail_collisions.xml,169,502,146.04295197887532,164.7242234247913,63.40828402366864,0.6340828402366864,0.029585798816568087,2.3032156480431065,0.01530421799178798,,0.4556213017751479,0.5266272189349113,0.0,0.0,1.6362033601071588,0.04181855838477133,0.19647725797439175
encdec,encdec,0.1,2fiwhyiz,RodentEncDec_delay30_eff30-20260811-084029,failed,30,ef060b73,0.1,eval3ds-n10-2726ab9c,train,True,600064000,0.1,rodent_no_tail_collisions.xml,673,502,135.83440810681097,135.10481804221925,57.704309063893014,0.5770430906389302,0.0208023774145617,2.3539733914222682,0.016969228788464016,,0.4234769687964339,0.5780089153046062,0.0,0.0,1.6505911946015372,0.04214049028632007,0.1965454460646638
encdec,encdec,0.1,2fiwhyiz,RodentEncDec_delay30_eff30-20260811-084029,failed,30,ef060b73,0.25,eval3ds-n25-da25f356,new_eval,True,600064000,0.25,rodent_no_tail_collisions.xml,32,3002,41.949487924575806,17.156724728571792,20.25,0.2025,0.0,2.071579650596336,0.04938271604938271,,0.4375,0.59375,0.0,0.0,1.5650866197406164,0.050881251235751906,0.15395756733877736
encdec,encdec,0.1,2fiwhyiz,RodentEncDec_delay30_eff30-20260811-084029,failed,30,ef060b73,0.25,eval3ds-n25-da25f356,old_eval,True,600064000,0.25,rodent_no_tail_collisions.xml,169,502,36.495693472010146,15.920789300946328,16.579881656804734,0.16579881656804735,0.0,2.2012034963489344,0.0603140613847252,,0.6627218934911243,0.4556213017751479,0.0,0.0,1.5967881018867736,0.05249977444431953,0.1626519198107804
encdec,encdec,0.1,2fiwhyiz,RodentEncDec_delay30_eff30-20260811-084029,failed,30,ef060b73,0.25,eval3ds-n25-da25f356,train,True,600064000,0.25,rodent_no_tail_collisions.xml,673,502,37.329139975877965,18.849609287822666,17.567607726597327,0.17567607726597326,0.0,2.124884648884874,0.056922946798612865,,0.6419019316493314,0.43684992570579495,0.0,0.0,1.629390335911721,0.05392708406228085,0.16654136991760937
encdec,encdec,0.1,g1eehkgv,RodentEncDec_delay40_eff40-20260811-084704,failed,40,ef060b73,0.0,eval3ds-n00-6a6b8d4e,new_eval,True,600064000,0.0,rodent_no_tail_collisions.xml,32,3002,2444.2315559387207,1872.5123374742313,855.40625,8.5540625,0.0,2.8573926785532846,0.0011690351806524677,,0.8125,0.1875,0.03125,0.0,2.5362021862061317,0.024658535721187383,0.184834398665392
encdec,encdec,0.1,g1eehkgv,RodentEncDec_delay40_eff40-20260811-084704,failed,40,ef060b73,0.0,eval3ds-n00-6a6b8d4e,old_eval,True,600064000,0.0,rodent_no_tail_collisions.xml,169,502,929.0144781078812,582.1267639095504,301.59763313609466,3.015976331360947,0.40828402366863903,3.0803109044581505,0.001961938395134393,,0.5029585798816568,0.08875739644970414,0.005917159763313609,0.0,2.086258908989756,0.028156873999962636,0.19184583613229364
encdec,encdec,0.1,g1eehkgv,RodentEncDec_delay40_eff40-20260811-084704,failed,40,ef060b73,0.0,eval3ds-n00-6a6b8d4e,train,True,600064000,0.0,rodent_no_tail_collisions.xml,673,502,1020.7550695796247,570.8530528357452,319.35809806835067,3.193580980683507,0.4413075780089153,3.1962711318538646,0.0017494230626070126,,0.4635958395245171,0.09658246656760773,0.0014858841010401188,0.0,2.138837192058378,0.025561624264629792,0.1757926518788063
encdec,encdec,0.1,g1eehkgv,RodentEncDec_delay40_eff40-20260811-084704,failed,40,ef060b73,0.02,eval3ds-n02-a4e0be11,new_eval,True,600064000,0.02,rodent_no_tail_collisions.xml,32,3002,1951.4067811965942,1524.633831952553,685.28125,6.8528125,0.0,2.8475998448762376,0.0014592548679830362,,0.75,0.21875,0.03125,0.0,2.401901407575924,0.025041286452417526,0.18099371640978262
encdec,encdec,0.1,g1eehkgv,RodentEncDec_delay40_eff40-20260811-084704,failed,40,ef060b73,0.02,eval3ds-n02-a4e0be11,old_eval,True,600064000,0.02,rodent_no_tail_collisions.xml,169,502,835.2292636668188,522.367554779749,289.5147928994083,2.8951479289940827,0.3727810650887574,2.8849277624201353,0.0021664486592544146,,0.47337278106508873,0.14792899408284024,0.005917159763313609,0.0,2.0517165461720372,0.029763566421841865,0.20538159798357217
encdec,encdec,0.1,g1eehkgv,RodentEncDec_delay40_eff40-20260811-084704,failed,40,ef060b73,0.02,eval3ds-n02-a4e0be11,train,True,600064000,0.02,rodent_no_tail_collisions.xml,673,502,914.371908553465,530.4922366386504,305.48291233283805,3.0548291233283806,0.41753343239227336,2.993201490619592,0.0019067075246850529,,0.46656760772659733,0.1188707280832095,0.004457652303120356,0.0,2.0936599150939132,0.027867374842050784,0.19055488452993263
encdec,encdec,0.1,g1eehkgv,RodentEncDec_delay40_eff40-20260811-084704,failed,40,ef060b73,0.05,eval3ds-n05-7c60cd50,new_eval,True,600064000,0.05,rodent_no_tail_collisions.xml,32,3002,738.5389182567596,512.8853813644203,318.9375,3.189375,0.0,2.3156227105836087,0.0031354105428179502,,0.40625,0.59375,0.0,0.0,2.1096201662423972,0.03387818445647675,0.21838500436951308
encdec,encdec,0.1,g1eehkgv,RodentEncDec_delay40_eff40-20260811-084704,failed,40,ef060b73,0.05,eval3ds-n05-7c60cd50,old_eval,True,600064000,0.05,rodent_no_tail_collisions.xml,169,502,490.53742470825915,381.64724911422724,204.15384615384616,2.0415384615384613,0.21893491124260356,2.4027831654888354,0.003825865167236682,,0.4260355029585799,0.378698224852071,0.0,0.0,1.90341117568793,0.03635333519610539,0.22939778680109757
encdec,encdec,0.1,g1eehkgv,RodentEncDec_delay40_eff40-20260811-084704,failed,40,ef060b73,0.05,eval3ds-n05-7c60cd50,train,True,600064000,0.05,rodent_no_tail_collisions.xml,673,502,489.9752275486758,368.2396013635124,198.19762258543832,1.9819762258543832,0.19167904903417532,2.4721549186971656,0.00407835846071956,,0.4427934621099554,0.3818722139673105,0.0029717682020802376,0.0,1.9355870092474334,0.034476605818355016,0.22726919591131198
encdec,encdec,0.1,g1eehkgv,RodentEncDec_delay40_eff40-20260811-084704,failed,40,ef060b73,0.1,eval3ds-n10-2726ab9c,new_eval,True,600064000,0.1,rodent_no_tail_collisions.xml,32,3002,196.13996648788452,286.5049528488035,82.09375,0.8209375000000001,0.0,2.389219233959766,0.01218119527978683,,0.3125,0.78125,0.0,0.0,1.5950375146159816,0.037705177790347946,0.1760658900970783
encdec,encdec,0.1,g1eehkgv,RodentEncDec_delay40_eff40-20260811-084704,failed,40,ef060b73,0.1,eval3ds-n10-2726ab9c,old_eval,True,600064000,0.1,rodent_no_tail_collisions.xml,169,502,129.67194237793692,113.45689997118451,54.06508875739645,0.5406508875739645,0.00591715976331364,2.398441311357266,0.018386779030316294,,0.47928994082840237,0.5384615384615384,0.0,0.0,1.6267262505814355,0.04147931004760462,0.19553285052183617
encdec,encdec,0.1,g1eehkgv,RodentEncDec_delay40_eff40-20260811-084704,failed,40,ef060b73,0.1,eval3ds-n10-2726ab9c,train,True,600064000,0.1,rodent_no_tail_collisions.xml,673,502,145.26221037548683,152.73136585344415,62.309063893016344,0.6230906389301634,0.025260029717682042,2.331317488975596,0.015643630466924213,,0.4338781575037147,0.5572065378900446,0.0,0.0,1.6782803686778134,0.042021807657707896,0.19713587284115827
encdec,encdec,0.1,g1eehkgv,RodentEncDec_delay40_eff40-20260811-084704,failed,40,ef060b73,0.25,eval3ds-n25-da25f356,new_eval,True,600064000,0.25,rodent_no_tail_collisions.xml,32,3002,47.695082664489746,20.174755894233535,24.0625,0.240625,0.0,1.982133305537236,0.04155844155844156,,0.59375,0.46875,0.0,0.0,1.6654551265914144,0.051772830889313295,0.16321775004554706
encdec,encdec,0.1,g1eehkgv,RodentEncDec_delay40_eff40-20260811-084704,failed,40,ef060b73,0.25,eval3ds-n25-da25f356,old_eval,True,600064000,0.25,rodent_no_tail_collisions.xml,169,502,37.97174315480791,19.39530189143282,17.745562130177515,0.17745562130177517,0.0,2.1397881270965446,0.05635211737245749,,0.591715976331361,0.46153846153846156,0.0,0.0,1.6135134790953831,0.052333363111024704,0.16421157560565092
encdec,encdec,0.1,g1eehkgv,RodentEncDec_delay40_eff40-20260811-084704,failed,40,ef060b73,0.25,eval3ds-n25-da25f356,train,True,600064000,0.25,rodent_no_tail_collisions.xml,673,502,37.95605920221972,19.345255842367322,17.9851411589896,0.179851411589896,0.0,2.1104120822119854,0.055601454064771974,,0.6404160475482912,0.43833580980683506,0.0,0.0,1.6381276363051898,0.05380850243528225,0.16830105198270867
encdec,encdec,0.1,d4dtnb5x,RodentEncDec_delay50_eff50-20260811-084722,failed,50,ef060b73,0.0,eval3ds-n00-6a6b8d4e,new_eval,True,600064000,0.0,rodent_no_tail_collisions.xml,32,3002,1472.1262245178223,846.5059224319002,502.3125,5.023125,0.0,2.930697970920139,0.0019907925842976236,,0.5,0.3125,0.1875,0.0,2.576355693633093,0.02583888101694861,0.1790351623754737
encdec,encdec,0.1,d4dtnb5x,RodentEncDec_delay50_eff50-20260811-084722,failed,50,ef060b73,0.0,eval3ds-n00-6a6b8d4e,old_eval,True,600064000,0.0,rodent_no_tail_collisions.xml,169,502,823.3253044263851,498.26232694185114,277.14792899408286,2.7714792899408285,0.2781065088757396,2.970707042317329,0.0026047226610871515,,0.48520710059171596,0.21301775147928995,0.029585798816568046,0.0,2.215302081226776,0.02794201722130741,0.19223425900714605
encdec,encdec,0.1,d4dtnb5x,RodentEncDec_delay50_eff50-20260811-084722,failed,50,ef060b73,0.0,eval3ds-n00-6a6b8d4e,train,True,600064000,0.0,rodent_no_tail_collisions.xml,673,502,899.0241398690891,499.8096482540238,297.9895988112927,2.979895988112927,0.3491827637444279,3.016964831844391,0.0021840266870110253,,0.45468053491827637,0.17087667161961367,0.03417533432392273,0.0,2.25938979048941,0.0262537091222295,0.1857695572975369
encdec,encdec,0.1,d4dtnb5x,RodentEncDec_delay50_eff50-20260811-084722,failed,50,ef060b73,0.02,eval3ds-n02-a4e0be11,new_eval,True,600064000,0.02,rodent_no_tail_collisions.xml,32,3002,1379.9930264949799,1112.3372721240569,493.09375,4.9309375,0.0,2.7986422997553304,0.002028011914569998,,0.5,0.375,0.125,0.0,2.4316000958136197,0.0260774491078284,0.18662798673099543
encdec,encdec,0.1,d4dtnb5x,RodentEncDec_delay50_eff50-20260811-084722,failed,50,ef060b73,0.02,eval3ds-n02-a4e0be11,old_eval,True,600064000,0.02,rodent_no_tail_collisions.xml,169,502,725.7546061228013,430.39933192403095,265.2603550295858,2.6526035502958583,0.272189349112426,2.7360085755817307,0.002743759619888911,,0.47928994082840237,0.24260355029585798,0.011834319526627219,0.0,2.161305679025535,0.030001948444404965,0.2058342147082086
encdec,encdec,0.1,d4dtnb5x,RodentEncDec_delay50_eff50-20260811-084722,failed,50,ef060b73,0.02,eval3ds-n02-a4e0be11,train,True,600064000,0.02,rodent_no_tail_collisions.xml,673,502,782.8239118850958,450.3636758888155,275.83506686478455,2.7583506686478456,0.2867756315007429,2.8380144728619263,0.0025856914300489667,,0.462109955423477,0.24071322436849926,0.017830609212481426,0.0,2.176471456079947,0.0284232531338544,0.19796361817178815
encdec,encdec,0.1,d4dtnb5x,RodentEncDec_delay50_eff50-20260811-084722,failed,50,ef060b73,0.05,eval3ds-n05-7c60cd50,new_eval,True,600064000,0.05,rodent_no_tail_collisions.xml,32,3002,854.835813999176,860.9143886158266,383.53125,3.8353125,0.0,2.22885570341185,0.0026073494663081563,,0.375,0.5625,0.0625,0.0,2.143504963558255,0.03356381288608116,0.22370847264864785
encdec,encdec,0.1,d4dtnb5x,RodentEncDec_delay50_eff50-20260811-084722,failed,50,ef060b73,0.05,eval3ds-n05-7c60cd50,old_eval,True,600064000,0.05,rodent_no_tail_collisions.xml,169,502,374.012009299013,291.0278093723304,151.72189349112426,1.5172189349112424,0.09467455621301779,2.465115618405413,0.005967005967005967,,0.3668639053254438,0.5266272189349113,0.011834319526627219,0.0,1.9525211747534037,0.03344753938982818,0.21674037371185992
encdec,encdec,0.1,d4dtnb5x,RodentEncDec_delay50_eff50-20260811-084722,failed,50,ef060b73,0.05,eval3ds-n05-7c60cd50,train,True,600064000,0.05,rodent_no_tail_collisions.xml,673,502,414.8346252384724,306.769671374158,171.1634472511144,1.7116344725111443,0.13224368499257055,2.4236169106238394,0.00506975250232219,,0.4086181277860327,0.4739970282317979,0.004457652303120356,0.0,1.9747671873752692,0.033889848837390435,0.2193210054477059
encdec,encdec,0.1,d4dtnb5x,RodentEncDec_delay50_eff50-20260811-084722,failed,50,ef060b73,0.1,eval3ds-n10-2726ab9c,new_eval,True,600064000,0.1,rodent_no_tail_collisions.xml,32,3002,162.36421012878418,82.39563871345565,71.1875,0.711875,0.0,2.280796630430682,0.014047410008779631,,0.3125,0.6875,0.03125,0.0,1.6721249050176907,0.03915561116001584,0.19388505631162797
encdec,encdec,0.1,d4dtnb5x,RodentEncDec_delay50_eff50-20260811-084722,failed,50,ef060b73,0.1,eval3ds-n10-2726ab9c,old_eval,True,600064000,0.1,rodent_no_tail_collisions.xml,169,502,129.73452274615948,138.75865545249943,54.30769230769231,0.5430769230769231,0.023668639053254448,2.3888793140227667,0.017977772935280016,,0.4260355029585799,0.5857988165680473,0.0,0.0,1.6240226318241464,0.04131650832657532,0.19364508267896455
encdec,encdec,0.1,d4dtnb5x,RodentEncDec_delay50_eff50-20260811-084722,failed,50,ef060b73,0.1,eval3ds-n10-2726ab9c,train,True,600064000,0.1,rodent_no_tail_collisions.xml,673,502,128.82451971431013,112.10104793430463,53.79940564635958,0.5379940564635959,0.013372956909361022,2.394534254915644,0.018338995221918414,,0.4427934621099554,0.5690936106983655,0.004457652303120356,0.0,1.644808230953828,0.04128445906778456,0.18985360701939968
encdec,encdec,0.1,d4dtnb5x,RodentEncDec_delay50_eff50-20260811-084722,failed,50,ef060b73,0.25,eval3ds-n25-da25f356,new_eval,True,600064000,0.25,rodent_no_tail_collisions.xml,32,3002,43.68767845630646,17.22958644517968,21.375,0.21375000000000002,0.0,2.0438679979558576,0.04678362573099415,,0.65625,0.40625,0.0,0.0,1.6253322119884133,0.05270447647999607,0.16201521046713016
encdec,encdec,0.1,d4dtnb5x,RodentEncDec_delay50_eff50-20260811-084722,failed,50,ef060b73,0.25,eval3ds-n25-da25f356,old_eval,True,600064000,0.25,rodent_no_tail_collisions.xml,169,502,37.02777312352107,16.385025089023898,17.01775147928994,0.17017751479289941,0.0,2.1758322871610085,0.05876216968011126,,0.6153846153846154,0.46745562130177515,0.0,0.0,1.5885602805620704,0.052673473373278094,0.16638564968946898
encdec,encdec,0.1,d4dtnb5x,RodentEncDec_delay50_eff50-20260811-084722,failed,50,ef060b73,0.25,eval3ds-n25-da25f356,train,True,600064000,0.25,rodent_no_tail_collisions.xml,673,502,37.195215264897115,17.1567996720611,17.37592867756315,0.1737592867756315,0.0,2.140617399801245,0.057550880793569355,,0.6315007429420505,0.43684992570579495,0.0,0.0,1.6177562412223858,0.053933047392018145,0.16572327609513243
encdec,encdec,0.1,n1igz0o8,RodentEncDec_delay60_eff60-20260811-084722,failed,60,ef060b73,0.0,eval3ds-n00-6a6b8d4e,new_eval,True,600064000,0.0,rodent_no_tail_collisions.xml,32,3002,1165.548586845398,790.9389706816819,412.84375,4.1284375,0.0,2.823219648705831,0.0024222239043221556,,0.375,0.625,0.0,0.0,2.2587834911621196,0.024689203748063222,0.1951641840510974
encdec,encdec,0.1,n1igz0o8,RodentEncDec_delay60_eff60-20260811-084722,failed,60,ef060b73,0.0,eval3ds-n00-6a6b8d4e,old_eval,True,600064000,0.0,rodent_no_tail_collisions.xml,169,502,767.9190298678607,453.37884124415746,280.2248520710059,2.802248520710059,0.3076923076923077,2.7403673307079788,0.0024705435195743063,,0.5029585798816568,0.1834319526627219,0.005917159763313609,0.0,2.2361768518689424,0.029778758732791854,0.2194163381308994
encdec,encdec,0.1,n1igz0o8,RodentEncDec_delay60_eff60-20260811-084722,failed,60,ef060b73,0.0,eval3ds-n00-6a6b8d4e,train,True,600064000,0.0,rodent_no_tail_collisions.xml,673,502,833.070503597628,465.7166504763901,293.44279346210993,2.9344279346210995,0.3566121842496285,2.8389536978191154,0.0021925493829973624,,0.46953937592867756,0.16196136701337296,0.022288261515601784,0.0,2.2713530258658596,0.028156102829460065,0.20829942295582485
encdec,encdec,0.1,n1igz0o8,RodentEncDec_delay60_eff60-20260811-084722,failed,60,ef060b73,0.02,eval3ds-n02-a4e0be11,new_eval,True,600064000,0.02,rodent_no_tail_collisions.xml,32,3002,1303.5506343841553,1249.1215258854484,515.9375,5.159375,0.0,2.526566947322409,0.0019382192610539067,,0.40625,0.59375,0.0,0.0,2.2736582075650116,0.027675759982232057,0.20293547588480973
encdec,encdec,0.1,n1igz0o8,RodentEncDec_delay60_eff60-20260811-084722,failed,60,ef060b73,0.02,eval3ds-n02-a4e0be11,old_eval,True,600064000,0.02,rodent_no_tail_collisions.xml,169,502,671.8815076478135,410.1251665548712,254.42603550295857,2.5442603550295857,0.23668639053254437,2.6407734032392316,0.0030001395413740174,,0.46153846153846156,0.2781065088757396,0.023668639053254437,0.0,2.2066760227945186,0.031047589794351786,0.22250040829900294
encdec,encdec,0.1,n1igz0o8,RodentEncDec_delay60_eff60-20260811-084722,failed,60,ef060b73,0.02,eval3ds-n02-a4e0be11,train,True,600064000,0.02,rodent_no_tail_collisions.xml,673,502,745.8562177230132,429.5803957306691,271.76523031203567,2.7176523031203565,0.30163447251114417,2.7444872799461333,0.0025697383240932104,,0.4799405646359584,0.20802377414561665,0.019316493313521546,0.0,2.2095541148541873,0.028709326064405034,0.2105212113310199
encdec,encdec,0.1,n1igz0o8,RodentEncDec_delay60_eff60-20260811-084722,failed,60,ef060b73,0.05,eval3ds-n05-7c60cd50,new_eval,True,600064000,0.05,rodent_no_tail_collisions.xml,32,3002,676.3737940788269,653.8446164037869,274.75,2.7475,0.0,2.4617790503324,0.003639672429481347,,0.40625,0.59375,0.0,0.0,2.0307090125047313,0.03210350851686503,0.22264293606709337
encdec,encdec,0.1,n1igz0o8,RodentEncDec_delay60_eff60-20260811-084722,failed,60,ef060b73,0.05,eval3ds-n05-7c60cd50,old_eval,True,600064000,0.05,rodent_no_tail_collisions.xml,169,502,406.51618722768933,326.36727293179416,170.92307692307693,1.7092307692307693,0.14792899408284022,2.378357531035086,0.004985113896004985,,0.4378698224852071,0.42011834319526625,0.005917159763313609,0.0,2.0437082971404745,0.035146758983052966,0.22981808595162473
encdec,encdec,0.1,n1igz0o8,RodentEncDec_delay60_eff60-20260811-084722,failed,60,ef060b73,0.05,eval3ds-n05-7c60cd50,train,True,600064000,0.05,rodent_no_tail_collisions.xml,673,502,432.32754170841486,329.5858273543591,175.21248142644873,1.7521248142644874,0.13967310549777112,2.4674471715070068,0.0049101918282196105,,0.4264487369985141,0.43833580980683506,0.01188707280832095,0.0,2.0179881511551447,0.03323314130003835,0.22396420287619423
encdec,encdec,0.1,n1igz0o8,RodentEncDec_delay60_eff60-20260811-084722,failed,60,ef060b73,0.1,eval3ds-n10-2726ab9c,new_eval,True,600064000,0.1,rodent_no_tail_collisions.xml,32,3002,139.15345585346222,61.1022899762588,55.75,0.5575000000000001,0.0,2.496026113963448,0.017937219730941704,,0.21875,0.8125,0.0,0.0,1.560114088290527,0.039212354959823614,0.1715655186457971
encdec,encdec,0.1,n1igz0o8,RodentEncDec_delay60_eff60-20260811-084722,failed,60,ef060b73,0.1,eval3ds-n10-2726ab9c,old_eval,True,600064000,0.1,rodent_no_tail_collisions.xml,169,502,134.61666814815362,132.0412317037033,57.77514792899408,0.5777514792899409,0.017751479289940808,2.3300099259563667,0.01700122900450635,,0.42011834319526625,0.5976331360946746,0.0,0.0,1.650793580370525,0.04118854304943421,0.19806126263611915
encdec,encdec,0.1,n1igz0o8,RodentEncDec_delay60_eff60-20260811-084722,failed,60,ef060b73,0.1,eval3ds-n10-2726ab9c,train,True,600064000,0.1,rodent_no_tail_collisions.xml,673,502,135.68882925761932,125.74543272142591,58.317979197622584,0.5831797919762259,0.01634472511144136,2.3267066370357163,0.016867101508357112,,0.4472511144130758,0.5616641901931649,0.010401188707280832,0.0,1.6686591880608437,0.041363362380225775,0.19691061118957742
encdec,encdec,0.1,n1igz0o8,RodentEncDec_delay60_eff60-20260811-084722,failed,60,ef060b73,0.25,eval3ds-n25-da25f356,new_eval,True,600064000,0.25,rodent_no_tail_collisions.xml,32,3002,43.88259011507034,18.092341848390326,21.8125,0.218125,0.0,2.011809288943053,0.045845272206303724,,0.625,0.53125,0.0,0.0,1.6525685267063617,0.05153182580797349,0.1584803168702203
encdec,encdec,0.1,n1igz0o8,RodentEncDec_delay60_eff60-20260811-084722,failed,60,ef060b73,0.25,eval3ds-n25-da25f356,old_eval,True,600064000,0.25,rodent_no_tail_collisions.xml,169,502,36.854348385827784,16.41711447271249,17.473372781065088,0.1747337278106509,0.0,2.1091719868624774,0.05722993565865222,,0.6449704142011834,0.47928994082840237,0.0,0.0,1.6196718264693695,0.053631573878052376,0.16953379665501223
encdec,encdec,0.1,n1igz0o8,RodentEncDec_delay60_eff60-20260811-084722,failed,60,ef060b73,0.25,eval3ds-n25-da25f356,train,True,600064000,0.25,rodent_no_tail_collisions.xml,673,502,37.3359330603839,17.362970070946613,17.61515601783061,0.1761515601783061,0.0,2.1195346224916376,0.05676929565584141,,0.6478454680534919,0.4472511144130758,0.0014858841010401188,0.0,1.615950557626677,0.05346643283854271,0.1656521939022897
encdec,encdec,0.1,cfq1srhp,RodentEncDec_delay70_eff70-20260811-094225,failed,70,ef060b73,0.0,eval3ds-n00-6a6b8d4e,new_eval,True,600064000,0.0,rodent_no_tail_collisions.xml,32,3002,1347.4772534370422,1009.8720612011509,502.65625,5.0265625,0.0,2.6807132179039694,0.0019894311470313956,,0.65625,0.21875,0.125,0.0,2.833537715273416,0.027227064821462216,0.21425345581806793
encdec,encdec,0.1,cfq1srhp,RodentEncDec_delay70_eff70-20260811-094225,failed,70,ef060b73,0.0,eval3ds-n00-6a6b8d4e,old_eval,True,600064000,0.0,rodent_no_tail_collisions.xml,169,502,797.0708262426614,486.18256380316853,273.63313609467457,2.7363313609467457,0.28402366863905326,2.9129177760360214,0.002616555661274976,,0.5029585798816568,0.16568047337278108,0.0650887573964497,0.0,2.3834764629416374,0.028597308535714787,0.19635631402998294
