wandb_id,wandb_name,wandb_project,git_commit,condition,delay_k,efference_length,seed,detach_prediction,body_target_frame,latent_size,kl_weight,enc_hidden_sizes,dec_hidden_sizes,critic_hidden_sizes,clip_length_train,ctrl_dt,mocap_hz,checkpoint_step,network_class,fm_loss_weight,total_params,decoder_params,fm_pred_mse,dataset,n_clips,clip_frames,rollout_steps,episode_reward_mean,episode_reward_std,lifespan_steps,lifespan_s,survival_frac,reward_per_step,survived,hazard_rate,term_root_too_far,term_root_too_rotated,term_pose_error,term_nan_termination,err_root_pos_m,err_root_angular_deg,err_joint_l2,err_joint_vel_l2,err_body_total_m,err_body_end_eff_m,rt_root_pos,rtps_root_pos,rt_root_quat,rtps_root_quat,rt_joints,rtps_joints,rt_end_eff,rtps_end_eff,rt_torso_z_range,rtps_torso_z_range,rt_control_cost,rtps_control_cost,rt_control_diff_cost,rtps_control_diff_cost,rt_energy_cost,rtps_energy_cost
n1agmrpp,RodentEncDec_delay5_eff5-20260626-071632,emiwar-team/nnx-ppo-rodent-delays,714cc735,efference,5,5,43,,current_root,32,0.001,"(512, 512, 512, 512)","(512, 512, 512, 512)","(1024, 1024)",250,0.01,50,600064000,RodentEncDecDelays,,4222605,1082956,,new_eval,32,1500,3002,4322.99053478241,2789.2736501994113,1035.6875,10.356875,0.3449991672218521,4.17402984469969,0.03125,0.09353690181642628,0.21875,0.75,0.0,0.0,0.008728303353877996,5.49887392346133,1.293785089932094,15.237620011898699,0.07303454148012399,0.037123876253595395,993.1554763317108,0.9589335357737839,994.6035401821136,0.9603317025474515,657.8289752006531,0.6351616440293555,695.4450864195824,0.6714815872737504,1027.09375,0.991702371613059,-25.00789452344179,-0.024146177803093877,-10.515800572931767,-0.010153449349279359,-9.61145494878292,-0.00928026547465613
n1agmrpp,RodentEncDec_delay5_eff5-20260626-071632,emiwar-team/nnx-ppo-rodent-delays,714cc735,efference,5,5,43,,current_root,32,0.001,"(512, 512, 512, 512)","(512, 512, 512, 512)","(1024, 1024)",250,0.01,50,600064000,RodentEncDecDelays,,4222605,1082956,,old_eval,169,250,502,2031.1696947086493,318.7857094409901,474.14201183431953,4.741420118343195,0.9445059996699592,4.283884667487355,0.9408284023668639,0.012479720454261817,0.029585798816568046,0.029585798816568046,0.0,0.0,0.008117293137908644,3.330737721677978,1.3462285281560487,38.143569764597196,0.05588489906709026,0.02786881652190547,460.58810032048876,0.9714138144785049,466.73163284211466,0.9843709715501981,298.7039701585939,0.6299884058006037,350.89115979685585,0.7400549857190645,474.8343195266272,1.0014601272931487,-10.159177555840396,-0.021426444614214737,-4.85891088719904,-0.010247796579765853,-5.561465398799738,-0.011729535160328913
n1agmrpp,RodentEncDec_delay5_eff5-20260626-071632,emiwar-team/nnx-ppo-rodent-delays,714cc735,efference,5,5,43,,current_root,32,0.001,"(512, 512, 512, 512)","(512, 512, 512, 512)","(1024, 1024)",250,0.01,50,600064000,RodentEncDecDelays,,4222605,1082956,,train,673,250,502,2065.312557860965,299.4496153803061,477.21991084695395,4.77219910846954,0.950637272603494,4.327800477133315,0.9539375928677563,0.009652239163804737,0.020802377414561663,0.02526002971768202,0.0,0.0,0.007638619718653221,3.0711532576230622,1.3141325556787715,37.44041353131389,0.052161543559020876,0.02557755887353202,465.1957732890726,0.9748037806374396,471.26004590038735,0.9875112818826247,307.65864526853517,0.6446894571572106,363.5729053222407,0.7618561109007033,478.08172362555723,1.0018059028112924,-10.283937492306839,-0.021549682355154146,-4.796267869745286,-0.010050435366858498,-5.3763105729359575,-0.011265897442112717
171glpzd,RodentEncDec_delay5_eff5-20260629-091707,emiwar-team/nnx-ppo-rodent-delays,714cc735,efference,5,5,44,,current_root,32,0.001,"(512, 512, 512, 512)","(512, 512, 512, 512)","(1024, 1024)",250,0.01,50,600064000,RodentEncDecDelays,,4222605,1082956,,new_eval,32,1500,3002,7565.39462184906,4393.382756928087,1814.59375,18.1459375,0.6044616089273818,4.16919468715742,0.28125,0.03960941670828526,0.09375,0.625,0.0,0.0,0.0088380709429347,4.756885362662278,1.3479825804810475,14.334557907311492,0.06763907855743836,0.03329578220996715,1750.895955324173,0.9648969392318104,1751.528578042984,0.9652455697276506,1110.9900407791138,0.6122527649944313,1215.5979136228561,0.6699008599709197,1811.34375,0.9982089655053645,-41.83338484168053,-0.02305385700886522,-17.457256831228733,-0.009620476666597542,-15.670854851603508,-0.008636012799891716
171glpzd,RodentEncDec_delay5_eff5-20260629-091707,emiwar-team/nnx-ppo-rodent-delays,714cc735,efference,5,5,44,,current_root,32,0.001,"(512, 512, 512, 512)","(512, 512, 512, 512)","(1024, 1024)",250,0.01,50,600064000,RodentEncDecDelays,,4222605,1082956,,old_eval,169,250,502,1999.8005865875787,360.9314135661576,467.58579881656806,4.6758579881656805,0.9314458143756336,4.276863394159864,0.893491124260355,0.022778466756093237,0.07100591715976332,0.03550295857988166,0.0,0.0,0.008584070937190439,3.3061815283652916,1.3401085572824756,38.08317250014073,0.0575342188690764,0.028040336835573037,453.26289429749255,0.9693683928055002,459.8176521323842,0.9833866924447993,295.4727765145386,0.6319113567229003,343.25831015998796,0.7341076461876181,468.24852071005915,1.001417326820379,-9.795033913392286,-0.020948099660389467,-4.927365758715297,-0.010537885819428579,-5.537162583255204,-0.011842024709196545
171glpzd,RodentEncDec_delay5_eff5-20260629-091707,emiwar-team/nnx-ppo-rodent-delays,714cc735,efference,5,5,44,,current_root,32,0.001,"(512, 512, 512, 512)","(512, 512, 512, 512)","(1024, 1024)",250,0.01,50,600064000,RodentEncDecDelays,,4222605,1082956,,train,673,250,502,2042.2723924429952,317.3737467613733,473.00891530460626,4.7300891530460625,0.94224883526814,4.317619237954154,0.9316493313521546,0.014450186124679971,0.02823179791976226,0.04011887072808321,0.0,0.0,0.007937330085437264,3.0866716560643406,1.3130262180114778,37.372394022927324,0.05409869703353903,0.025976231780881112,460.0022099793932,0.9725021983637727,466.71450970608623,0.986692839405645,304.8927376819401,0.6445813764114712,357.2009375885373,0.7551674525172714,473.6983655274889,1.0014575839917068,-9.930944137020592,-0.020995257839115582,-4.888975372640375,-0.01033590533804631,-5.416449674171289,-0.011451051975803091
mgk9ejcb,RodentEncDec_delay6_eff6-20260611-120818,emiwar-team/nnx-ppo-rodent-delays,1cd5838f,efference,6,6,42,,current_root,32,0.001,"(512, 512, 512, 512)","(512, 512, 512, 512)","(1024, 1024)",250,0.01,50,600064000,RodentEncDecDelays,,4242061,1102412,,new_eval,32,1500,3002,5981.764128684998,4268.585394992731,1447.96875,14.4796875,0.4823346935376416,4.131141731259738,0.125,0.06042948095392252,0.09375,0.84375,0.0,0.0,0.008739382483767483,4.950964956631837,1.370473337945103,15.473958465476882,0.06553820949670008,0.03157853621962156,1395.1887383460999,0.9635489290401467,1391.0282459259033,0.9606755987834015,853.7601082324982,0.5896260594246238,964.2794229984283,0.665953200301062,1441.15625,0.9952951332685874,-33.87345552444458,-0.023393775262376747,-15.530622266232967,-0.010725799342170174,-14.244599305093288,-0.009837642770324489
mgk9ejcb,RodentEncDec_delay6_eff6-20260611-120818,emiwar-team/nnx-ppo-rodent-delays,1cd5838f,efference,6,6,42,,current_root,32,0.001,"(512, 512, 512, 512)","(512, 512, 512, 512)","(1024, 1024)",250,0.01,50,600064000,RodentEncDecDelays,,4242061,1102412,,old_eval,169,250,502,2011.1505456506852,338.95442686437633,472.2544378698225,4.722544378698225,0.9407458921709612,4.258616509190034,0.9171597633136095,0.017541441655912086,0.047337278106508875,0.04142011834319527,0.0,0.0,0.00925418949878116,3.443997599983993,1.344379358775408,38.47293956790926,0.05972556931622445,0.029477849503973655,455.76563100419804,0.9650849085929192,464.00190141215126,0.9825252325951757,297.9208632700542,0.630848202536482,341.7331846310542,0.723620906925714,473.02366863905326,1.0016288481537632,-10.133794869191547,-0.021458336982287798,-5.2030598962095365,-0.01101749285761877,-5.957900670153149,-0.012615870158949046
mgk9ejcb,RodentEncDec_delay6_eff6-20260611-120818,emiwar-team/nnx-ppo-rodent-delays,1cd5838f,efference,6,6,42,,current_root,32,0.001,"(512, 512, 512, 512)","(512, 512, 512, 512)","(1024, 1024)",250,0.01,50,600064000,RodentEncDecDelays,,4242061,1102412,,train,673,250,502,2030.7622506083565,337.6708220352717,472.22288261515604,4.72222882615156,0.9406830330979203,4.300431693106561,0.9346210995542348,0.013844924261971136,0.03268945022288262,0.03417533432392273,0.0,0.0,0.008572417647569715,3.1546399009749297,1.3126579304894679,37.6957033567885,0.05606984299999709,0.027207663573402964,457.78170544821296,0.969418726413747,465.85878025582076,0.9865230962038708,304.3528686058645,0.6445110557124372,350.84744729896533,0.742970025840304,472.9197622585438,1.0014757430633783,-10.154204507107897,-0.02150299123768467,-5.082234355882585,-0.01076236358504553,-5.7619324656864865,-0.012201722275246551
mrtc3zrb,RodentEncDec_delay6_eff6-20260626-083702,emiwar-team/nnx-ppo-rodent-delays,714cc735,efference,6,6,43,,current_root,32,0.001,"(512, 512, 512, 512)","(512, 512, 512, 512)","(1024, 1024)",250,0.01,50,600064000,RodentEncDecDelays,,4242061,1102412,,new_eval,32,1500,3002,6037.452406406403,4172.241964232552,1466.90625,14.6690625,0.48864298800799466,4.115772501757629,0.15625,0.05751901322937304,0.25,0.625,0.0,0.0,0.010671878869489563,5.73914110574046,1.3482668365631767,14.451851006584043,0.07991211364273662,0.04003985924051673,1398.188155412674,0.9531544060247026,1399.538983821869,0.9540752749685734,907.0539915561676,0.6183448952897758,929.2888698875904,0.6335025635670926,1460.53125,0.9956541190004474,-31.274907626211643,-0.021320317931845776,-13.481717742979527,-0.009190578977340595,-12.391641207039356,-0.008447466364697374
mrtc3zrb,RodentEncDec_delay6_eff6-20260626-083702,emiwar-team/nnx-ppo-rodent-delays,714cc735,efference,6,6,43,,current_root,32,0.001,"(512, 512, 512, 512)","(512, 512, 512, 512)","(1024, 1024)",250,0.01,50,600064000,RodentEncDecDelays,,4242061,1102412,,old_eval,169,250,502,1953.6330774521687,450.8121936437412,457.50887573964496,4.57508875739645,0.9113722624295716,4.270153391655564,0.8875739644970414,0.024573520092086038,0.05917159763313609,0.05917159763313609,0.0,0.0,0.008984497628871997,3.536293415264131,1.3414525834748556,38.21422493365492,0.060261469853063625,0.029455005399305702,443.143630552574,0.9686011661219752,449.9270367707021,0.9834279958903848,288.30133808293994,0.630154633867702,333.69614496738956,0.7293763305201676,458.1360946745562,1.0013709437525058,-9.313519865803464,-0.02035702553474289,-4.870320701034816,-0.010645303204579522,-5.387358881312714,-0.011775419378701855
mrtc3zrb,RodentEncDec_delay6_eff6-20260626-083702,emiwar-team/nnx-ppo-rodent-delays,714cc735,efference,6,6,43,,current_root,32,0.001,"(512, 512, 512, 512)","(512, 512, 512, 512)","(1024, 1024)",250,0.01,50,600064000,RodentEncDecDelays,,4242061,1102412,,train,673,250,502,2042.003110219607,294.5673738026702,475.4487369985141,4.754487369985141,0.9471090378456456,4.294896486865604,0.937592867756315,0.01312594342718383,0.02674591381872214,0.03714710252600297,0.0,0.0,0.008324190649138235,3.048487274237587,1.3231175343984616,37.553546805547946,0.055096306637950766,0.026582034545869652,461.32375893727453,0.9702912702000012,469.2030971606454,0.9868636945440278,304.5577032420823,0.6405689605250421,351.4299212246026,0.7391541797821641,476.13075780089156,1.0014344781031137,-9.9703427707281,-0.020970384386065286,-5.06252471706311,-0.010647887612495502,-5.609228680250726,-0.011797757031938978
i5vxvf9j,RodentEncDec_delay6_eff6-20260629-091727,emiwar-team/nnx-ppo-rodent-delays,714cc735,efference,6,6,44,,current_root,32,0.001,"(512, 512, 512, 512)","(512, 512, 512, 512)","(1024, 1024)",250,0.01,50,600064000,RodentEncDecDelays,,4242061,1102412,,new_eval,32,1500,3002,5691.419702529907,4090.6407106337433,1387.78125,13.877812500000001,0.46228555962691537,4.101092807335383,0.1875,0.05854669098606138,0.21875,0.625,0.0,0.0,0.011230998648790062,5.879885803983763,1.3486989101778462,14.443293315114069,0.07706856214491109,0.03884503155508615,1326.4544456005096,0.9558094588758204,1338.2939821481705,0.964340728877963,844.0873081684113,0.6082279236503673,884.8421893715858,0.6375948582469938,1355.40625,0.9766713954378617,-31.916537016630173,-0.022998247754557985,-13.836762599647045,-0.009970420482080331,-11.910117283463478,-0.008582128691725355
i5vxvf9j,RodentEncDec_delay6_eff6-20260629-091727,emiwar-team/nnx-ppo-rodent-delays,714cc735,efference,6,6,44,,current_root,32,0.001,"(512, 512, 512, 512)","(512, 512, 512, 512)","(1024, 1024)",250,0.01,50,600064000,RodentEncDecDelays,,4242061,1102412,,old_eval,169,250,502,1977.0034782364523,385.2982430426703,464.2307692307692,4.642307692307692,0.9247624885075084,4.258665321801803,0.8816568047337279,0.025492320438467896,0.05917159763313609,0.0650887573964497,0.0,0.0,0.0085350124862653,3.4151844811963095,1.3574592395101923,38.19716000941601,0.0582540524860435,0.028740512803788344,449.76475708865553,0.9688387476640468,456.206690782626,0.9827153239725167,289.84615210809653,0.6243579084350049,336.8535266232914,0.7256165445075042,464.79881656804736,1.0012236313810465,-9.797907947788577,-0.021105684063173404,-5.181269965228244,-0.011160979212587768,-5.487364819769323,-0.011820338468434333
i5vxvf9j,RodentEncDec_delay6_eff6-20260629-091727,emiwar-team/nnx-ppo-rodent-delays,714cc735,efference,6,6,44,,current_root,32,0.001,"(512, 512, 512, 512)","(512, 512, 512, 512)","(1024, 1024)",250,0.01,50,600064000,RodentEncDecDelays,,4242061,1102412,,train,673,250,502,2030.82623204859,335.31257876181365,472.78306092124814,4.727830609212481,0.9417989261379445,4.295471644206954,0.9316493313521546,0.014457089159383119,0.03268945022288262,0.03863298662704309,0.0,0.0,0.008367759867211546,3.2021642862637534,1.3341765691933498,37.58974432058014,0.05686761413809542,0.027564021117870388,458.8585648444574,0.9705478109777074,466.0883418334009,0.9858397653359192,301.0666215168243,0.6367965487811189,351.9650350807326,0.744453564801806,473.46359583952454,1.0014394232249995,-9.998291808464197,-0.02114773695356573,-5.181505179688623,-0.010959582963044672,-5.436128435836327,-0.011498145524172719
a6929dxz,RodentEncDec_delay7_eff7-20260611-120818,emiwar-team/nnx-ppo-rodent-delays,1cd5838f,efference,7,7,42,,current_root,32,0.001,"(512, 512, 512, 512)","(512, 512, 512, 512)","(1024, 1024)",250,0.01,50,600064000,RodentEncDecDelays,,4261517,1121868,,new_eval,32,1500,3002,7040.552035808563,4255.101623937235,1698.0625,16.980625,0.5656437375083277,4.146226676467188,0.1875,0.04784865103610733,0.125,0.6875,0.0,0.0,0.009958496563901267,5.892989011786424,1.368590694622095,15.03404577970872,0.07610526104460139,0.03817885421942943,1624.9148695468903,0.956922886847151,1630.3337088823318,0.9601140764149328,1023.3893074989319,0.6026805889058453,1148.6732519865036,0.6764611149392343,1685.0,0.9923074091795797,-38.69056376628578,-0.022785123495917128,-17.607540694996715,-0.010369194711617926,-15.459727492183447,-0.009104333610914467
a6929dxz,RodentEncDec_delay7_eff7-20260611-120818,emiwar-team/nnx-ppo-rodent-delays,1cd5838f,efference,7,7,42,,current_root,32,0.001,"(512, 512, 512, 512)","(512, 512, 512, 512)","(1024, 1024)",250,0.01,50,600064000,RodentEncDecDelays,,4261517,1121868,,old_eval,169,250,502,1948.0351107896433,459.1668440524307,459.8757396449704,4.598757396449704,0.9160871307668733,4.236003213158297,0.9053254437869822,0.02058698645118955,0.0650887573964497,0.04142011834319527,0.0,0.0,0.009777670092242051,3.697401116666036,1.3783706738401977,38.791962229725705,0.0647220614101283,0.032161322547607264,444.60933720853905,0.9668032011251187,451.9482371426193,0.9827616422895645,282.9078332799426,0.6151832090519732,328.7684179142382,0.7149070706970787,460.63313609467457,1.0016469589160952,-9.896820313831759,-0.02152064016569394,-5.240177462086875,-0.011394768217458818,-5.694919455686264,-0.012383604884403798
a6929dxz,RodentEncDec_delay7_eff7-20260611-120818,emiwar-team/nnx-ppo-rodent-delays,1cd5838f,efference,7,7,42,,current_root,32,0.001,"(512, 512, 512, 512)","(512, 512, 512, 512)","(1024, 1024)",250,0.01,50,600064000,RodentEncDecDelays,,4261517,1121868,,train,673,250,502,2015.14611477448,359.72191040872434,471.06240713224366,4.710624071322437,0.9383713289486926,4.277875042167731,0.9331352154531947,0.014194464158977994,0.03268945022288262,0.03417533432392273,0.0,0.0,0.008563190790401604,3.255505394733255,1.3481072841851265,37.802309168814745,0.057934841051992945,0.028282354683908797,456.85434879909474,0.9698382674608967,464.34005624790956,0.9857293836600999,296.72518844377765,0.6299063222858209,346.8974072277812,0.7364149674766871,471.7295690936107,1.0014162920905292,-10.3115431077413,-0.02188997243595898,-5.3455371406776235,-0.011347832176251214,-5.743332950356811,-0.012192297375885605
vt1fcsf1,RodentEncDec_delay7_eff7-20260626-083702,emiwar-team/nnx-ppo-rodent-delays,714cc735,efference,7,7,43,,current_root,32,0.001,"(512, 512, 512, 512)","(512, 512, 512, 512)","(1024, 1024)",250,0.01,50,600064000,RodentEncDecDelays,,4261517,1121868,,new_eval,32,1500,3002,5582.216283321381,3772.2114450304566,1338.875,13.38875,0.44599433710859426,4.169333420462239,0.09375,0.06768742414340398,0.09375,0.8125,0.0,0.0,0.009868865556155747,5.9390944621462065,1.3379643825982297,14.911346047523857,0.07598913071890052,0.03780952674851971,1283.4647715091705,0.9586143377904364,1291.2130088806152,0.9644014630795371,823.0535042285919,0.6147351352654967,911.8876916766167,0.6810850091880247,1332.34375,0.9951218373634582,-32.60367923974991,-0.024351548307160794,-14.367521800100803,-0.010731040463150633,-12.77544604614377,-0.009541925905064901
vt1fcsf1,RodentEncDec_delay7_eff7-20260626-083702,emiwar-team/nnx-ppo-rodent-delays,714cc735,efference,7,7,43,,current_root,32,0.001,"(512, 512, 512, 512)","(512, 512, 512, 512)","(1024, 1024)",250,0.01,50,600064000,RodentEncDecDelays,,4261517,1121868,,old_eval,169,250,502,1923.8506058010123,463.1084748420759,455.7100591715976,4.557100591715976,0.9077889624932223,4.221654903335339,0.8757396449704142,0.027267415438550928,0.05917159763313609,0.07100591715976332,0.0,0.0,0.01008935702137361,4.026335337319489,1.3718855479927405,38.60210853946722,0.06611268075668793,0.032805247268668535,437.79496004454484,0.9606875056486149,445.8617424033803,0.9783890731178507,281.19977672283466,0.6170585245232625,323.64678178877523,0.7102032866623776,456.14792899408286,1.0009608517821205,-9.768587575861687,-0.02143597091892002,-5.221148680300402,-0.01145717232968601,-5.810796195233362,-0.012751081698298231
vt1fcsf1,RodentEncDec_delay7_eff7-20260626-083702,emiwar-team/nnx-ppo-rodent-delays,714cc735,efference,7,7,43,,current_root,32,0.001,"(512, 512, 512, 512)","(512, 512, 512, 512)","(1024, 1024)",250,0.01,50,600064000,RodentEncDecDelays,,4261517,1121868,,train,673,250,502,2012.2972305093797,343.5554301417467,470.739970282318,4.70739970282318,0.9377290244667689,4.2747532768516345,0.9167904903417533,0.017676321305017558,0.02823179791976226,0.0549777117384844,0.0,0.0,0.008800137979501502,3.2459609389363613,1.3475136794279863,37.78580694826738,0.05662728063758574,0.02752451532877595,455.7308095135625,0.96811581400289,463.73215140276113,0.9851131849386955,296.46468041804,0.6297843801966521,346.3859906940545,0.735832970559767,471.2109955423477,1.0010006060453018,-10.162874754080978,-0.021589147715640064,-5.271326332797267,-0.01119795782294816,-5.793153062086403,-0.012306482193581441
3wvxpgvg,RodentEncDec_delay7_eff7-20260629-093828,emiwar-team/nnx-ppo-rodent-delays,714cc735,efference,7,7,44,,current_root,32,0.001,"(512, 512, 512, 512)","(512, 512, 512, 512)","(1024, 1024)",250,0.01,50,600064000,RodentEncDecDelays,,4261517,1121868,,new_eval,32,1500,3002,7084.54752779007,4707.489917782309,1674.5625,16.745625,0.5578156229180546,4.230685643438253,0.3125,0.041055499570783416,0.125,0.5625,0.0,0.0,0.009130770236213743,5.040828104406837,1.2936262420035312,14.986628011916421,0.06555263901642443,0.03294621148999446,1615.437377691269,0.9646921973299108,1630.6468268632889,0.9737748378237832,1072.329670548439,0.640364077511851,1163.8040242791176,0.6949898999166156,1669.125,0.9967528832157653,-35.57590612396598,-0.02124489597967587,-16.811629336327314,-0.01003941586911645,-14.406564377248287,-0.008603181056095718
3wvxpgvg,RodentEncDec_delay7_eff7-20260629-093828,emiwar-team/nnx-ppo-rodent-delays,714cc735,efference,7,7,44,,current_root,32,0.001,"(512, 512, 512, 512)","(512, 512, 512, 512)","(1024, 1024)",250,0.01,50,600064000,RodentEncDecDelays,,4261517,1121868,,old_eval,169,250,502,1966.803121623203,425.5047056238906,463.8343195266272,4.638343195266272,0.9239727480610104,4.24031391991531,0.9053254437869822,0.02041128744195541,0.05917159763313609,0.03550295857988166,0.0,0.0,0.009358709919365913,3.624529727641188,1.3617360542542125,38.532783070755904,0.06441085609727323,0.032104422575931144,448.8140115512193,0.9676170836372412,455.6240239340878,0.9822990769615354,288.7300501151903,0.62248530986206,329.49336715280657,0.71036866674522,464.62721893491124,1.0017094453232638,-9.594999386714054,-0.020686264432753423,-5.252112201685031,-0.011323250524120658,-5.638415392333939,-0.012156097888764041
3wvxpgvg,RodentEncDec_delay7_eff7-20260629-093828,emiwar-team/nnx-ppo-rodent-delays,714cc735,efference,7,7,44,,current_root,32,0.001,"(512, 512, 512, 512)","(512, 512, 512, 512)","(1024, 1024)",250,0.01,50,600064000,RodentEncDecDelays,,4261517,1121868,,train,673,250,502,2035.8332216055928,323.24420114384174,475.4873699851412,4.754873699851412,0.947185995986337,4.28157160445547,0.9494799405646359,0.010624900391558837,0.03417533432392273,0.017830609212481426,0.0,0.0,0.008406844240665248,3.111273012671952,1.3332265249990765,37.47848021434168,0.057376306030652885,0.028204310092015343,461.62603463460573,0.9708481523894765,469.1532502337338,0.986678679285203,302.71341951605467,0.636638191936653,346.78934547415815,0.7293345046893573,476.2927191679049,1.0016937341212426,-9.873293863008847,-0.020764576487735907,-5.296411151694684,-0.011138910276124044,-5.571858519076592,-0.01171820508976024
5d5tvuuv,RodentEncDec_delay8_eff8-20260611-120725,emiwar-team/nnx-ppo-rodent-delays,1cd5838f,efference,8,8,42,,current_root,32,0.001,"(512, 512, 512, 512)","(512, 512, 512, 512)","(1024, 1024)",250,0.01,50,600064000,RodentEncDecDelays,,4280973,1141324,,new_eval,32,1500,3002,6740.710926055908,4488.440497862928,1625.0625,16.250625,0.5413266155896069,4.1479702633319695,0.28125,0.0442290681127649,0.125,0.59375,0.0,0.0,0.010049210679005938,5.561750616883934,1.3765465657138076,14.363625100666738,0.07061874506542978,0.035317068300075,1562.6548974514008,0.9615967985547638,1560.3903143405914,0.9602032625456507,976.4580237865448,0.6008741348634559,1083.553674697876,0.6667766160980737,1621.375,0.9977308565055191,-33.05799529701471,-0.020342599313573916,-16.389320142567158,-0.01008534757436539,-14.272344470024109,-0.0087826434183449
5d5tvuuv,RodentEncDec_delay8_eff8-20260611-120725,emiwar-team/nnx-ppo-rodent-delays,1cd5838f,efference,8,8,42,,current_root,32,0.001,"(512, 512, 512, 512)","(512, 512, 512, 512)","(1024, 1024)",250,0.01,50,600064000,RodentEncDecDelays,,4280973,1141324,,old_eval,169,250,502,1890.508926978478,517.0085824988579,450.0769230769231,4.50076923076923,0.8965675758504444,4.200412929536868,0.863905325443787,0.030238092107857963,0.05917159763313609,0.08284023668639054,0.0,0.0,0.011225603773906773,4.215136551127316,1.3868069534129297,38.79904614669863,0.0733559567663192,0.03619783914835829,431.6035510407397,0.9589550783677347,440.37503891442657,0.9784439422128773,275.7968597637831,0.6127771623533038,311.7918225011882,0.6927522974731579,450.56804733727813,1.0010912007151966,-8.784429997382079,-0.019517619204574777,-5.190578139039892,-0.011532646694158023,-5.6514606588690945,-0.012556655027396724
5d5tvuuv,RodentEncDec_delay8_eff8-20260611-120725,emiwar-team/nnx-ppo-rodent-delays,1cd5838f,efference,8,8,42,,current_root,32,0.001,"(512, 512, 512, 512)","(512, 512, 512, 512)","(1024, 1024)",250,0.01,50,600064000,RodentEncDecDelays,,4280973,1141324,,train,673,250,502,1972.5930724349455,408.61880608722606,463.9063893016345,4.639063893016345,0.9241163133498694,4.252136029866911,0.9063893016344725,0.020178790489704012,0.04309063893016345,0.0549777117384844,0.0,0.0,0.009412881073540743,3.34075568455796,1.3584543316832116,37.766979311855955,0.06170974125973308,0.02998467916095107,447.7382310666089,0.9651478000564614,457.0447332005267,0.9852089640079384,290.7187222371661,0.6266754003427601,332.77413461466955,0.7173303543321063,464.481426448737,1.0012395542729389,-9.135390336942177,-0.019692314112540268,-5.297212012366766,-0.011418708891552882,-5.731593839481008,-0.012355065529727581
jxz4a3jv,RodentEncDec_delay8_eff8-20260626-084226,emiwar-team/nnx-ppo-rodent-delays,714cc735,efference,8,8,43,,current_root,32,0.001,"(512, 512, 512, 512)","(512, 512, 512, 512)","(1024, 1024)",250,0.01,50,600064000,RodentEncDecDelays,,4280973,1141324,,new_eval,32,1500,3002,7443.079500198364,4362.117142624,1797.25,17.9725,0.5986842105263158,4.1413712617601135,0.28125,0.03999165391570455,0.15625,0.5625,0.0,0.0,0.010275592275866389,4.99079970095014,1.3707691315882444,14.691011470434969,0.07120836798710453,0.035686223728836064,1711.4684525728226,0.9522706649452344,1734.4325325489044,0.9650480080950922,1085.8384717702866,0.604166627775928,1200.6359560787678,0.6680405931722174,1785.78125,0.9936187230491028,-39.35532587766647,-0.021897524483330908,-19.786086816340685,-0.01100908989641991,-15.93576554581523,-0.008866749503861583
jxz4a3jv,RodentEncDec_delay8_eff8-20260626-084226,emiwar-team/nnx-ppo-rodent-delays,714cc735,efference,8,8,43,,current_root,32,0.001,"(512, 512, 512, 512)","(512, 512, 512, 512)","(1024, 1024)",250,0.01,50,600064000,RodentEncDecDelays,,4280973,1141324,,old_eval,169,250,502,1923.073780804696,482.18694517832444,454.9112426035503,4.549112426035503,0.906197694429383,4.227360418262144,0.8757396449704142,0.027315296566076997,0.08284023668639054,0.04142011834319527,0.0,0.0,0.010451313273441929,3.504087925265138,1.3753168022960693,38.604843352759396,0.06604138530506638,0.032449347147396695,437.7479304082295,0.9622710749088291,447.63278487166,0.9840002685134045,280.2129173053087,0.6159727240452285,322.4223053949119,0.7087587098301263,455.43195266272187,1.0011446409989593,-9.474921464920044,-0.02082806617548761,-5.39263628008803,-0.011854260293117546,-5.506537084043378,-0.012104640572363826
