condition,arm,budget,wandb_id,run_name,delay_k,step,probe,pathway,stage_index,stage_label,target,target_degenerate,test_r2,val_r2,lambda,n_train,n_test,n_features
pgfm_2g,implicit,2000000000,nsfdsuk2,RodentForwardModel_delay0_eff0_nodetach-20260813-064425,0,2000076800,layer::3/action/0/task_obs/2,encoder,2.0,enc 2,delta,True,,-inf,1.0,57804,24990,512
pgfm_2g,implicit,2000000000,nsfdsuk2,RodentForwardModel_delay0_eff0_nodetach-20260813-064425,0,2000076800,layer::3/action/0/task_obs/2,encoder,2.0,enc 2,proprio,False,0.1103938625032022,0.0694769152581139,1000.0,57804,24990,512
pgfm_2g,implicit,2000000000,nsfdsuk2,RodentForwardModel_delay0_eff0_nodetach-20260813-064425,0,2000076800,layer::3/action/0/task_obs/3,encoder,3.0,enc 3,delta,True,,-inf,1.0,57804,24990,512
pgfm_2g,implicit,2000000000,nsfdsuk2,RodentForwardModel_delay0_eff0_nodetach-20260813-064425,0,2000076800,layer::3/action/0/task_obs/3,encoder,3.0,enc 3,proprio,False,0.0985753624413358,0.047639521349891,1000.0,57804,24990,512
pgfm_2g,implicit,2000000000,nsfdsuk2,RodentForwardModel_delay0_eff0_nodetach-20260813-064425,0,2000076800,layer::3/action/0/task_obs/4,encoder,4.0,enc 4,delta,True,,-inf,1.0,57804,24990,512
pgfm_2g,implicit,2000000000,nsfdsuk2,RodentForwardModel_delay0_eff0_nodetach-20260813-064425,0,2000076800,layer::3/action/0/task_obs/4,encoder,4.0,enc 4,proprio,False,0.095439944267946,0.0608773260921154,1000.0,57804,24990,512
pgfm_2g,implicit,2000000000,nsfdsuk2,RodentForwardModel_delay0_eff0_nodetach-20260813-064425,0,2000076800,layer::3/action/0/task_obs/5,encoder,5.0,head (64),delta,True,,-inf,1.0,57804,24990,64
pgfm_2g,implicit,2000000000,nsfdsuk2,RodentForwardModel_delay0_eff0_nodetach-20260813-064425,0,2000076800,layer::3/action/0/task_obs/5,encoder,5.0,head (64),proprio,False,0.0845932806103688,0.0763102940336484,1000.0,57804,24990,64
pgfm_2g,implicit,2000000000,nsfdsuk2,RodentForwardModel_delay0_eff0_nodetach-20260813-064425,0,2000076800,layer::3/action/0/task_obs/6,encoder,6.0,latent z (32),delta,True,,-inf,1.0,57804,24990,32
pgfm_2g,implicit,2000000000,nsfdsuk2,RodentForwardModel_delay0_eff0_nodetach-20260813-064425,0,2000076800,layer::3/action/0/task_obs/6,encoder,6.0,latent z (32),proprio,False,0.02875470315449,0.0245343086959448,1000.0,57804,24990,32
pgfm_2g,implicit,2000000000,nsfdsuk2,RodentForwardModel_delay0_eff0_nodetach-20260813-064425,0,2000076800,layer::0/state/proprioception,preprocessing,,,delta,True,,-inf,1.0,57804,24990,277
pgfm_2g,implicit,2000000000,nsfdsuk2,RodentForwardModel_delay0_eff0_nodetach-20260813-064425,0,2000076800,layer::0/state/task_obs,preprocessing,,,delta,True,,-inf,1.0,57804,24990,640
pgfm_2g,implicit,2000000000,nsfdsuk2,RodentForwardModel_delay0_eff0_nodetach-20260813-064425,0,2000076800,layer::1/state/proprioception,preprocessing,,,delta,True,,-inf,1.0,57804,24990,277
pgfm_2g,implicit,2000000000,nsfdsuk2,RodentForwardModel_delay0_eff0_nodetach-20260813-064425,0,2000076800,layer::1/state/task_obs,preprocessing,,,delta,True,,-inf,1.0,57804,24990,640
pgfm_2g,implicit,2000000000,nsfdsuk2,RodentForwardModel_delay0_eff0_nodetach-20260813-064425,0,2000076800,layer::2/proprioception,preprocessing,,,delta,True,,-inf,1.0,57804,24990,277
pgfm_2g,implicit,2000000000,nsfdsuk2,RodentForwardModel_delay0_eff0_nodetach-20260813-064425,0,2000076800,layer::2/task_obs,preprocessing,,,delta,True,,-inf,1.0,57804,24990,640
pgfm_2g,implicit,2000000000,nsfdsuk2,RodentForwardModel_delay0_eff0_nodetach-20260813-064425,0,2000076800,layer::0/state/proprioception,preprocessing,,,proprio,False,0.9999999426353584,0.9999999370921456,1.0,57804,24990,277
pgfm_2g,implicit,2000000000,nsfdsuk2,RodentForwardModel_delay0_eff0_nodetach-20260813-064425,0,2000076800,layer::0/state/task_obs,preprocessing,,,proprio,False,0.1289975723967745,0.1186031494618676,100.0,57804,24990,640
pgfm_2g,implicit,2000000000,nsfdsuk2,RodentForwardModel_delay0_eff0_nodetach-20260813-064425,0,2000076800,layer::1/state/proprioception,preprocessing,,,proprio,False,0.9999999512774512,0.999999944591205,1.0,57804,24990,277
pgfm_2g,implicit,2000000000,nsfdsuk2,RodentForwardModel_delay0_eff0_nodetach-20260813-064425,0,2000076800,layer::1/state/task_obs,preprocessing,,,proprio,False,0.1290422294912838,0.1186360022444423,100.0,57804,24990,640
pgfm_2g,implicit,2000000000,nsfdsuk2,RodentForwardModel_delay0_eff0_nodetach-20260813-064425,0,2000076800,layer::2/proprioception,preprocessing,,,proprio,False,0.9999999512774512,0.999999944591205,1.0,57804,24990,277
pgfm_2g,implicit,2000000000,nsfdsuk2,RodentForwardModel_delay0_eff0_nodetach-20260813-064425,0,2000076800,layer::2/task_obs,preprocessing,,,proprio,False,0.1290422294912838,0.1186360022444423,100.0,57804,24990,640
pgfm_2g,implicit,2000000000,nsfdsuk2,RodentForwardModel_delay0_eff0_nodetach-20260813-064425,0,2000076800,input::current_proprio,reference,,,delta,True,,-inf,1.0,57804,24990,277
pgfm_2g,implicit,2000000000,nsfdsuk2,RodentForwardModel_delay0_eff0_nodetach-20260813-064425,0,2000076800,input::delayed_proprio,reference,,,delta,True,,-inf,1.0,57804,24990,277
pgfm_2g,implicit,2000000000,nsfdsuk2,RodentForwardModel_delay0_eff0_nodetach-20260813-064425,0,2000076800,layer::3/action/0/proprioception,reference,,,delta,True,,-inf,1.0,57804,24990,277
pgfm_2g,implicit,2000000000,nsfdsuk2,RodentForwardModel_delay0_eff0_nodetach-20260813-064425,0,2000076800,input::current_proprio,reference,,,proprio,False,0.9999999939884048,0.9999999891077826,1.0,57804,24990,277
pgfm_2g,implicit,2000000000,nsfdsuk2,RodentForwardModel_delay0_eff0_nodetach-20260813-064425,0,2000076800,input::delayed_proprio,reference,,,proprio,False,0.9999999939884048,0.9999999891077826,1.0,57804,24990,277
pgfm_2g,implicit,2000000000,nsfdsuk2,RodentForwardModel_delay0_eff0_nodetach-20260813-064425,0,2000076800,layer::3/action/0/proprioception,reference,,,proprio,False,0.9999999512774512,0.999999944591205,1.0,57804,24990,277
pgfm_2g,implicit,2000000000,1dbmh27r,RodentForwardModel_delay10_eff10_nodetach-20260813-064420,10,2000076800,input::delayed_plus_efference,actor,0.0,"input
(delayed+eff)",delta,False,0.8592832100165261,0.8280145431833326,100.0,53958,23145,657
pgfm_2g,implicit,2000000000,1dbmh27r,RodentForwardModel_delay10_eff10_nodetach-20260813-064420,10,2000076800,input::delayed_plus_efference,actor,0.0,"input
(delayed+eff)",proprio,False,0.7397944315732272,0.6929130111056976,100.0,53958,23145,657
pgfm_2g,implicit,2000000000,1dbmh27r,RodentForwardModel_delay10_eff10_nodetach-20260813-064420,10,2000076800,layer::3/action/1/predictor/0,actor,1.0,pred 1,delta,False,0.5762615413771117,0.5179698498220913,1000.0,53958,23145,512
pgfm_2g,implicit,2000000000,1dbmh27r,RodentForwardModel_delay10_eff10_nodetach-20260813-064420,10,2000076800,layer::3/action/1/predictor/0,actor,1.0,pred 1,proprio,False,0.628796117322062,0.575955928663995,1000.0,53958,23145,512
pgfm_2g,implicit,2000000000,1dbmh27r,RodentForwardModel_delay10_eff10_nodetach-20260813-064420,10,2000076800,layer::3/action/1/predictor/1,actor,2.0,pred 2,delta,False,0.3894251354289963,0.3384311649061028,1000.0,53958,23145,512
pgfm_2g,implicit,2000000000,1dbmh27r,RodentForwardModel_delay10_eff10_nodetach-20260813-064420,10,2000076800,layer::3/action/1/predictor/1,actor,2.0,pred 2,proprio,False,0.581068478693882,0.5358764186487379,1000.0,53958,23145,512
pgfm_2g,implicit,2000000000,1dbmh27r,RodentForwardModel_delay10_eff10_nodetach-20260813-064420,10,2000076800,layer::3/action/1/predictor/2,actor,3.0,pred 3,delta,False,0.3226963419315154,0.2734992434755701,1000.0,53958,23145,512
pgfm_2g,implicit,2000000000,1dbmh27r,RodentForwardModel_delay10_eff10_nodetach-20260813-064420,10,2000076800,layer::3/action/1/predictor/2,actor,3.0,pred 3,proprio,False,0.5544272117019516,0.5166508073248213,1000.0,53958,23145,512
pgfm_2g,implicit,2000000000,1dbmh27r,RodentForwardModel_delay10_eff10_nodetach-20260813-064420,10,2000076800,layer::3/action/1/predictor/3,actor,4.0,pred 4,delta,False,0.2970974912109673,0.2543310527433956,1000.0,53958,23145,512
pgfm_2g,implicit,2000000000,1dbmh27r,RodentForwardModel_delay10_eff10_nodetach-20260813-064420,10,2000076800,layer::3/action/1/predictor/3,actor,4.0,pred 4,proprio,False,0.5371022474102701,0.5007834568775678,1000.0,53958,23145,512
pgfm_2g,implicit,2000000000,1dbmh27r,RodentForwardModel_delay10_eff10_nodetach-20260813-064420,10,2000076800,layer::3/action/1/predictor/4,actor,5.0,p̂ (277),delta,False,0.2766805160515281,0.2313720420947554,100.0,53958,23145,277
pgfm_2g,implicit,2000000000,1dbmh27r,RodentForwardModel_delay10_eff10_nodetach-20260813-064420,10,2000076800,layer::3/action/1/predictor/4,actor,5.0,p̂ (277),proprio,False,0.5086763253124863,0.4759682264881888,100.0,53958,23145,277
pgfm_2g,implicit,2000000000,1dbmh27r,RodentForwardModel_delay10_eff10_nodetach-20260813-064420,10,2000076800,layer::3/action/1/decoder/0,actor,6.0,dec 1,delta,False,0.2686517808531585,0.2194787221355751,1000.0,53958,23145,512
pgfm_2g,implicit,2000000000,1dbmh27r,RodentForwardModel_delay10_eff10_nodetach-20260813-064420,10,2000076800,layer::3/action/1/decoder/0,actor,6.0,dec 1,proprio,False,0.5166294286721004,0.477696890899048,1000.0,53958,23145,512
pgfm_2g,implicit,2000000000,1dbmh27r,RodentForwardModel_delay10_eff10_nodetach-20260813-064420,10,2000076800,layer::3/action/1/decoder/1,actor,7.0,dec 2,delta,False,0.2484446343136042,0.2117017165778345,1000.0,53958,23145,512
pgfm_2g,implicit,2000000000,1dbmh27r,RodentForwardModel_delay10_eff10_nodetach-20260813-064420,10,2000076800,layer::3/action/1/decoder/1,actor,7.0,dec 2,proprio,False,0.4981918152221538,0.4651032874771572,1000.0,53958,23145,512
pgfm_2g,implicit,2000000000,1dbmh27r,RodentForwardModel_delay10_eff10_nodetach-20260813-064420,10,2000076800,layer::3/action/1/decoder/2,actor,8.0,dec 3,delta,False,0.2347602428969036,0.1994054979573754,1000.0,53958,23145,512
pgfm_2g,implicit,2000000000,1dbmh27r,RodentForwardModel_delay10_eff10_nodetach-20260813-064420,10,2000076800,layer::3/action/1/decoder/2,actor,8.0,dec 3,proprio,False,0.4712317842669034,0.4360623645227562,1000.0,53958,23145,512
pgfm_2g,implicit,2000000000,1dbmh27r,RodentForwardModel_delay10_eff10_nodetach-20260813-064420,10,2000076800,layer::3/action/1/decoder/3,actor,9.0,dec 4,delta,False,0.223571711922088,0.1939823732482882,1000.0,53958,23145,512
pgfm_2g,implicit,2000000000,1dbmh27r,RodentForwardModel_delay10_eff10_nodetach-20260813-064420,10,2000076800,layer::3/action/1/decoder/3,actor,9.0,dec 4,proprio,False,0.4523691521991967,0.4313690158129073,1000.0,53958,23145,512
pgfm_2g,implicit,2000000000,1dbmh27r,RodentForwardModel_delay10_eff10_nodetach-20260813-064420,10,2000076800,layer::3/action/1/decoder/4,actor,10.0,head (76),delta,False,0.1795628690871772,0.1598616286011279,100.0,53958,23145,76
pgfm_2g,implicit,2000000000,1dbmh27r,RodentForwardModel_delay10_eff10_nodetach-20260813-064420,10,2000076800,layer::3/action/1/decoder/4,actor,10.0,head (76),proprio,False,0.3785374208258083,0.3684619102810195,100.0,53958,23145,76
pgfm_2g,implicit,2000000000,1dbmh27r,RodentForwardModel_delay10_eff10_nodetach-20260813-064420,10,2000076800,layer::3/action/1/decoder/5/action,actor,11.0,action (38),delta,False,0.1594707147342572,0.1452848775711001,1000.0,53958,23145,38
pgfm_2g,implicit,2000000000,1dbmh27r,RodentForwardModel_delay10_eff10_nodetach-20260813-064420,10,2000076800,layer::3/action/1/decoder/5/action,actor,11.0,action (38),proprio,False,0.3460764197726143,0.3437559896063749,1000.0,53958,23145,38
pgfm_2g,implicit,2000000000,1dbmh27r,RodentForwardModel_delay10_eff10_nodetach-20260813-064420,10,2000076800,layer::3/value/0,critic,0.0,critic in (917),delta,False,0.5160643362011785,0.4945646217869716,1000.0,53958,23145,917
pgfm_2g,implicit,2000000000,1dbmh27r,RodentForwardModel_delay10_eff10_nodetach-20260813-064420,10,2000076800,layer::3/value/0,critic,0.0,critic in (917),proprio,False,0.999999950354823,0.999999943088164,1.0,53958,23145,917
pgfm_2g,implicit,2000000000,1dbmh27r,RodentForwardModel_delay10_eff10_nodetach-20260813-064420,10,2000076800,layer::3/value/1,critic,1.0,critic 1,delta,False,0.1632334967742764,0.0306475666180725,1000.0,53958,23145,1024
pgfm_2g,implicit,2000000000,1dbmh27r,RodentForwardModel_delay10_eff10_nodetach-20260813-064420,10,2000076800,layer::3/value/1,critic,1.0,critic 1,proprio,False,0.332975588299325,0.1581758160707534,1000.0,53958,23145,1024
pgfm_2g,implicit,2000000000,1dbmh27r,RodentForwardModel_delay10_eff10_nodetach-20260813-064420,10,2000076800,layer::3/value/2,critic,2.0,critic 2,delta,False,-0.0458178819274359,-0.0976612893343948,1000.0,53958,23145,1024
pgfm_2g,implicit,2000000000,1dbmh27r,RodentForwardModel_delay10_eff10_nodetach-20260813-064420,10,2000076800,layer::3/value/2,critic,2.0,critic 2,proprio,False,-0.0035167581367201,-0.01869569600025,1000.0,53958,23145,1024
pgfm_2g,implicit,2000000000,1dbmh27r,RodentForwardModel_delay10_eff10_nodetach-20260813-064420,10,2000076800,layer::3/value/3,critic,3.0,value (1),delta,False,3.0354082784733727e-05,-1.9847224693503307e-05,1000.0,53958,23145,1
pgfm_2g,implicit,2000000000,1dbmh27r,RodentForwardModel_delay10_eff10_nodetach-20260813-064420,10,2000076800,layer::3/value/3,critic,3.0,value (1),proprio,False,0.0050074407948546,0.0073060780590722,1.0,53958,23145,1
pgfm_2g,implicit,2000000000,1dbmh27r,RodentForwardModel_delay10_eff10_nodetach-20260813-064420,10,2000076800,layer::3/action/1/decoder/5/log_likelihood,diagnostic,,,delta,False,4.64144440465164e-05,-3.0892636696977505e-05,1000.0,53958,23145,1
pgfm_2g,implicit,2000000000,1dbmh27r,RodentForwardModel_delay10_eff10_nodetach-20260813-064420,10,2000076800,layer::3/action/1/decoder/5/log_likelihood,diagnostic,,,proprio,False,0.0020991881817805,0.0006708744168832,1000.0,53958,23145,1
pgfm_2g,implicit,2000000000,1dbmh27r,RodentForwardModel_delay10_eff10_nodetach-20260813-064420,10,2000076800,layer::3/action/0/task_obs/0,encoder,0.0,task_obs (640),delta,False,0.0123010321994182,0.0035631808784588,1000.0,53958,23145,640
pgfm_2g,implicit,2000000000,1dbmh27r,RodentForwardModel_delay10_eff10_nodetach-20260813-064420,10,2000076800,layer::3/action/0/task_obs/0,encoder,0.0,task_obs (640),proprio,False,0.0718622161788985,0.0658172312307442,1000.0,53958,23145,640
pgfm_2g,implicit,2000000000,1dbmh27r,RodentForwardModel_delay10_eff10_nodetach-20260813-064420,10,2000076800,layer::3/action/0/task_obs/1,encoder,1.0,enc 1,delta,False,0.0012782441528239,-0.0267083239778118,1000.0,53958,23145,512
pgfm_2g,implicit,2000000000,1dbmh27r,RodentForwardModel_delay10_eff10_nodetach-20260813-064420,10,2000076800,layer::3/action/0/task_obs/1,encoder,1.0,enc 1,proprio,False,0.0611404052640849,0.0269075161267444,1000.0,53958,23145,512
pgfm_2g,implicit,2000000000,1dbmh27r,RodentForwardModel_delay10_eff10_nodetach-20260813-064420,10,2000076800,layer::3/action/0/task_obs/2,encoder,2.0,enc 2,delta,False,-0.0040162948425361,-0.0571707936525469,1000.0,53958,23145,512
pgfm_2g,implicit,2000000000,1dbmh27r,RodentForwardModel_delay10_eff10_nodetach-20260813-064420,10,2000076800,layer::3/action/0/task_obs/2,encoder,2.0,enc 2,proprio,False,0.049470652894955,-0.009180475921946,1000.0,53958,23145,512
pgfm_2g,implicit,2000000000,1dbmh27r,RodentForwardModel_delay10_eff10_nodetach-20260813-064420,10,2000076800,layer::3/action/0/task_obs/3,encoder,3.0,enc 3,delta,False,0.0012859531262295,-0.0229855023789919,1000.0,53958,23145,512
pgfm_2g,implicit,2000000000,1dbmh27r,RodentForwardModel_delay10_eff10_nodetach-20260813-064420,10,2000076800,layer::3/action/0/task_obs/3,encoder,3.0,enc 3,proprio,False,0.0658138286331762,0.0409926446382372,1000.0,53958,23145,512
pgfm_2g,implicit,2000000000,1dbmh27r,RodentForwardModel_delay10_eff10_nodetach-20260813-064420,10,2000076800,layer::3/action/0/task_obs/4,encoder,4.0,enc 4,delta,False,0.0033759682390295,-0.0301093616597525,1000.0,53958,23145,512
pgfm_2g,implicit,2000000000,1dbmh27r,RodentForwardModel_delay10_eff10_nodetach-20260813-064420,10,2000076800,layer::3/action/0/task_obs/4,encoder,4.0,enc 4,proprio,False,0.0660006557133198,0.033561047146254,1000.0,53958,23145,512
pgfm_2g,implicit,2000000000,1dbmh27r,RodentForwardModel_delay10_eff10_nodetach-20260813-064420,10,2000076800,layer::3/action/0/task_obs/5,encoder,5.0,head (64),delta,False,0.0190299220590668,0.008593675707739,1000.0,53958,23145,64
pgfm_2g,implicit,2000000000,1dbmh27r,RodentForwardModel_delay10_eff10_nodetach-20260813-064420,10,2000076800,layer::3/action/0/task_obs/5,encoder,5.0,head (64),proprio,False,0.0749686524645921,0.0632353812021326,1000.0,53958,23145,64
pgfm_2g,implicit,2000000000,1dbmh27r,RodentForwardModel_delay10_eff10_nodetach-20260813-064420,10,2000076800,layer::3/action/0/task_obs/6,encoder,6.0,latent z (32),delta,False,0.0125294105365606,0.0084648413317937,1000.0,53958,23145,32
pgfm_2g,implicit,2000000000,1dbmh27r,RodentForwardModel_delay10_eff10_nodetach-20260813-064420,10,2000076800,layer::3/action/0/task_obs/6,encoder,6.0,latent z (32),proprio,False,0.039663827048449,0.0330859214400821,1000.0,53958,23145,32
pgfm_2g,implicit,2000000000,1dbmh27r,RodentForwardModel_delay10_eff10_nodetach-20260813-064420,10,2000076800,layer::0/state/proprioception,preprocessing,,,delta,False,0.5163732974009517,0.496214702789536,100.0,53958,23145,277
pgfm_2g,implicit,2000000000,1dbmh27r,RodentForwardModel_delay10_eff10_nodetach-20260813-064420,10,2000076800,layer::0/state/task_obs,preprocessing,,,delta,False,0.0122987034470353,0.0035611098637082,1000.0,53958,23145,640
pgfm_2g,implicit,2000000000,1dbmh27r,RodentForwardModel_delay10_eff10_nodetach-20260813-064420,10,2000076800,layer::1/state/proprioception,preprocessing,,,delta,False,0.5163700050268931,0.4962119414365352,100.0,53958,23145,277
pgfm_2g,implicit,2000000000,1dbmh27r,RodentForwardModel_delay10_eff10_nodetach-20260813-064420,10,2000076800,layer::1/state/task_obs,preprocessing,,,delta,False,0.0123010321994182,0.0035631808784588,1000.0,53958,23145,640
pgfm_2g,implicit,2000000000,1dbmh27r,RodentForwardModel_delay10_eff10_nodetach-20260813-064420,10,2000076800,layer::2/proprioception,preprocessing,,,delta,False,0.5163700050268931,0.4962119414365352,100.0,53958,23145,277
pgfm_2g,implicit,2000000000,1dbmh27r,RodentForwardModel_delay10_eff10_nodetach-20260813-064420,10,2000076800,layer::2/task_obs,preprocessing,,,delta,False,0.0123010321994182,0.0035631808784588,1000.0,53958,23145,640
pgfm_2g,implicit,2000000000,1dbmh27r,RodentForwardModel_delay10_eff10_nodetach-20260813-064420,10,2000076800,layer::0/state/proprioception,preprocessing,,,proprio,False,0.9999999491476658,0.9999999429907568,1.0,53958,23145,277
pgfm_2g,implicit,2000000000,1dbmh27r,RodentForwardModel_delay10_eff10_nodetach-20260813-064420,10,2000076800,layer::0/state/task_obs,preprocessing,,,proprio,False,0.0718592471351139,0.0658215435548197,1000.0,53958,23145,640
pgfm_2g,implicit,2000000000,1dbmh27r,RodentForwardModel_delay10_eff10_nodetach-20260813-064420,10,2000076800,layer::1/state/proprioception,preprocessing,,,proprio,False,0.9999999529543928,0.9999999464717758,1.0,53958,23145,277
pgfm_2g,implicit,2000000000,1dbmh27r,RodentForwardModel_delay10_eff10_nodetach-20260813-064420,10,2000076800,layer::1/state/task_obs,preprocessing,,,proprio,False,0.0718622161788985,0.0658172312307442,1000.0,53958,23145,640
pgfm_2g,implicit,2000000000,1dbmh27r,RodentForwardModel_delay10_eff10_nodetach-20260813-064420,10,2000076800,layer::2/proprioception,preprocessing,,,proprio,False,0.9999999529543928,0.9999999464717758,1.0,53958,23145,277
pgfm_2g,implicit,2000000000,1dbmh27r,RodentForwardModel_delay10_eff10_nodetach-20260813-064420,10,2000076800,layer::2/task_obs,preprocessing,,,proprio,False,0.0718622161788985,0.0658172312307442,1000.0,53958,23145,640
pgfm_2g,implicit,2000000000,1dbmh27r,RodentForwardModel_delay10_eff10_nodetach-20260813-064420,10,2000076800,input::current_proprio,reference,,,delta,False,0.5163697641214742,0.4962097841295033,100.0,53958,23145,277
pgfm_2g,implicit,2000000000,1dbmh27r,RodentForwardModel_delay10_eff10_nodetach-20260813-064420,10,2000076800,input::delayed_proprio,reference,,,delta,False,0.5083493803109607,0.4845031575208641,1000.0,53958,23145,277
pgfm_2g,implicit,2000000000,1dbmh27r,RodentForwardModel_delay10_eff10_nodetach-20260813-064420,10,2000076800,layer::3/action/0/proprioception,reference,,,delta,False,0.5163700050268931,0.4962119414365352,100.0,53958,23145,277
pgfm_2g,implicit,2000000000,1dbmh27r,RodentForwardModel_delay10_eff10_nodetach-20260813-064420,10,2000076800,layer::3/action/1/delay,reference,,,delta,False,0.5083485371419945,0.4845026829133171,1000.0,53958,23145,277
pgfm_2g,implicit,2000000000,1dbmh27r,RodentForwardModel_delay10_eff10_nodetach-20260813-064420,10,2000076800,input::current_proprio,reference,,,proprio,False,0.9999999960477344,0.9999999906555224,1.0,53958,23145,277
pgfm_2g,implicit,2000000000,1dbmh27r,RodentForwardModel_delay10_eff10_nodetach-20260813-064420,10,2000076800,input::delayed_proprio,reference,,,proprio,False,0.0923902591314611,0.0812564295019334,1000.0,53958,23145,277
pgfm_2g,implicit,2000000000,1dbmh27r,RodentForwardModel_delay10_eff10_nodetach-20260813-064420,10,2000076800,layer::3/action/0/proprioception,reference,,,proprio,False,0.9999999529543928,0.9999999464717758,1.0,53958,23145,277
pgfm_2g,implicit,2000000000,1dbmh27r,RodentForwardModel_delay10_eff10_nodetach-20260813-064420,10,2000076800,layer::3/action/1/delay,reference,,,proprio,False,0.0923910013924073,0.0812547353746181,1000.0,53958,23145,277
pgfm_2g,implicit,2000000000,x1wjdvt9,RodentForwardModel_delay20_eff20_nodetach-20260813-070304,20,2000076800,input::delayed_plus_efference,actor,0.0,"input
(delayed+eff)",delta,False,0.839622858204108,0.7998936506481527,100.0,44646,18308,1037
pgfm_2g,implicit,2000000000,x1wjdvt9,RodentForwardModel_delay20_eff20_nodetach-20260813-070304,20,2000076800,input::delayed_plus_efference,actor,0.0,"input
(delayed+eff)",proprio,False,0.6973033485307475,0.6289369233682787,1000.0,44646,18308,1037
pgfm_2g,implicit,2000000000,x1wjdvt9,RodentForwardModel_delay20_eff20_nodetach-20260813-070304,20,2000076800,layer::3/action/1/predictor/0,actor,1.0,pred 1,delta,False,0.489917024848568,0.3815067699473324,1000.0,44646,18308,512
pgfm_2g,implicit,2000000000,x1wjdvt9,RodentForwardModel_delay20_eff20_nodetach-20260813-070304,20,2000076800,layer::3/action/1/predictor/0,actor,1.0,pred 1,proprio,False,0.5571542748844972,0.4776479969577456,1000.0,44646,18308,512
pgfm_2g,implicit,2000000000,x1wjdvt9,RodentForwardModel_delay20_eff20_nodetach-20260813-070304,20,2000076800,layer::3/action/1/predictor/1,actor,2.0,pred 2,delta,False,0.3450167988960189,0.2394379329678108,1000.0,44646,18308,512
pgfm_2g,implicit,2000000000,x1wjdvt9,RodentForwardModel_delay20_eff20_nodetach-20260813-070304,20,2000076800,layer::3/action/1/predictor/1,actor,2.0,pred 2,proprio,False,0.5205683403861101,0.4250699066979934,1000.0,44646,18308,512
pgfm_2g,implicit,2000000000,x1wjdvt9,RodentForwardModel_delay20_eff20_nodetach-20260813-070304,20,2000076800,layer::3/action/1/predictor/2,actor,3.0,pred 3,delta,False,0.2876480090557584,0.1913201796610717,1000.0,44646,18308,512
pgfm_2g,implicit,2000000000,x1wjdvt9,RodentForwardModel_delay20_eff20_nodetach-20260813-070304,20,2000076800,layer::3/action/1/predictor/2,actor,3.0,pred 3,proprio,False,0.4941275372751554,0.376309498098306,1000.0,44646,18308,512
pgfm_2g,implicit,2000000000,x1wjdvt9,RodentForwardModel_delay20_eff20_nodetach-20260813-070304,20,2000076800,layer::3/action/1/predictor/3,actor,4.0,pred 4,delta,False,0.2582830875963805,0.1664291309019261,1000.0,44646,18308,512
pgfm_2g,implicit,2000000000,x1wjdvt9,RodentForwardModel_delay20_eff20_nodetach-20260813-070304,20,2000076800,layer::3/action/1/predictor/3,actor,4.0,pred 4,proprio,False,0.4680164118199941,0.3902255895460115,1000.0,44646,18308,512
pgfm_2g,implicit,2000000000,x1wjdvt9,RodentForwardModel_delay20_eff20_nodetach-20260813-070304,20,2000076800,layer::3/action/1/predictor/4,actor,5.0,p̂ (277),delta,False,0.2388131744673782,0.1743536760189867,1000.0,44646,18308,277
pgfm_2g,implicit,2000000000,x1wjdvt9,RodentForwardModel_delay20_eff20_nodetach-20260813-070304,20,2000076800,layer::3/action/1/predictor/4,actor,5.0,p̂ (277),proprio,False,0.4416863619039838,0.3665386112344209,1000.0,44646,18308,277
pgfm_2g,implicit,2000000000,x1wjdvt9,RodentForwardModel_delay20_eff20_nodetach-20260813-070304,20,2000076800,layer::3/action/1/decoder/0,actor,6.0,dec 1,delta,False,0.2519518876871474,0.1768457414020412,1000.0,44646,18308,512
pgfm_2g,implicit,2000000000,x1wjdvt9,RodentForwardModel_delay20_eff20_nodetach-20260813-070304,20,2000076800,layer::3/action/1/decoder/0,actor,6.0,dec 1,proprio,False,0.4772407579464647,0.3813144206771485,1000.0,44646,18308,512
pgfm_2g,implicit,2000000000,x1wjdvt9,RodentForwardModel_delay20_eff20_nodetach-20260813-070304,20,2000076800,layer::3/action/1/decoder/1,actor,7.0,dec 2,delta,False,0.2324160901233674,0.1738840134343948,1000.0,44646,18308,512
pgfm_2g,implicit,2000000000,x1wjdvt9,RodentForwardModel_delay20_eff20_nodetach-20260813-070304,20,2000076800,layer::3/action/1/decoder/1,actor,7.0,dec 2,proprio,False,0.4579552894670012,0.3859529753631719,1000.0,44646,18308,512
pgfm_2g,implicit,2000000000,x1wjdvt9,RodentForwardModel_delay20_eff20_nodetach-20260813-070304,20,2000076800,layer::3/action/1/decoder/2,actor,8.0,dec 3,delta,False,0.2247572289366399,0.1514711431433688,1000.0,44646,18308,512
pgfm_2g,implicit,2000000000,x1wjdvt9,RodentForwardModel_delay20_eff20_nodetach-20260813-070304,20,2000076800,layer::3/action/1/decoder/2,actor,8.0,dec 3,proprio,False,0.4362564880601196,0.3406275922368567,1000.0,44646,18308,512
pgfm_2g,implicit,2000000000,x1wjdvt9,RodentForwardModel_delay20_eff20_nodetach-20260813-070304,20,2000076800,layer::3/action/1/decoder/3,actor,9.0,dec 4,delta,False,0.2185975247397688,0.170355160138511,1000.0,44646,18308,512
