condition,arm,budget,wandb_id,run_name,delay_k,step,probe,pathway,stage_index,stage_label,target,target_degenerate,test_r2,val_r2,lambda,n_train,n_test,n_features
expfm_2g,explicit,2000000000,dgv264dt,RodentForwardModel_delay0_eff0-20260813-073550,0,2000076800,layer::3/action/0/task_obs/0,encoder,0.0,task_obs (640),proprio,False,0.1035274138759243,0.1023492039834588,100.0,57820,24990,640
expfm_2g,explicit,2000000000,dgv264dt,RodentForwardModel_delay0_eff0-20260813-073550,0,2000076800,layer::3/action/0/task_obs/1,encoder,1.0,enc 1,delta,True,,-inf,1.0,57820,24990,512
expfm_2g,explicit,2000000000,dgv264dt,RodentForwardModel_delay0_eff0-20260813-073550,0,2000076800,layer::3/action/0/task_obs/1,encoder,1.0,enc 1,proprio,False,0.0896775972232947,0.0587857845131264,1000.0,57820,24990,512
expfm_2g,explicit,2000000000,dgv264dt,RodentForwardModel_delay0_eff0-20260813-073550,0,2000076800,layer::3/action/0/task_obs/2,encoder,2.0,enc 2,delta,True,,-inf,1.0,57820,24990,512
expfm_2g,explicit,2000000000,dgv264dt,RodentForwardModel_delay0_eff0-20260813-073550,0,2000076800,layer::3/action/0/task_obs/2,encoder,2.0,enc 2,proprio,False,0.0901603663886029,0.05669538677659,1000.0,57820,24990,512
expfm_2g,explicit,2000000000,dgv264dt,RodentForwardModel_delay0_eff0-20260813-073550,0,2000076800,layer::3/action/0/task_obs/3,encoder,3.0,enc 3,delta,True,,-inf,1.0,57820,24990,512
expfm_2g,explicit,2000000000,dgv264dt,RodentForwardModel_delay0_eff0-20260813-073550,0,2000076800,layer::3/action/0/task_obs/3,encoder,3.0,enc 3,proprio,False,0.0882215502858175,0.0604670369937303,1000.0,57820,24990,512
expfm_2g,explicit,2000000000,dgv264dt,RodentForwardModel_delay0_eff0-20260813-073550,0,2000076800,layer::3/action/0/task_obs/4,encoder,4.0,enc 4,delta,True,,-inf,1.0,57820,24990,512
expfm_2g,explicit,2000000000,dgv264dt,RodentForwardModel_delay0_eff0-20260813-073550,0,2000076800,layer::3/action/0/task_obs/4,encoder,4.0,enc 4,proprio,False,0.0832840445564809,0.0573630912483469,1000.0,57820,24990,512
expfm_2g,explicit,2000000000,dgv264dt,RodentForwardModel_delay0_eff0-20260813-073550,0,2000076800,layer::3/action/0/task_obs/5,encoder,5.0,head (64),delta,True,,-inf,1.0,57820,24990,64
expfm_2g,explicit,2000000000,dgv264dt,RodentForwardModel_delay0_eff0-20260813-073550,0,2000076800,layer::3/action/0/task_obs/5,encoder,5.0,head (64),proprio,False,0.0689248866558784,0.0641607694854012,1000.0,57820,24990,64
expfm_2g,explicit,2000000000,dgv264dt,RodentForwardModel_delay0_eff0-20260813-073550,0,2000076800,layer::3/action/0/task_obs/6,encoder,6.0,latent z (32),delta,True,,-inf,1.0,57820,24990,32
expfm_2g,explicit,2000000000,dgv264dt,RodentForwardModel_delay0_eff0-20260813-073550,0,2000076800,layer::3/action/0/task_obs/6,encoder,6.0,latent z (32),proprio,False,0.0246927742681799,0.021012362259577,1000.0,57820,24990,32
expfm_2g,explicit,2000000000,dgv264dt,RodentForwardModel_delay0_eff0-20260813-073550,0,2000076800,layer::0/state/proprioception,preprocessing,,,delta,True,,-inf,1.0,57820,24990,277
expfm_2g,explicit,2000000000,dgv264dt,RodentForwardModel_delay0_eff0-20260813-073550,0,2000076800,layer::0/state/task_obs,preprocessing,,,delta,True,,-inf,1.0,57820,24990,640
expfm_2g,explicit,2000000000,dgv264dt,RodentForwardModel_delay0_eff0-20260813-073550,0,2000076800,layer::1/state/proprioception,preprocessing,,,delta,True,,-inf,1.0,57820,24990,277
expfm_2g,explicit,2000000000,dgv264dt,RodentForwardModel_delay0_eff0-20260813-073550,0,2000076800,layer::1/state/task_obs,preprocessing,,,delta,True,,-inf,1.0,57820,24990,640
expfm_2g,explicit,2000000000,dgv264dt,RodentForwardModel_delay0_eff0-20260813-073550,0,2000076800,layer::2/proprioception,preprocessing,,,delta,True,,-inf,1.0,57820,24990,277
expfm_2g,explicit,2000000000,dgv264dt,RodentForwardModel_delay0_eff0-20260813-073550,0,2000076800,layer::2/task_obs,preprocessing,,,delta,True,,-inf,1.0,57820,24990,640
expfm_2g,explicit,2000000000,dgv264dt,RodentForwardModel_delay0_eff0-20260813-073550,0,2000076800,layer::0/state/proprioception,preprocessing,,,proprio,False,0.9999999447061328,0.9999999391926948,1.0,57820,24990,277
expfm_2g,explicit,2000000000,dgv264dt,RodentForwardModel_delay0_eff0-20260813-073550,0,2000076800,layer::0/state/task_obs,preprocessing,,,proprio,False,0.103453459212197,0.1023231627885529,100.0,57820,24990,640
expfm_2g,explicit,2000000000,dgv264dt,RodentForwardModel_delay0_eff0-20260813-073550,0,2000076800,layer::1/state/proprioception,preprocessing,,,proprio,False,0.9999999516646978,0.9999999470709336,1.0,57820,24990,277
expfm_2g,explicit,2000000000,dgv264dt,RodentForwardModel_delay0_eff0-20260813-073550,0,2000076800,layer::1/state/task_obs,preprocessing,,,proprio,False,0.1035274138759243,0.1023492039834588,100.0,57820,24990,640
expfm_2g,explicit,2000000000,dgv264dt,RodentForwardModel_delay0_eff0-20260813-073550,0,2000076800,layer::2/proprioception,preprocessing,,,proprio,False,0.9999999516646978,0.9999999470709336,1.0,57820,24990,277
expfm_2g,explicit,2000000000,dgv264dt,RodentForwardModel_delay0_eff0-20260813-073550,0,2000076800,layer::2/task_obs,preprocessing,,,proprio,False,0.1035274138759243,0.1023492039834588,100.0,57820,24990,640
expfm_2g,explicit,2000000000,dgv264dt,RodentForwardModel_delay0_eff0-20260813-073550,0,2000076800,input::current_proprio,reference,,,delta,True,,-inf,1.0,57820,24990,277
expfm_2g,explicit,2000000000,dgv264dt,RodentForwardModel_delay0_eff0-20260813-073550,0,2000076800,input::delayed_proprio,reference,,,delta,True,,-inf,1.0,57820,24990,277
expfm_2g,explicit,2000000000,dgv264dt,RodentForwardModel_delay0_eff0-20260813-073550,0,2000076800,layer::3/action/0/proprioception,reference,,,delta,True,,-inf,1.0,57820,24990,277
expfm_2g,explicit,2000000000,dgv264dt,RodentForwardModel_delay0_eff0-20260813-073550,0,2000076800,input::current_proprio,reference,,,proprio,False,0.9999999940293296,0.9999999898010368,1.0,57820,24990,277
expfm_2g,explicit,2000000000,dgv264dt,RodentForwardModel_delay0_eff0-20260813-073550,0,2000076800,input::delayed_proprio,reference,,,proprio,False,0.9999999940293296,0.9999999898010368,1.0,57820,24990,277
expfm_2g,explicit,2000000000,dgv264dt,RodentForwardModel_delay0_eff0-20260813-073550,0,2000076800,layer::3/action/0/proprioception,reference,,,proprio,False,0.9999999516646978,0.9999999470709336,1.0,57820,24990,277
expfm_2g,explicit,2000000000,itedqjyt,RodentForwardModel_delay10_eff10-20260813-074327,10,2000076800,input::delayed_plus_efference,actor,0.0,"input
(delayed+eff)",delta,False,0.8389677709906054,0.8045046551226582,100.0,54644,23526,657
expfm_2g,explicit,2000000000,itedqjyt,RodentForwardModel_delay10_eff10-20260813-074327,10,2000076800,input::delayed_plus_efference,actor,0.0,"input
(delayed+eff)",proprio,False,0.7029781663238115,0.6470038561614004,100.0,54644,23526,657
expfm_2g,explicit,2000000000,itedqjyt,RodentForwardModel_delay10_eff10-20260813-074327,10,2000076800,layer::3/action/1/predictor/0,actor,1.0,pred 1,delta,False,0.6196734094575005,0.5722757708932107,100.0,54644,23526,512
expfm_2g,explicit,2000000000,itedqjyt,RodentForwardModel_delay10_eff10-20260813-074327,10,2000076800,layer::3/action/1/predictor/0,actor,1.0,pred 1,proprio,False,0.7881756452446269,0.7615310996594473,10.0,54644,23526,512
expfm_2g,explicit,2000000000,itedqjyt,RodentForwardModel_delay10_eff10-20260813-074327,10,2000076800,layer::3/action/1/predictor/1,actor,2.0,pred 2,delta,False,0.528794155393489,0.4721518987341772,100.0,54644,23526,512
expfm_2g,explicit,2000000000,itedqjyt,RodentForwardModel_delay10_eff10-20260813-074327,10,2000076800,layer::3/action/1/predictor/1,actor,2.0,pred 2,proprio,False,0.8046429590373093,0.7805038388034331,10.0,54644,23526,512
expfm_2g,explicit,2000000000,itedqjyt,RodentForwardModel_delay10_eff10-20260813-074327,10,2000076800,layer::3/action/1/predictor/2,actor,3.0,pred 3,delta,False,0.5083059710760638,0.458143669342,10.0,54644,23526,512
expfm_2g,explicit,2000000000,itedqjyt,RodentForwardModel_delay10_eff10-20260813-074327,10,2000076800,layer::3/action/1/predictor/2,actor,3.0,pred 3,proprio,False,0.8493800493179039,0.8337634318692089,10.0,54644,23526,512
expfm_2g,explicit,2000000000,itedqjyt,RodentForwardModel_delay10_eff10-20260813-074327,10,2000076800,layer::3/action/1/predictor/3,actor,4.0,pred 4,delta,False,0.5051110363972584,0.464859920368278,10.0,54644,23526,512
expfm_2g,explicit,2000000000,itedqjyt,RodentForwardModel_delay10_eff10-20260813-074327,10,2000076800,layer::3/action/1/predictor/3,actor,4.0,pred 4,proprio,False,0.8897961596126567,0.8783254331341767,10.0,54644,23526,512
expfm_2g,explicit,2000000000,itedqjyt,RodentForwardModel_delay10_eff10-20260813-074327,10,2000076800,layer::3/action/1/predictor/4,actor,5.0,p̂ (277),delta,False,0.4643703333439816,0.4310455630179975,10.0,54644,23526,277
expfm_2g,explicit,2000000000,itedqjyt,RodentForwardModel_delay10_eff10-20260813-074327,10,2000076800,layer::3/action/1/predictor/4,actor,5.0,p̂ (277),proprio,False,0.8878459989721654,0.8753890156089958,100.0,54644,23526,277
expfm_2g,explicit,2000000000,itedqjyt,RodentForwardModel_delay10_eff10-20260813-074327,10,2000076800,layer::3/action/1/decoder/0,actor,6.0,dec 1,delta,False,0.3661484970908166,0.3200194234101076,1000.0,54644,23526,512
expfm_2g,explicit,2000000000,itedqjyt,RodentForwardModel_delay10_eff10-20260813-074327,10,2000076800,layer::3/action/1/decoder/0,actor,6.0,dec 1,proprio,False,0.7213368433449252,0.6809860921810964,1000.0,54644,23526,512
expfm_2g,explicit,2000000000,itedqjyt,RodentForwardModel_delay10_eff10-20260813-074327,10,2000076800,layer::3/action/1/decoder/1,actor,7.0,dec 2,delta,False,0.2861352154106857,0.2414398028694254,1000.0,54644,23526,512
expfm_2g,explicit,2000000000,itedqjyt,RodentForwardModel_delay10_eff10-20260813-074327,10,2000076800,layer::3/action/1/decoder/1,actor,7.0,dec 2,proprio,False,0.5746553865890901,0.5473983580420713,1000.0,54644,23526,512
expfm_2g,explicit,2000000000,itedqjyt,RodentForwardModel_delay10_eff10-20260813-074327,10,2000076800,layer::3/action/1/decoder/2,actor,8.0,dec 3,delta,False,0.2474021529099715,0.2056310851233077,1000.0,54644,23526,512
expfm_2g,explicit,2000000000,itedqjyt,RodentForwardModel_delay10_eff10-20260813-074327,10,2000076800,layer::3/action/1/decoder/2,actor,8.0,dec 3,proprio,False,0.5096213912042686,0.4770187724733987,1000.0,54644,23526,512
expfm_2g,explicit,2000000000,itedqjyt,RodentForwardModel_delay10_eff10-20260813-074327,10,2000076800,layer::3/action/1/decoder/3,actor,9.0,dec 4,delta,False,0.2305635948013281,0.199693314577248,1000.0,54644,23526,512
expfm_2g,explicit,2000000000,itedqjyt,RodentForwardModel_delay10_eff10-20260813-074327,10,2000076800,layer::3/action/1/decoder/3,actor,9.0,dec 4,proprio,False,0.4802291466396495,0.4532819684954335,1000.0,54644,23526,512
expfm_2g,explicit,2000000000,itedqjyt,RodentForwardModel_delay10_eff10-20260813-074327,10,2000076800,layer::3/action/1/decoder/4,actor,10.0,head (76),delta,False,0.1670589978003155,0.1531478383469655,100.0,54644,23526,76
expfm_2g,explicit,2000000000,itedqjyt,RodentForwardModel_delay10_eff10-20260813-074327,10,2000076800,layer::3/action/1/decoder/4,actor,10.0,head (76),proprio,False,0.3667114687241614,0.3618856349405016,100.0,54644,23526,76
expfm_2g,explicit,2000000000,itedqjyt,RodentForwardModel_delay10_eff10-20260813-074327,10,2000076800,layer::3/action/1/decoder/5/action,actor,11.0,action (38),delta,False,0.1461245877311939,0.1374422968182452,1000.0,54644,23526,38
expfm_2g,explicit,2000000000,itedqjyt,RodentForwardModel_delay10_eff10-20260813-074327,10,2000076800,layer::3/action/1/decoder/5/action,actor,11.0,action (38),proprio,False,0.3137460676406197,0.3259098291581732,1000.0,54644,23526,38
expfm_2g,explicit,2000000000,itedqjyt,RodentForwardModel_delay10_eff10-20260813-074327,10,2000076800,layer::3/value/0,critic,0.0,critic in (917),delta,False,0.5159423950078765,0.4941975756943283,1000.0,54644,23526,917
expfm_2g,explicit,2000000000,itedqjyt,RodentForwardModel_delay10_eff10-20260813-074327,10,2000076800,layer::3/value/0,critic,0.0,critic in (917),proprio,False,0.9999999476878414,0.9999999421087014,1.0,54644,23526,917
expfm_2g,explicit,2000000000,itedqjyt,RodentForwardModel_delay10_eff10-20260813-074327,10,2000076800,layer::3/value/1,critic,1.0,critic 1,delta,False,0.1593056794028948,0.049166678202866,1000.0,54644,23526,1024
expfm_2g,explicit,2000000000,itedqjyt,RodentForwardModel_delay10_eff10-20260813-074327,10,2000076800,layer::3/value/1,critic,1.0,critic 1,proprio,False,0.3617438325889699,0.2068518676836287,1000.0,54644,23526,1024
expfm_2g,explicit,2000000000,itedqjyt,RodentForwardModel_delay10_eff10-20260813-074327,10,2000076800,layer::3/value/2,critic,2.0,critic 2,delta,False,-0.2897849250261501,-0.1114832393221825,1000.0,54644,23526,1024
expfm_2g,explicit,2000000000,itedqjyt,RodentForwardModel_delay10_eff10-20260813-074327,10,2000076800,layer::3/value/2,critic,2.0,critic 2,proprio,False,-0.1400321088676921,-0.075352619173024,1000.0,54644,23526,1024
expfm_2g,explicit,2000000000,itedqjyt,RodentForwardModel_delay10_eff10-20260813-074327,10,2000076800,layer::3/value/3,critic,3.0,value (1),delta,False,2.2269584243561624e-05,-1.799647098787993e-05,1000.0,54644,23526,1
expfm_2g,explicit,2000000000,itedqjyt,RodentForwardModel_delay10_eff10-20260813-074327,10,2000076800,layer::3/value/3,critic,3.0,value (1),proprio,False,0.0134818475514161,0.0068314420201096,1000.0,54644,23526,1
expfm_2g,explicit,2000000000,itedqjyt,RodentForwardModel_delay10_eff10-20260813-074327,10,2000076800,layer::3/action/1/decoder/5/log_likelihood,diagnostic,,,delta,False,0.0003248690285715,0.0003082827426621,1000.0,54644,23526,1
expfm_2g,explicit,2000000000,itedqjyt,RodentForwardModel_delay10_eff10-20260813-074327,10,2000076800,layer::3/action/1/decoder/5/log_likelihood,diagnostic,,,proprio,False,0.0172854199264054,0.0196079638161871,1.0,54644,23526,1
expfm_2g,explicit,2000000000,itedqjyt,RodentForwardModel_delay10_eff10-20260813-074327,10,2000076800,layer::3/action/0/task_obs/0,encoder,0.0,task_obs (640),delta,False,0.0162193468973173,-0.0025369699693207,1000.0,54644,23526,640
expfm_2g,explicit,2000000000,itedqjyt,RodentForwardModel_delay10_eff10-20260813-074327,10,2000076800,layer::3/action/0/task_obs/0,encoder,0.0,task_obs (640),proprio,False,0.0801885547909573,0.0634813081618124,1000.0,54644,23526,640
expfm_2g,explicit,2000000000,itedqjyt,RodentForwardModel_delay10_eff10-20260813-074327,10,2000076800,layer::3/action/0/task_obs/1,encoder,1.0,enc 1,delta,False,0.0035392791677547,-0.0569289075503183,1000.0,54644,23526,512
expfm_2g,explicit,2000000000,itedqjyt,RodentForwardModel_delay10_eff10-20260813-074327,10,2000076800,layer::3/action/0/task_obs/1,encoder,1.0,enc 1,proprio,False,0.0696395971522475,-0.0112549829627464,1000.0,54644,23526,512
expfm_2g,explicit,2000000000,itedqjyt,RodentForwardModel_delay10_eff10-20260813-074327,10,2000076800,layer::3/action/0/task_obs/2,encoder,2.0,enc 2,delta,False,-0.0135307324849929,-0.0906242645672914,1000.0,54644,23526,512
expfm_2g,explicit,2000000000,itedqjyt,RodentForwardModel_delay10_eff10-20260813-074327,10,2000076800,layer::3/action/0/task_obs/2,encoder,2.0,enc 2,proprio,False,0.0480107648013519,-0.0460426575173029,1000.0,54644,23526,512
expfm_2g,explicit,2000000000,itedqjyt,RodentForwardModel_delay10_eff10-20260813-074327,10,2000076800,layer::3/action/0/task_obs/3,encoder,3.0,enc 3,delta,False,-0.0087729650917176,-0.047231471887702,1000.0,54644,23526,512
expfm_2g,explicit,2000000000,itedqjyt,RodentForwardModel_delay10_eff10-20260813-074327,10,2000076800,layer::3/action/0/task_obs/3,encoder,3.0,enc 3,proprio,False,0.0536627008909976,0.0116702278548158,1000.0,54644,23526,512
expfm_2g,explicit,2000000000,itedqjyt,RodentForwardModel_delay10_eff10-20260813-074327,10,2000076800,layer::3/action/0/task_obs/4,encoder,4.0,enc 4,delta,False,-0.0195629539877861,-0.0654016247938127,1000.0,54644,23526,512
expfm_2g,explicit,2000000000,itedqjyt,RodentForwardModel_delay10_eff10-20260813-074327,10,2000076800,layer::3/action/0/task_obs/4,encoder,4.0,enc 4,proprio,False,0.0418434499240661,0.009616506244108,1000.0,54644,23526,512
expfm_2g,explicit,2000000000,itedqjyt,RodentForwardModel_delay10_eff10-20260813-074327,10,2000076800,layer::3/action/0/task_obs/5,encoder,5.0,head (64),delta,False,0.0162944963183039,0.0034257187673375,1000.0,54644,23526,64
expfm_2g,explicit,2000000000,itedqjyt,RodentForwardModel_delay10_eff10-20260813-074327,10,2000076800,layer::3/action/0/task_obs/5,encoder,5.0,head (64),proprio,False,0.0826505269517337,0.064405367487402,1000.0,54644,23526,64
expfm_2g,explicit,2000000000,itedqjyt,RodentForwardModel_delay10_eff10-20260813-074327,10,2000076800,layer::3/action/0/task_obs/6,encoder,6.0,latent z (32),delta,False,0.011421961329826,0.0035002603631453,1000.0,54644,23526,32
expfm_2g,explicit,2000000000,itedqjyt,RodentForwardModel_delay10_eff10-20260813-074327,10,2000076800,layer::3/action/0/task_obs/6,encoder,6.0,latent z (32),proprio,False,0.0503801226247672,0.0377562235525402,1000.0,54644,23526,32
expfm_2g,explicit,2000000000,itedqjyt,RodentForwardModel_delay10_eff10-20260813-074327,10,2000076800,layer::0/state/proprioception,preprocessing,,,delta,False,0.5165519310440256,0.4955888413360836,100.0,54644,23526,277
expfm_2g,explicit,2000000000,itedqjyt,RodentForwardModel_delay10_eff10-20260813-074327,10,2000076800,layer::0/state/task_obs,preprocessing,,,delta,False,0.0162180123903963,-0.0025266406339017,1000.0,54644,23526,640
expfm_2g,explicit,2000000000,itedqjyt,RodentForwardModel_delay10_eff10-20260813-074327,10,2000076800,layer::1/state/proprioception,preprocessing,,,delta,False,0.5165528068141925,0.4955880426761284,100.0,54644,23526,277
expfm_2g,explicit,2000000000,itedqjyt,RodentForwardModel_delay10_eff10-20260813-074327,10,2000076800,layer::1/state/task_obs,preprocessing,,,delta,False,0.0162193468973173,-0.0025369699693207,1000.0,54644,23526,640
expfm_2g,explicit,2000000000,itedqjyt,RodentForwardModel_delay10_eff10-20260813-074327,10,2000076800,layer::2/proprioception,preprocessing,,,delta,False,0.5165528068141925,0.4955880426761284,100.0,54644,23526,277
expfm_2g,explicit,2000000000,itedqjyt,RodentForwardModel_delay10_eff10-20260813-074327,10,2000076800,layer::2/task_obs,preprocessing,,,delta,False,0.0162193468973173,-0.0025369699693207,1000.0,54644,23526,640
expfm_2g,explicit,2000000000,itedqjyt,RodentForwardModel_delay10_eff10-20260813-074327,10,2000076800,layer::0/state/proprioception,preprocessing,,,proprio,False,0.9999999457486216,0.9999999398076364,1.0,54644,23526,277
expfm_2g,explicit,2000000000,itedqjyt,RodentForwardModel_delay10_eff10-20260813-074327,10,2000076800,layer::0/state/task_obs,preprocessing,,,proprio,False,0.0801885547909573,0.0634839046444631,1000.0,54644,23526,640
expfm_2g,explicit,2000000000,itedqjyt,RodentForwardModel_delay10_eff10-20260813-074327,10,2000076800,layer::1/state/proprioception,preprocessing,,,proprio,False,0.9999999501382112,0.9999999456036552,1.0,54644,23526,277
expfm_2g,explicit,2000000000,itedqjyt,RodentForwardModel_delay10_eff10-20260813-074327,10,2000076800,layer::1/state/task_obs,preprocessing,,,proprio,False,0.0801885547909573,0.0634813081618124,1000.0,54644,23526,640
expfm_2g,explicit,2000000000,itedqjyt,RodentForwardModel_delay10_eff10-20260813-074327,10,2000076800,layer::2/proprioception,preprocessing,,,proprio,False,0.9999999501382112,0.9999999456036552,1.0,54644,23526,277
expfm_2g,explicit,2000000000,itedqjyt,RodentForwardModel_delay10_eff10-20260813-074327,10,2000076800,layer::2/task_obs,preprocessing,,,proprio,False,0.0801885547909573,0.0634813081618124,1000.0,54644,23526,640
expfm_2g,explicit,2000000000,itedqjyt,RodentForwardModel_delay10_eff10-20260813-074327,10,2000076800,input::current_proprio,reference,,,delta,False,0.5165509301638349,0.4955871375281794,100.0,54644,23526,277
expfm_2g,explicit,2000000000,itedqjyt,RodentForwardModel_delay10_eff10-20260813-074327,10,2000076800,input::delayed_proprio,reference,,,delta,False,0.5125803550405619,0.4919112784629097,1000.0,54644,23526,277
expfm_2g,explicit,2000000000,itedqjyt,RodentForwardModel_delay10_eff10-20260813-074327,10,2000076800,layer::3/action/0/proprioception,reference,,,delta,False,0.5165528068141925,0.4955880426761284,100.0,54644,23526,277
expfm_2g,explicit,2000000000,itedqjyt,RodentForwardModel_delay10_eff10-20260813-074327,10,2000076800,layer::3/action/1/delay,reference,,,delta,False,0.5125783532801804,0.4919121303668617,1000.0,54644,23526,277
expfm_2g,explicit,2000000000,itedqjyt,RodentForwardModel_delay10_eff10-20260813-074327,10,2000076800,input::current_proprio,reference,,,proprio,False,0.9999999944169372,0.9999999890475878,1.0,54644,23526,277
expfm_2g,explicit,2000000000,itedqjyt,RodentForwardModel_delay10_eff10-20260813-074327,10,2000076800,input::delayed_proprio,reference,,,proprio,False,0.1014693910768854,0.0834376814833186,1000.0,54644,23526,277
expfm_2g,explicit,2000000000,itedqjyt,RodentForwardModel_delay10_eff10-20260813-074327,10,2000076800,layer::3/action/0/proprioception,reference,,,proprio,False,0.9999999501382112,0.9999999456036552,1.0,54644,23526,277
expfm_2g,explicit,2000000000,itedqjyt,RodentForwardModel_delay10_eff10-20260813-074327,10,2000076800,layer::3/action/1/delay,reference,,,proprio,False,0.1014681603215718,0.083435277332716,1000.0,54644,23526,277
expfm_2g,explicit,2000000000,3dfjggpw,RodentForwardModel_delay20_eff20-20260813-074628,20,2000076800,input::delayed_plus_efference,actor,0.0,"input
(delayed+eff)",delta,False,0.8244759811531023,0.8020256325467757,100.0,49971,20908,1037
expfm_2g,explicit,2000000000,3dfjggpw,RodentForwardModel_delay20_eff20-20260813-074628,20,2000076800,input::delayed_plus_efference,actor,0.0,"input
(delayed+eff)",proprio,False,0.6690796417539838,0.6293232516199281,1000.0,49971,20908,1037
expfm_2g,explicit,2000000000,3dfjggpw,RodentForwardModel_delay20_eff20-20260813-074628,20,2000076800,layer::3/action/1/predictor/0,actor,1.0,pred 1,delta,False,0.5101828518653018,0.4840999062983885,100.0,49971,20908,512
expfm_2g,explicit,2000000000,3dfjggpw,RodentForwardModel_delay20_eff20-20260813-074628,20,2000076800,layer::3/action/1/predictor/0,actor,1.0,pred 1,proprio,False,0.747574540392548,0.7292884001582589,10.0,49971,20908,512
expfm_2g,explicit,2000000000,3dfjggpw,RodentForwardModel_delay20_eff20-20260813-074628,20,2000076800,layer::3/action/1/predictor/1,actor,2.0,pred 2,delta,False,0.4690186806620551,0.4429986768910228,100.0,49971,20908,512
expfm_2g,explicit,2000000000,3dfjggpw,RodentForwardModel_delay20_eff20-20260813-074628,20,2000076800,layer::3/action/1/predictor/1,actor,2.0,pred 2,proprio,False,0.7643415906976025,0.756235209097809,100.0,49971,20908,512
expfm_2g,explicit,2000000000,3dfjggpw,RodentForwardModel_delay20_eff20-20260813-074628,20,2000076800,layer::3/action/1/predictor/2,actor,3.0,pred 3,delta,False,0.4427000416415706,0.4321033778862573,100.0,49971,20908,512
expfm_2g,explicit,2000000000,3dfjggpw,RodentForwardModel_delay20_eff20-20260813-074628,20,2000076800,layer::3/action/1/predictor/2,actor,3.0,pred 3,proprio,False,0.8013327395125911,0.8085957534497132,10.0,49971,20908,512
expfm_2g,explicit,2000000000,3dfjggpw,RodentForwardModel_delay20_eff20-20260813-074628,20,2000076800,layer::3/action/1/predictor/3,actor,4.0,pred 4,delta,False,0.463435137513618,0.4457172111347395,10.0,49971,20908,512
expfm_2g,explicit,2000000000,3dfjggpw,RodentForwardModel_delay20_eff20-20260813-074628,20,2000076800,layer::3/action/1/predictor/3,actor,4.0,pred 4,proprio,False,0.8450554880895076,0.8445528780978508,10.0,49971,20908,512
expfm_2g,explicit,2000000000,3dfjggpw,RodentForwardModel_delay20_eff20-20260813-074628,20,2000076800,layer::3/action/1/predictor/4,actor,5.0,p̂ (277),delta,False,0.4406002374322636,0.4319677785004332,10.0,49971,20908,277
expfm_2g,explicit,2000000000,3dfjggpw,RodentForwardModel_delay20_eff20-20260813-074628,20,2000076800,layer::3/action/1/predictor/4,actor,5.0,p̂ (277),proprio,False,0.8444182570730843,0.8428631326436242,100.0,49971,20908,277
expfm_2g,explicit,2000000000,3dfjggpw,RodentForwardModel_delay20_eff20-20260813-074628,20,2000076800,layer::3/action/1/decoder/0,actor,6.0,dec 1,delta,False,0.3397823121229504,0.3268196909795553,1000.0,49971,20908,512
expfm_2g,explicit,2000000000,3dfjggpw,RodentForwardModel_delay20_eff20-20260813-074628,20,2000076800,layer::3/action/1/decoder/0,actor,6.0,dec 1,proprio,False,0.6687196798572888,0.6516767017716628,1000.0,49971,20908,512
expfm_2g,explicit,2000000000,3dfjggpw,RodentForwardModel_delay20_eff20-20260813-074628,20,2000076800,layer::3/action/1/decoder/1,actor,7.0,dec 2,delta,False,0.2572838307452922,0.2388718171698053,1000.0,49971,20908,512
expfm_2g,explicit,2000000000,3dfjggpw,RodentForwardModel_delay20_eff20-20260813-074628,20,2000076800,layer::3/action/1/decoder/1,actor,7.0,dec 2,proprio,False,0.5247808110077293,0.5009561395808426,1000.0,49971,20908,512
expfm_2g,explicit,2000000000,3dfjggpw,RodentForwardModel_delay20_eff20-20260813-074628,20,2000076800,layer::3/action/1/decoder/2,actor,8.0,dec 3,delta,False,0.2229517609865691,0.2060007397068293,1000.0,49971,20908,512
expfm_2g,explicit,2000000000,3dfjggpw,RodentForwardModel_delay20_eff20-20260813-074628,20,2000076800,layer::3/action/1/decoder/2,actor,8.0,dec 3,proprio,False,0.4652219293697418,0.4430043971078385,1000.0,49971,20908,512
expfm_2g,explicit,2000000000,3dfjggpw,RodentForwardModel_delay20_eff20-20260813-074628,20,2000076800,layer::3/action/1/decoder/3,actor,9.0,dec 4,delta,False,0.21188267106337,0.1918658231897685,1000.0,49971,20908,512
expfm_2g,explicit,2000000000,3dfjggpw,RodentForwardModel_delay20_eff20-20260813-074628,20,2000076800,layer::3/action/1/decoder/3,actor,9.0,dec 4,proprio,False,0.4421104584654112,0.4127575889022042,1000.0,49971,20908,512
expfm_2g,explicit,2000000000,3dfjggpw,RodentForwardModel_delay20_eff20-20260813-074628,20,2000076800,layer::3/action/1/decoder/4,actor,10.0,head (76),delta,False,0.1658190485479729,0.1446441490488961,1000.0,49971,20908,76
expfm_2g,explicit,2000000000,3dfjggpw,RodentForwardModel_delay20_eff20-20260813-074628,20,2000076800,layer::3/action/1/decoder/4,actor,10.0,head (76),proprio,False,0.3387495186556032,0.3088607732478026,100.0,49971,20908,76
expfm_2g,explicit,2000000000,3dfjggpw,RodentForwardModel_delay20_eff20-20260813-074628,20,2000076800,layer::3/action/1/decoder/5/action,actor,11.0,action (38),delta,False,0.1471138644387783,0.1244237026102476,1000.0,49971,20908,38
