condition,arm,wandb_id,wandb_name,state,delay_k,efference_length,seed,budget,trained_step,git_commit,walker_xml,body_target_frame,gpu,action_noise,eval_spec_id,dataset,have_eval,artifact_walker_xml,record_action_noise,n_clips,n_steps,episode_reward,episode_reward_std,reward_per_step,lifespan_steps,lifespan_s,survived,hazard_rate,joint_l2_error,joint_vel_l2_error,root_pos_distance,root_angular_error,body_errors_total,end_eff_error,fm_pred_mse
encdec,encdec,2fiwhyiz,RodentEncDec_delay30_eff30-20260811-084029,failed,30,30,42,600000000,600064000.0,ef060b73,rodent_no_tail_collisions.xml,reference_root,NVIDIA H200,0.02,eval3ds-n02-a4e0be11,new_eval,True,rodent_no_tail_collisions.xml,0.02,32,3002,1718.5106449127197,1517.1369862107058,0.5724552448077015,538.78125,5.3878125,0.0,0.18560408328983238,1.8082676062202139,15.977124851604342,0.024345726094313246,13.728013533159455,0.1570253950005658,0.07959708339100285,
encdec,encdec,2fiwhyiz,RodentEncDec_delay30_eff30-20260811-084029,failed,30,30,42,600000000,600064000.0,ef060b73,rodent_no_tail_collisions.xml,reference_root,NVIDIA H200,0.05,eval3ds-n05-7c60cd50,train,True,rodent_no_tail_collisions.xml,0.05,673,502,453.3545459673628,351.380982044509,0.9030967051142685,182.67161961367015,1.8267161961367016,0.16493313521545316,0.45714099790138113,1.785263317397467,42.55948644636841,0.034837442077608964,21.56471919923116,0.21756311768564074,0.11413278361429649,
encdec,encdec,2fiwhyiz,RodentEncDec_delay30_eff30-20260811-084029,failed,30,30,42,600000000,600064000.0,ef060b73,rodent_no_tail_collisions.xml,reference_root,NVIDIA H200,0.05,eval3ds-n05-7c60cd50,old_eval,True,rodent_no_tail_collisions.xml,0.05,169,502,441.041074154645,342.00796021202643,0.8785678768020817,177.72189349112426,1.7772189349112428,0.14201183431952658,0.4827701015481937,1.7900387116062855,43.44849929360619,0.03521766989856691,22.073709404350456,0.21913951016824346,0.1145956164123597,
encdec,encdec,2fiwhyiz,RodentEncDec_delay30_eff30-20260811-084029,failed,30,30,42,600000000,600064000.0,ef060b73,rodent_no_tail_collisions.xml,reference_root,NVIDIA H200,0.05,eval3ds-n05-7c60cd50,new_eval,True,rodent_no_tail_collisions.xml,0.05,32,3002,595.4917185306549,473.5165169956781,0.198364996179432,221.96875,2.2196875,0.0,0.4505138673799803,1.688613073005648,20.32582247463171,0.029032909470430496,20.5481102118233,0.1843628475403209,0.09704467097180897,
encdec,encdec,2fiwhyiz,RodentEncDec_delay30_eff30-20260811-084029,failed,30,30,42,600000000,600064000.0,ef060b73,rodent_no_tail_collisions.xml,reference_root,NVIDIA H200,0.1,eval3ds-n10-2726ab9c,train,True,rodent_no_tail_collisions.xml,0.1,673,502,135.83440810681097,135.10481804221925,0.27058647033229277,57.704309063893014,0.5770430906389302,0.0208023774145617,1.6969228788464013,1.6505911946015372,53.58873624274232,0.04214049028632007,24.58935133703719,0.1965454460646638,0.10551528136098585,
encdec,encdec,2fiwhyiz,RodentEncDec_delay30_eff30-20260811-084029,failed,30,30,42,600000000,600064000.0,ef060b73,rodent_no_tail_collisions.xml,reference_root,NVIDIA H200,0.1,eval3ds-n10-2726ab9c,old_eval,True,rodent_no_tail_collisions.xml,0.1,169,502,146.04295197887532,164.7242234247913,0.2909222150973612,63.40828402366864,0.6340828402366864,0.029585798816568087,1.530421799178798,1.6362033601071588,53.93666241299173,0.04181855838477133,24.58653777869931,0.19647725797439175,0.10441802383837225,
encdec,encdec,2fiwhyiz,RodentEncDec_delay30_eff30-20260811-084029,failed,30,30,42,600000000,600064000.0,ef060b73,rodent_no_tail_collisions.xml,reference_root,NVIDIA H200,0.1,eval3ds-n10-2726ab9c,new_eval,True,rodent_no_tail_collisions.xml,0.1,32,3002,127.51075673103333,67.24079314356221,0.04247526873119031,53.21875,0.5321875,0.0,1.8790369935408102,1.5058457142668646,27.19940559926522,0.040093438749903745,26.09586369411085,0.16683287545694792,0.08792688144997855,
encdec,encdec,2fiwhyiz,RodentEncDec_delay30_eff30-20260811-084029,failed,30,30,42,600000000,600064000.0,ef060b73,rodent_no_tail_collisions.xml,reference_root,NVIDIA H200,0.25,eval3ds-n25-da25f356,train,True,rodent_no_tail_collisions.xml,0.25,673,502,37.329139975877965,18.849609287822666,0.07436083660533459,17.567607726597327,0.17567607726597326,0.0,5.692294679861287,1.629390335911721,77.77824315958675,0.05392708406228085,28.239993808713265,0.16654136991760937,0.09259171604563757,
encdec,encdec,2fiwhyiz,RodentEncDec_delay30_eff30-20260811-084029,failed,30,30,42,600000000,600064000.0,ef060b73,rodent_no_tail_collisions.xml,reference_root,NVIDIA H200,0.25,eval3ds-n25-da25f356,old_eval,True,rodent_no_tail_collisions.xml,0.25,169,502,36.495693472010146,15.920789300946328,0.0727005846055979,16.579881656804734,0.16579881656804735,0.0,6.031406138472519,1.5967881018867736,79.15432568538773,0.05249977444431953,27.34319752856003,0.1626519198107804,0.08982238793863616,
encdec,encdec,2fiwhyiz,RodentEncDec_delay30_eff30-20260811-084029,failed,30,30,42,600000000,600064000.0,ef060b73,rodent_no_tail_collisions.xml,reference_root,NVIDIA H200,0.25,eval3ds-n25-da25f356,new_eval,True,rodent_no_tail_collisions.xml,0.25,32,3002,41.949487924575806,17.156724728571792,0.013973846743696137,20.25,0.2025,0.0,4.938271604938271,1.5650866197406164,46.85055490449322,0.050881251235751906,28.389028229119887,0.15395756733877736,0.08633063972190369,
encdec,encdec,48llced7,RodentEncDec_delay100_eff100-20260811-094548,failed,100,100,42,600000000,600064000.0,ef060b73,rodent_no_tail_collisions.xml,reference_root,NVIDIA H200,0.0,eval3ds-n00-6a6b8d4e,train,True,rodent_no_tail_collisions.xml,0.0,673,502,747.6642392457505,391.7067724671414,1.4893709945134472,266.3625557206538,2.663625557206538,0.2109955423476969,0.29621447936539813,2.4984064302390356,39.22269003530041,0.027774032851178798,14.21127441878962,0.19057443248646566,0.09392531724290597,
encdec,encdec,48llced7,RodentEncDec_delay100_eff100-20260811-094548,failed,100,100,42,600000000,600064000.0,ef060b73,rodent_no_tail_collisions.xml,reference_root,NVIDIA H200,0.0,eval3ds-n00-6a6b8d4e,old_eval,True,rodent_no_tail_collisions.xml,0.0,169,502,677.4251046716814,375.1705466930675,1.3494523997443852,248.23668639053255,2.4823668639053253,0.16568047337278102,0.3360983981693364,2.5129701810355796,39.501527119595075,0.030047617234504147,15.286344474210994,0.20409499040060133,0.10076128915760695,
