arm,tier,delay_k,seed42,seed43,diff_pct
explicit,600000000,20,1626.9391967773438,1602.5377197265625,-1.4998395206849757
explicit,600000000,50,1363.5081176757812,1337.540869140625,-1.9044439998948892
explicit,2000000000,20,1767.561767578125,1776.7877197265625,0.5219592501753745
explicit,2000000000,50,1570.3093017578126,1561.3449462890626,-0.5708655905378168
implicit,600000000,20,1399.3808959960938,1293.5852783203125,-7.560173072140941
implicit,600000000,50,869.2144226074219,834.9947143554688,-3.9368546312545827
implicit,2000000000,20,1694.4632080078125,1688.8691650390624,-0.33013658498534104
implicit,2000000000,50,820.9865966796875,761.533837890625,-7.241623557498633
