wandb_id,condition,delay_k,step,reward_mean
44ukf3je,new_efference,5,420003840,1862.5517578125
44ukf3je,new_efference,5,430080000,1864.72265625
44ukf3je,new_efference,5,440074240,1875.2186279296875
44ukf3je,new_efference,5,450068480,1888.1060791015625
44ukf3je,new_efference,5,460062720,1883.310302734375
44ukf3je,new_efference,5,470056960,1871.885009765625
44ukf3je,new_efference,5,480051200,1883.8787841796875
44ukf3je,new_efference,5,490045440,1905.796875
44ukf3je,new_efference,5,500039680,1888.5015869140625
44ukf3je,new_efference,5,510033920,1905.981201171875
44ukf3je,new_efference,5,520028160,1913.348388671875
44ukf3je,new_efference,5,530022400,1904.316650390625
44ukf3je,new_efference,5,540016640,1912.281494140625
44ukf3je,new_efference,5,550010880,1902.127197265625
44ukf3je,new_efference,5,560005120,1900.7083740234375
44ukf3je,new_efference,5,570081280,1902.08740234375
44ukf3je,new_efference,5,580075520,1914.49267578125
44ukf3je,new_efference,5,590069760,1907.847412109375
44ukf3je,new_efference,5,600064000,1901.093505859375
j6mtpyzq,new_efference,10,0,336.5820617675781
j6mtpyzq,new_efference,10,10076160,627.1886596679688
j6mtpyzq,new_efference,10,20070400,672.21240234375
j6mtpyzq,new_efference,10,30064640,657.5119018554688
j6mtpyzq,new_efference,10,40058880,708.6259765625
j6mtpyzq,new_efference,10,50053120,689.4894409179688
j6mtpyzq,new_efference,10,60047360,688.594482421875
j6mtpyzq,new_efference,10,70041600,719.470947265625
j6mtpyzq,new_efference,10,80035840,728.6634521484375
j6mtpyzq,new_efference,10,90030080,780.8836059570312
j6mtpyzq,new_efference,10,100024320,848.8264770507812
j6mtpyzq,new_efference,10,110018560,877.6011962890625
j6mtpyzq,new_efference,10,120012800,908.6923217773438
j6mtpyzq,new_efference,10,130007040,925.3551635742188
j6mtpyzq,new_efference,10,140001280,967.219970703125
j6mtpyzq,new_efference,10,150077440,976.6220703125
j6mtpyzq,new_efference,10,160071680,973.291015625
j6mtpyzq,new_efference,10,170065920,1008.67724609375
j6mtpyzq,new_efference,10,180060160,1046.322998046875
j6mtpyzq,new_efference,10,190054400,1046.6474609375
j6mtpyzq,new_efference,10,200048640,1069.646728515625
j6mtpyzq,new_efference,10,210042880,1086.427978515625
j6mtpyzq,new_efference,10,220037120,1122.0548095703125
j6mtpyzq,new_efference,10,230031360,1158.2451171875
j6mtpyzq,new_efference,10,240025600,1180.726806640625
j6mtpyzq,new_efference,10,250019840,1186.6475830078125
j6mtpyzq,new_efference,10,260014080,1213.171142578125
j6mtpyzq,new_efference,10,270008320,1245.731201171875
j6mtpyzq,new_efference,10,280002560,1306.653564453125
j6mtpyzq,new_efference,10,290078720,1343.149169921875
j6mtpyzq,new_efference,10,300072960,1387.6038818359375
j6mtpyzq,new_efference,10,310067200,1418.09521484375
j6mtpyzq,new_efference,10,320061440,1468.999267578125
j6mtpyzq,new_efference,10,330055680,1508.736328125
j6mtpyzq,new_efference,10,340049920,1534.3427734375
j6mtpyzq,new_efference,10,350044160,1560.130615234375
j6mtpyzq,new_efference,10,360038400,1592.6279296875
j6mtpyzq,new_efference,10,370032640,1568.0972900390625
j6mtpyzq,new_efference,10,380026880,1599.0970458984375
j6mtpyzq,new_efference,10,390021120,1608.760986328125
j6mtpyzq,new_efference,10,400015360,1634.91162109375
j6mtpyzq,new_efference,10,410009600,1631.2880859375
j6mtpyzq,new_efference,10,420003840,1619.915771484375
j6mtpyzq,new_efference,10,430080000,1631.13818359375
j6mtpyzq,new_efference,10,440074240,1657.469482421875
j6mtpyzq,new_efference,10,450068480,1621.426025390625
j6mtpyzq,new_efference,10,460062720,1671.6060791015625
j6mtpyzq,new_efference,10,470056960,1692.6968994140625
j6mtpyzq,new_efference,10,480051200,1665.4010009765625
j6mtpyzq,new_efference,10,490045440,1692.392822265625
j6mtpyzq,new_efference,10,500039680,1696.8162841796875
j6mtpyzq,new_efference,10,510033920,1686.090087890625
j6mtpyzq,new_efference,10,520028160,1703.353759765625
j6mtpyzq,new_efference,10,530022400,1711.230224609375
j6mtpyzq,new_efference,10,540016640,1718.62060546875
j6mtpyzq,new_efference,10,550010880,1716.094970703125
j6mtpyzq,new_efference,10,560005120,1727.913818359375
j6mtpyzq,new_efference,10,570081280,1729.0323486328125
j6mtpyzq,new_efference,10,580075520,1732.377685546875
j6mtpyzq,new_efference,10,590069760,1730.2457275390625
j6mtpyzq,new_efference,10,600064000,1739.8272705078125
31ayy0ln,new_efference,20,0,364.49957275390625
31ayy0ln,new_efference,20,10076160,580.1156005859375
31ayy0ln,new_efference,20,20070400,639.4849853515625
31ayy0ln,new_efference,20,30064640,637.4137573242188
31ayy0ln,new_efference,20,40058880,688.3001708984375
31ayy0ln,new_efference,20,50053120,734.569580078125
31ayy0ln,new_efference,20,60047360,698.33251953125
31ayy0ln,new_efference,20,70041600,765.9148559570312
31ayy0ln,new_efference,20,80035840,762.8048706054688
31ayy0ln,new_efference,20,90030080,810.8251953125
31ayy0ln,new_efference,20,100024320,794.2801513671875
31ayy0ln,new_efference,20,110018560,821.1004638671875
31ayy0ln,new_efference,20,120012800,784.134765625
31ayy0ln,new_efference,20,130007040,826.0463256835938
31ayy0ln,new_efference,20,140001280,837.92138671875
31ayy0ln,new_efference,20,150077440,896.769287109375
31ayy0ln,new_efference,20,160071680,881.6649780273438
31ayy0ln,new_efference,20,170065920,877.8095703125
31ayy0ln,new_efference,20,180060160,938.1536865234375
31ayy0ln,new_efference,20,190054400,943.0111694335938
31ayy0ln,new_efference,20,200048640,953.201416015625
31ayy0ln,new_efference,20,210042880,960.0048828125
31ayy0ln,new_efference,20,220037120,964.4850463867188
31ayy0ln,new_efference,20,230031360,1006.8717041015625
31ayy0ln,new_efference,20,240025600,1015.3510131835938
31ayy0ln,new_efference,20,250019840,1002.4608154296875
31ayy0ln,new_efference,20,260014080,1013.1558227539062
31ayy0ln,new_efference,20,270008320,1011.9299926757812
31ayy0ln,new_efference,20,280002560,1025.0980224609375
31ayy0ln,new_efference,20,290078720,1033.1875
31ayy0ln,new_efference,20,300072960,1047.00390625
31ayy0ln,new_efference,20,310067200,1052.8707275390625
31ayy0ln,new_efference,20,320061440,1052.1025390625
31ayy0ln,new_efference,20,330055680,1078.115966796875
31ayy0ln,new_efference,20,340049920,1069.267578125
31ayy0ln,new_efference,20,350044160,1070.392578125
31ayy0ln,new_efference,20,360038400,1101.76806640625
31ayy0ln,new_efference,20,370032640,1133.4976806640625
31ayy0ln,new_efference,20,380026880,1118.823486328125
31ayy0ln,new_efference,20,390021120,1130.7830810546875
31ayy0ln,new_efference,20,400015360,1178.734619140625
31ayy0ln,new_efference,20,410009600,1195.9091796875
31ayy0ln,new_efference,20,420003840,1211.30712890625
31ayy0ln,new_efference,20,430080000,1210.8544921875
31ayy0ln,new_efference,20,440074240,1264.122802734375
31ayy0ln,new_efference,20,450068480,1243.308837890625
31ayy0ln,new_efference,20,460062720,1251.03857421875
31ayy0ln,new_efference,20,470056960,1242.396728515625
31ayy0ln,new_efference,20,480051200,1295.347412109375
31ayy0ln,new_efference,20,490045440,1312.640380859375
31ayy0ln,new_efference,20,500039680,1322.992919921875
31ayy0ln,new_efference,20,510033920,1385.579345703125
31ayy0ln,new_efference,20,520028160,1365.7999267578125
31ayy0ln,new_efference,20,530022400,1356.2340087890625
31ayy0ln,new_efference,20,540016640,1371.3887939453125
31ayy0ln,new_efference,20,550010880,1423.089111328125
31ayy0ln,new_efference,20,560005120,1389.325439453125
31ayy0ln,new_efference,20,570081280,1390.240478515625
31ayy0ln,new_efference,20,580075520,1428.562255859375
31ayy0ln,new_efference,20,590069760,1444.7623291015625
31ayy0ln,new_efference,20,600064000,1440.853515625
3wa0mvkz,new_efference,50,0,399.4200744628906
3wa0mvkz,new_efference,50,10076160,570.7451782226562
3wa0mvkz,new_efference,50,20070400,621.6703491210938
3wa0mvkz,new_efference,50,30064640,641.5774536132812
3wa0mvkz,new_efference,50,40058880,659.189697265625
3wa0mvkz,new_efference,50,50053120,630.3935546875
3wa0mvkz,new_efference,50,60047360,674.5783081054688
3wa0mvkz,new_efference,50,70041600,712.1737670898438
3wa0mvkz,new_efference,50,80035840,713.0797119140625
3wa0mvkz,new_efference,50,90030080,751.5372314453125
3wa0mvkz,new_efference,50,100024320,743.6141357421875
3wa0mvkz,new_efference,50,110018560,768.343994140625
3wa0mvkz,new_efference,50,120012800,780.50830078125
3wa0mvkz,new_efference,50,130007040,807.3173828125
3wa0mvkz,new_efference,50,140001280,785.7603759765625
3wa0mvkz,new_efference,50,150077440,792.4295654296875
3wa0mvkz,new_efference,50,160071680,810.2494506835938
3wa0mvkz,new_efference,50,170065920,822.009765625
3wa0mvkz,new_efference,50,180060160,831.6795654296875
3wa0mvkz,new_efference,50,190054400,855.6795043945312
3wa0mvkz,new_efference,50,200048640,828.19970703125
3wa0mvkz,new_efference,50,210042880,853.4689331054688
3wa0mvkz,new_efference,50,220037120,841.0045776367188
3wa0mvkz,new_efference,50,230031360,844.8358154296875
3wa0mvkz,new_efference,50,240025600,846.9542846679688
3wa0mvkz,new_efference,50,250019840,845.16259765625
3wa0mvkz,new_efference,50,260014080,853.7642822265625
3wa0mvkz,new_efference,50,270008320,884.1260986328125
3wa0mvkz,new_efference,50,280002560,863.1497802734375
3wa0mvkz,new_efference,50,290078720,863.314697265625
3wa0mvkz,new_efference,50,300072960,878.0048828125
3wa0mvkz,new_efference,50,310067200,873.096435546875
3wa0mvkz,new_efference,50,320061440,881.6168823242188
3wa0mvkz,new_efference,50,330055680,880.6980590820312
3wa0mvkz,new_efference,50,340049920,894.4078369140625
3wa0mvkz,new_efference,50,350044160,902.7196044921875
3wa0mvkz,new_efference,50,360038400,886.0370483398438
3wa0mvkz,new_efference,50,370032640,882.9606323242188
3wa0mvkz,new_efference,50,380026880,877.0220947265625
3wa0mvkz,new_efference,50,390021120,899.3323974609375
3wa0mvkz,new_efference,50,400015360,863.3663330078125
3wa0mvkz,new_efference,50,410009600,892.0440673828125
3wa0mvkz,new_efference,50,420003840,878.3193359375
3wa0mvkz,new_efference,50,430080000,871.501220703125
3wa0mvkz,new_efference,50,440074240,852.86865234375
3wa0mvkz,new_efference,50,450068480,854.9554443359375
3wa0mvkz,new_efference,50,460062720,841.1262817382812
3wa0mvkz,new_efference,50,470056960,878.3505249023438
3wa0mvkz,new_efference,50,480051200,873.5560302734375
3wa0mvkz,new_efference,50,490045440,895.9403686523438
3wa0mvkz,new_efference,50,500039680,898.2815551757812
3wa0mvkz,new_efference,50,510033920,877.6693115234375
3wa0mvkz,new_efference,50,520028160,882.837646484375
3wa0mvkz,new_efference,50,530022400,873.1693115234375
3wa0mvkz,new_efference,50,540016640,888.171875
3wa0mvkz,new_efference,50,550010880,911.047607421875
3wa0mvkz,new_efference,50,560005120,915.0375366210938
3wa0mvkz,new_efference,50,570081280,916.462646484375
3wa0mvkz,new_efference,50,580075520,880.8931884765625
3wa0mvkz,new_efference,50,590069760,922.9249267578125
3wa0mvkz,new_efference,50,600064000,911.2176513671875
lv73tbo8,new_forward_model,0,0,519.922607421875
lv73tbo8,new_forward_model,0,10076160,897.82861328125
lv73tbo8,new_forward_model,0,20070400,1215.614013671875
lv73tbo8,new_forward_model,0,30064640,1487.493408203125
lv73tbo8,new_forward_model,0,40058880,1656.5936279296875
lv73tbo8,new_forward_model,0,50053120,1716.554443359375
lv73tbo8,new_forward_model,0,60047360,1738.3489990234375
lv73tbo8,new_forward_model,0,70041600,1758.0546875
lv73tbo8,new_forward_model,0,80035840,1768.064697265625
lv73tbo8,new_forward_model,0,90030080,1801.802001953125
lv73tbo8,new_forward_model,0,100024320,1808.44189453125
lv73tbo8,new_forward_model,0,110018560,1807.7884521484375
lv73tbo8,new_forward_model,0,120012800,1799.4432373046875
lv73tbo8,new_forward_model,0,130007040,1832.2376708984375
lv73tbo8,new_forward_model,0,140001280,1842.361572265625
lv73tbo8,new_forward_model,0,150077440,1850.251708984375
lv73tbo8,new_forward_model,0,160071680,1863.956787109375
lv73tbo8,new_forward_model,0,170065920,1859.580078125
lv73tbo8,new_forward_model,0,180060160,1868.0142822265625
lv73tbo8,new_forward_model,0,190054400,1855.841552734375
lv73tbo8,new_forward_model,0,200048640,1880.052734375
lv73tbo8,new_forward_model,0,210042880,1866.0350341796875
lv73tbo8,new_forward_model,0,220037120,1875.55615234375
lv73tbo8,new_forward_model,0,230031360,1895.65234375
lv73tbo8,new_forward_model,0,240025600,1893.87353515625
lv73tbo8,new_forward_model,0,250019840,1903.041015625
lv73tbo8,new_forward_model,0,260014080,1857.80078125
lv73tbo8,new_forward_model,0,270008320,1907.445068359375
lv73tbo8,new_forward_model,0,280002560,1905.018798828125
lv73tbo8,new_forward_model,0,290078720,1913.82080078125
lv73tbo8,new_forward_model,0,300072960,1904.7578125
lv73tbo8,new_forward_model,0,310067200,1911.1142578125
lv73tbo8,new_forward_model,0,320061440,1910.63671875
lv73tbo8,new_forward_model,0,330055680,1914.0809326171875
lv73tbo8,new_forward_model,0,340049920,1917.412353515625
lv73tbo8,new_forward_model,0,350044160,1913.10498046875
lv73tbo8,new_forward_model,0,360038400,1926.590576171875
lv73tbo8,new_forward_model,0,370032640,1908.80859375
lv73tbo8,new_forward_model,0,380026880,1920.8619384765625
lv73tbo8,new_forward_model,0,390021120,1929.46923828125
lv73tbo8,new_forward_model,0,400015360,1929.5120849609375
lv73tbo8,new_forward_model,0,410009600,1926.189208984375
lv73tbo8,new_forward_model,0,420003840,1930.527587890625
lv73tbo8,new_forward_model,0,430080000,1931.65673828125
lv73tbo8,new_forward_model,0,440074240,1934.397216796875
lv73tbo8,new_forward_model,0,450068480,1925.447021484375
lv73tbo8,new_forward_model,0,460062720,1942.9403076171875
lv73tbo8,new_forward_model,0,470056960,1930.770751953125
lv73tbo8,new_forward_model,0,480051200,1937.27587890625
lv73tbo8,new_forward_model,0,490045440,1943.35595703125
lv73tbo8,new_forward_model,0,500039680,1941.2919921875
lv73tbo8,new_forward_model,0,510033920,1944.8531494140625
lv73tbo8,new_forward_model,0,520028160,1928.1104736328125
lv73tbo8,new_forward_model,0,530022400,1951.462158203125
lv73tbo8,new_forward_model,0,540016640,1947.7454833984375
lv73tbo8,new_forward_model,0,550010880,1953.359375
lv73tbo8,new_forward_model,0,560005120,1946.4049072265625
lv73tbo8,new_forward_model,0,570081280,1948.695068359375
lv73tbo8,new_forward_model,0,580075520,1954.708984375
lv73tbo8,new_forward_model,0,590069760,1955.33544921875
lv73tbo8,new_forward_model,0,600064000,1946.93408203125
1xh2oe5q,new_forward_model,2,0,499.5804748535156
1xh2oe5q,new_forward_model,2,10076160,842.1228637695312
1xh2oe5q,new_forward_model,2,20070400,1119.066650390625
1xh2oe5q,new_forward_model,2,30064640,1292.15625
1xh2oe5q,new_forward_model,2,40058880,1425.536376953125
1xh2oe5q,new_forward_model,2,50053120,1573.559326171875
1xh2oe5q,new_forward_model,2,60047360,1613.0804443359375
1xh2oe5q,new_forward_model,2,70041600,1718.823974609375
1xh2oe5q,new_forward_model,2,80035840,1730.2802734375
1xh2oe5q,new_forward_model,2,90030080,1737.4423828125
1xh2oe5q,new_forward_model,2,100024320,1744.4970703125
1xh2oe5q,new_forward_model,2,110018560,1768.2034912109375
1xh2oe5q,new_forward_model,2,120012800,1778.435546875
1xh2oe5q,new_forward_model,2,130007040,1810.156005859375
1xh2oe5q,new_forward_model,2,140001280,1803.60205078125
1xh2oe5q,new_forward_model,2,150077440,1827.41064453125
1xh2oe5q,new_forward_model,2,160071680,1796.0858154296875
1xh2oe5q,new_forward_model,2,170065920,1831.6873779296875
1xh2oe5q,new_forward_model,2,180060160,1850.499755859375
1xh2oe5q,new_forward_model,2,190054400,1846.6929931640625
1xh2oe5q,new_forward_model,2,200048640,1839.7880859375
1xh2oe5q,new_forward_model,2,210042880,1849.7830810546875
1xh2oe5q,new_forward_model,2,220037120,1849.7125244140625
1xh2oe5q,new_forward_model,2,230031360,1855.712158203125
1xh2oe5q,new_forward_model,2,240025600,1859.5947265625
1xh2oe5q,new_forward_model,2,250019840,1878.46826171875
1xh2oe5q,new_forward_model,2,260014080,1864.31591796875
1xh2oe5q,new_forward_model,2,270008320,1875.4486083984375
1xh2oe5q,new_forward_model,2,280002560,1885.8779296875
1xh2oe5q,new_forward_model,2,290078720,1884.0733642578125
1xh2oe5q,new_forward_model,2,300072960,1880.0948486328125
1xh2oe5q,new_forward_model,2,310067200,1890.660888671875
1xh2oe5q,new_forward_model,2,320061440,1883.664306640625
1xh2oe5q,new_forward_model,2,330055680,1905.061279296875
1xh2oe5q,new_forward_model,2,340049920,1890.661376953125
1xh2oe5q,new_forward_model,2,350044160,1876.1783447265625
1xh2oe5q,new_forward_model,2,360038400,1895.6796875
1xh2oe5q,new_forward_model,2,370032640,1898.4083251953125
1xh2oe5q,new_forward_model,2,380026880,1886.3046875
1xh2oe5q,new_forward_model,2,390021120,1908.480224609375
1xh2oe5q,new_forward_model,2,400015360,1888.4747314453125
1xh2oe5q,new_forward_model,2,410009600,1915.12890625
1xh2oe5q,new_forward_model,2,420003840,1891.43896484375
1xh2oe5q,new_forward_model,2,430080000,1897.5828857421875
1xh2oe5q,new_forward_model,2,440074240,1900.173828125
1xh2oe5q,new_forward_model,2,450068480,1910.2222900390625
1xh2oe5q,new_forward_model,2,460062720,1913.549072265625
1xh2oe5q,new_forward_model,2,470056960,1881.1954345703125
1xh2oe5q,new_forward_model,2,480051200,1917.9525146484375
1xh2oe5q,new_forward_model,2,490045440,1921.56640625
1xh2oe5q,new_forward_model,2,500039680,1919.163330078125
1xh2oe5q,new_forward_model,2,510033920,1921.414306640625
1xh2oe5q,new_forward_model,2,520028160,1919.730224609375
1xh2oe5q,new_forward_model,2,530022400,1925.466796875
1xh2oe5q,new_forward_model,2,540016640,1909.6905517578125
1xh2oe5q,new_forward_model,2,550010880,1920.2152099609375
1xh2oe5q,new_forward_model,2,560005120,1922.82275390625
1xh2oe5q,new_forward_model,2,570081280,1928.6112060546875
1xh2oe5q,new_forward_model,2,580075520,1922.3038330078125
1xh2oe5q,new_forward_model,2,590069760,1934.302001953125
1xh2oe5q,new_forward_model,2,600064000,1932.034423828125
6icwdgdg,new_forward_model,5,0,502.90679931640625
6icwdgdg,new_forward_model,5,10076160,807.9478149414062
6icwdgdg,new_forward_model,5,20070400,1015.3042602539062
6icwdgdg,new_forward_model,5,30064640,1214.9755859375
6icwdgdg,new_forward_model,5,40058880,1447.89306640625
6icwdgdg,new_forward_model,5,50053120,1537.114990234375
6icwdgdg,new_forward_model,5,60047360,1533.7742919921875
6icwdgdg,new_forward_model,5,70041600,1630.175537109375
6icwdgdg,new_forward_model,5,80035840,1666.2178955078125
6icwdgdg,new_forward_model,5,90030080,1715.144775390625
6icwdgdg,new_forward_model,5,100024320,1721.3662109375
6icwdgdg,new_forward_model,5,110018560,1752.0625
6icwdgdg,new_forward_model,5,120012800,1762.5316162109375
6icwdgdg,new_forward_model,5,130007040,1767.889892578125
