wandb_id,wandb_name,wandb_project,state,git_commit,tags,notes,created_at,condition,xml,walker_xml,network,control_mode,body_target_frame,delay_k,efference_length,fm_loss_weight,detach_prediction,min_std,env,seed,latent_size,kl_weight,clip_length,ctrl_dt,solver,njmax,naconmax,mujoco_impl,n_envs,total_steps,actual_step,gpu,host,reward_mean,reward_std,lifespan_mean,train_sps_median,eval_sps_median,runtime_s,inline_eval_old_eval_reward,inline_eval_new_eval_reward,inline_eval_new_eval_survived
k0i287kl,RodentEncDec_delay10_eff10-20260611-120848,emiwar-team/nnx-ppo-rodent-delays,finished,1cd5838f,"EncDec,MLP,TrainEvalSplit,delay10,eff10,warp",Train-eval split,2026-06-11T16:08:49Z,encdec_old_current,old,rodent.xml,efference,torque,current_root,10,10,,,0.1,AbsoluteImitation,42,32,0.001,250,0.01,newton,256,131072,warp,4096,600000000,600064000.0,NVIDIA H200,holygpu8a12604.rc.fas.harvard.edu,1789.60986328125,376.0146789550781,423.0419921875,56847.5926035037,48154.202654008666,12700.88605378,,,
xj1agjno,RodentEncDec_delay15_eff15-20260611-120902,emiwar-team/nnx-ppo-rodent-delays,finished,1cd5838f,"EncDec,MLP,TrainEvalSplit,delay15,eff15,warp",Train-eval split,2026-06-11T16:09:03Z,encdec_old_current,old,rodent.xml,efference,torque,current_root,15,15,,,0.1,AbsoluteImitation,42,32,0.001,250,0.01,newton,256,131072,warp,4096,600000000,600064000.0,NVIDIA A100-SXM4-80GB,holygpu8a22401.rc.fas.harvard.edu,1592.833984375,512.7891235351562,389.765625,33514.166036000606,31670.45879899639,20567.915681373,,,
gunf0ivv,RodentEncDec_delay20_eff20-20260611-120904,emiwar-team/nnx-ppo-rodent-delays,finished,1cd5838f,"EncDec,MLP,TrainEvalSplit,delay20,eff20,warp",Train-eval split,2026-06-11T16:09:05Z,encdec_old_current,old,rodent.xml,efference,torque,current_root,20,20,,,0.1,AbsoluteImitation,42,32,0.001,250,0.01,newton,256,131072,warp,4096,600000000,600064000.0,NVIDIA A100-SXM4-80GB,holygpu8a22304.rc.fas.harvard.edu,1435.531005859375,590.2176513671875,363.3037109375,33476.418674674416,31514.808869360066,20647.252912111,,,
w2498exh,RodentEncDec_delay30_eff30-20260611-120904,emiwar-team/nnx-ppo-rodent-delays,finished,1cd5838f,"EncDec,MLP,TrainEvalSplit,delay30,eff30,warp",Train-eval split,2026-06-11T16:09:05Z,encdec_old_current,old,rodent.xml,efference,torque,current_root,30,30,,,0.1,AbsoluteImitation,42,32,0.001,250,0.01,newton,256,131072,warp,4096,600000000,600064000.0,NVIDIA A100-SXM4-80GB,holygpu8a22304.rc.fas.harvard.edu,1327.683349609375,564.8617553710938,351.955078125,33293.735022743655,31247.71619835981,20734.058859238,,,
rv3u3x7n,RodentEncDec_delay40_eff40-20260611-120905,emiwar-team/nnx-ppo-rodent-delays,finished,1cd5838f,"EncDec,MLP,TrainEvalSplit,delay40,eff40,warp",Train-eval split,2026-06-11T16:09:06Z,encdec_old_current,old,rodent.xml,efference,torque,current_root,40,40,,,0.1,AbsoluteImitation,42,32,0.001,250,0.01,newton,256,131072,warp,4096,600000000,600064000.0,NVIDIA A100-SXM4-80GB,holygpu8a22202.rc.fas.harvard.edu,1232.233642578125,572.444580078125,337.2822265625,32801.30132266588,31140.022973827326,21016.42322061,,,
1w7nuehe,RodentEncDec_delay50_eff50-20260611-120955,emiwar-team/nnx-ppo-rodent-delays,finished,1cd5838f,"EncDec,MLP,TrainEvalSplit,delay50,eff50,warp",Train-eval split,2026-06-11T16:09:57Z,encdec_old_current,old,rodent.xml,efference,torque,current_root,50,50,,,0.1,AbsoluteImitation,42,32,0.001,250,0.01,newton,256,131072,warp,4096,600000000,600064000.0,NVIDIA A100-SXM4-80GB,holygpu8a22206.rc.fas.harvard.edu,1045.143310546875,559.1459350585938,296.958984375,32429.251683838884,30987.043874021525,22338.580903506,,,
y7dh46ee,RodentEncDec_delay60_eff60-20260611-120954,emiwar-team/nnx-ppo-rodent-delays,finished,1cd5838f,"EncDec,MLP,TrainEvalSplit,delay60,eff60,warp",Train-eval split,2026-06-11T16:09:56Z,encdec_old_current,old,rodent.xml,efference,torque,current_root,60,60,,,0.1,AbsoluteImitation,42,32,0.001,250,0.01,newton,256,131072,warp,4096,600000000,600064000.0,NVIDIA A100-SXM4-80GB,holygpu8a22301.rc.fas.harvard.edu,992.5313110351562,530.5802001953125,284.494140625,32043.902757693206,30929.07139083153,22615.675484956,,,
oe9lq9ej,RodentEncDec_delay70_eff70-20260611-120906,emiwar-team/nnx-ppo-rodent-delays,finished,1cd5838f,"EncDec,MLP,TrainEvalSplit,delay70,eff70,warp",Train-eval split,2026-06-11T16:09:07Z,encdec_old_current,old,rodent.xml,efference,torque,current_root,70,70,,,0.1,AbsoluteImitation,42,32,0.001,250,0.01,newton,256,131072,warp,4096,600000000,600064000.0,NVIDIA A100-SXM4-80GB,holygpu8a22302.rc.fas.harvard.edu,878.22802734375,466.50384521484375,256.2177734375,32012.42055997091,30890.411367353576,21484.607464623,,,
fgt63dqc,RodentEncDec_delay80_eff80-20260611-120906,emiwar-team/nnx-ppo-rodent-delays,finished,1cd5838f,"EncDec,MLP,TrainEvalSplit,delay80,eff80,warp",Train-eval split,2026-06-11T16:09:07Z,encdec_old_current,old,rodent.xml,efference,torque,current_root,80,80,,,0.1,AbsoluteImitation,42,32,0.001,250,0.01,newton,256,131072,warp,4096,600000000,600064000.0,NVIDIA A100-SXM4-80GB,holygpu8a22302.rc.fas.harvard.edu,871.5228881835938,463.3311767578125,261.283203125,31918.084500659403,31226.255540281287,21510.233050528,,,
2l2lwxl0,RodentEncDec_delay90_eff90-20260611-120905,emiwar-team/nnx-ppo-rodent-delays,finished,1cd5838f,"EncDec,MLP,TrainEvalSplit,delay90,eff90,warp",Train-eval split,2026-06-11T16:09:06Z,encdec_old_current,old,rodent.xml,efference,torque,current_root,90,90,,,0.1,AbsoluteImitation,42,32,0.001,250,0.01,newton,256,131072,warp,4096,600000000,600064000.0,NVIDIA A100-SXM4-80GB,holygpu8a22604.rc.fas.harvard.edu,789.737548828125,413.3051452636719,235.224609375,31309.85598926865,30840.374634695338,21940.781197448,,,
fmypxy1t,RodentEncDec_delay100_eff100-20260611-120955,emiwar-team/nnx-ppo-rodent-delays,finished,1cd5838f,"EncDec,MLP,TrainEvalSplit,delay100,eff100,warp",Train-eval split,2026-06-11T16:09:57Z,encdec_old_current,old,rodent.xml,efference,torque,current_root,100,100,,,0.1,AbsoluteImitation,42,32,0.001,250,0.01,newton,256,131072,warp,4096,600000000,600064000.0,NVIDIA A100-SXM4-80GB,holygpu8a22206.rc.fas.harvard.edu,772.2216796875,408.118896484375,229.779296875,30856.295416763278,30993.404442144267,23308.741399567,,,
lgtgwdrd,RodentEncDec_delay0_eff0-20260706-062710,emiwar-team/nnx-ppo-rodent-delays,finished,909e774d,"EncDec,MLP,TrainEvalSplit,delay0,eff0,warp",Running with body_target_frame actually equals to 'reference_root'.,2026-07-06T10:27:20Z,encdec_old_reference,old,rodent.xml,efference,torque,reference_root,0,0,,,0.1,AbsoluteImitation,42,32,0.001,250,0.01,newton,256,131072,warp,4096,600000000,600064000.0,NVIDIA A100-SXM4-80GB,holygpu8a22203.rc.fas.harvard.edu,1997.562255859375,159.33592224121094,445.3828125,35179.77364707388,34512.037909034596,19637.160454458,,,
g2rfz55i,RodentEncDec_delay2_eff2-20260706-062710,emiwar-team/nnx-ppo-rodent-delays,finished,909e774d,"EncDec,MLP,TrainEvalSplit,delay2,eff2,warp",Running with body_target_frame actually equals to 'reference_root'.,2026-07-06T10:27:20Z,encdec_old_reference,old,rodent.xml,efference,torque,reference_root,2,2,,,0.1,AbsoluteImitation,42,32,0.001,250,0.01,newton,256,131072,warp,4096,600000000,600064000.0,NVIDIA A100-SXM4-80GB,holygpu8a22305.rc.fas.harvard.edu,1962.379150390625,209.3658905029297,442.6669921875,34543.49367349,33714.28087659048,19908.340904589,,,
42jsm15q,RodentEncDec_delay5_eff5-20260706-062710,emiwar-team/nnx-ppo-rodent-delays,finished,909e774d,"EncDec,MLP,TrainEvalSplit,delay5,eff5,warp",Running with body_target_frame actually equals to 'reference_root'.,2026-07-06T10:27:20Z,encdec_old_reference,old,rodent.xml,efference,torque,reference_root,5,5,,,0.1,AbsoluteImitation,42,32,0.001,250,0.01,newton,256,131072,warp,4096,600000000,600064000.0,NVIDIA A100-SXM4-80GB,holygpu8a22405.rc.fas.harvard.edu,1921.6044921875,260.2930908203125,439.34375,34374.70202373766,32950.06530462194,20071.054565279,,,
plvvp0ni,RodentEncDec_delay10_eff10-20260706-062710,emiwar-team/nnx-ppo-rodent-delays,finished,909e774d,"EncDec,MLP,TrainEvalSplit,delay10,eff10,warp",Running with body_target_frame actually equals to 'reference_root'.,2026-07-06T10:27:20Z,encdec_old_reference,old,rodent.xml,efference,torque,reference_root,10,10,,,0.1,AbsoluteImitation,42,32,0.001,250,0.01,newton,256,131072,warp,4096,600000000,600064000.0,NVIDIA A100-SXM4-80GB,holygpu8a22305.rc.fas.harvard.edu,1747.2474365234375,434.8324279785156,413.5263671875,33848.113330159846,32278.498426569964,20375.15473566,,,
nauanqbo,RodentEncDec_delay20_eff20-20260706-062710,emiwar-team/nnx-ppo-rodent-delays,finished,909e774d,"EncDec,MLP,TrainEvalSplit,delay20,eff20,warp",Running with body_target_frame actually equals to 'reference_root'.,2026-07-06T10:27:20Z,encdec_old_reference,old,rodent.xml,efference,torque,reference_root,20,20,,,0.1,AbsoluteImitation,42,32,0.001,250,0.01,newton,256,131072,warp,4096,600000000,600064000.0,NVIDIA A100-SXM4-80GB,holygpu8a22506.rc.fas.harvard.edu,1486.968994140625,556.9996948242188,376.068359375,33418.747939692956,31562.036315278936,20635.810728537,,,
f4086xkd,RodentEncDec_delay50_eff50-20260706-062710,emiwar-team/nnx-ppo-rodent-delays,finished,909e774d,"EncDec,MLP,TrainEvalSplit,delay50,eff50,warp",Running with body_target_frame actually equals to 'reference_root'.,2026-07-06T10:27:20Z,encdec_old_reference,old,rodent.xml,efference,torque,reference_root,50,50,,,0.1,AbsoluteImitation,42,32,0.001,250,0.01,newton,256,131072,warp,4096,600000000,600064000.0,NVIDIA A100-SXM4-80GB,holygpu8a22606.rc.fas.harvard.edu,1037.668701171875,575.5552978515625,292.7099609375,32398.46128794027,30885.068608675763,21244.905292414,,,
lv73tbo8,RodentForwardModel_delay0_eff0-20260709-111025,emiwar-team/nnx-ppo-rodent-delays,finished,201d6e11,"ForwardModel,MLP,TrainEvalSplit,delay0,eff0,warp",Trying different XML.,2026-07-09T15:10:40Z,expfm_new_position,new,rodent_no_tail_collisions.xml,forward_model,position,current_root,0,0,1.0,True,0.1,AbsoluteImitation,42,32,0.001,250,0.01,newton,256,131072,warp,4096,600000000,600064000.0,NVIDIA A100-SXM4-80GB,holygpu8a22503.rc.fas.harvard.edu,1946.93408203125,178.9820556640625,445.3701171875,24481.59424077869,35444.20837983991,27865.809807344,,,
1xh2oe5q,RodentForwardModel_delay2_eff2-20260709-110910,emiwar-team/nnx-ppo-rodent-delays,finished,201d6e11,"ForwardModel,MLP,TrainEvalSplit,delay2,eff2,warp",Trying different XML.,2026-07-09T15:09:32Z,expfm_new_position,new,rodent_no_tail_collisions.xml,forward_model,position,current_root,2,2,1.0,True,0.1,AbsoluteImitation,42,32,0.001,250,0.01,newton,256,131072,warp,4096,600000000,600064000.0,NVIDIA A100-SXM4-80GB,holygpu8a22506.rc.fas.harvard.edu,1932.034423828125,172.0707550048828,446.701171875,24414.743381681485,35378.585500774105,27867.681913143,,,
6icwdgdg,RodentForwardModel_delay5_eff5-20260709-110911,emiwar-team/nnx-ppo-rodent-delays,finished,201d6e11,"ForwardModel,MLP,TrainEvalSplit,delay5,eff5,warp",Trying different XML.,2026-07-09T15:09:32Z,expfm_new_position,new,rodent_no_tail_collisions.xml,forward_model,position,current_root,5,5,1.0,True,0.1,AbsoluteImitation,42,32,0.001,250,0.01,newton,256,131072,warp,4096,600000000,600064000.0,NVIDIA A100-SXM4-80GB,holygpu8a22302.rc.fas.harvard.edu,1906.166748046875,209.41278076171875,444.259765625,23796.197307087088,35206.25691852934,28394.62244961,,,
is69dmfe,RodentForwardModel_delay20_eff20-20260709-111514,emiwar-team/nnx-ppo-rodent-delays,finished,201d6e11,"ForwardModel,MLP,TrainEvalSplit,delay20,eff20,warp",Trying different XML.,2026-07-09T15:15:25Z,expfm_new_position,new,rodent_no_tail_collisions.xml,forward_model,position,current_root,20,20,1.0,True,0.1,AbsoluteImitation,42,32,0.001,250,0.01,newton,256,131072,warp,4096,600000000,600064000.0,NVIDIA A100-SXM4-80GB,holygpu8a22606.rc.fas.harvard.edu,1835.041748046875,311.42559814453125,434.697265625,22853.37334361687,34762.25895957062,29201.474054646,,,
oesyktcx,RodentForwardModel_delay50_eff50-20260709-114229,emiwar-team/nnx-ppo-rodent-delays,finished,201d6e11,"ForwardModel,MLP,TrainEvalSplit,delay50,eff50,warp",Trying different XML.,2026-07-09T15:42:43Z,expfm_new_position,new,rodent_no_tail_collisions.xml,forward_model,position,current_root,50,50,1.0,True,0.1,AbsoluteImitation,42,32,0.001,250,0.01,newton,256,131072,warp,4096,600000000,600064000.0,NVIDIA A100-SXM4-80GB,holygpu8a22203.rc.fas.harvard.edu,1847.901611328125,288.58575439453125,437.4326171875,22473.212435930596,33714.94811845452,29875.712609122,,,
q7e7028r,RodentForwardModel_delay0_eff0-20260811-162018,emiwar-team/nnx-ppo-rodent-delays,failed,ef060b73,"ForwardModel,MLP,TrainEvalSplit,delay0,eff0,warp",New XML + reference_root.,2026-08-11T20:20:34Z,expfm_new_reference,new,rodent_no_tail_collisions.xml,forward_model,torque,reference_root,0,0,1.0,True,0.1,AbsoluteImitation,42,32,0.001,250,0.01,newton,256,131072,warp,4096,600000000,600064000.0,NVIDIA H200,holygpu8a12304.rc.fas.harvard.edu,1981.185791015625,147.23443603515625,446.1083984375,53055.45770231695,50845.91638960618,13646.30063952,,,
wdnsv6wt,RodentForwardModel_delay1_eff1-20260811-163030,emiwar-team/nnx-ppo-rodent-delays,failed,ef060b73,"ForwardModel,MLP,TrainEvalSplit,delay1,eff1,warp",New XML + reference_root.,2026-08-11T20:30:32Z,expfm_new_reference,new,rodent_no_tail_collisions.xml,forward_model,torque,reference_root,1,1,1.0,True,0.1,AbsoluteImitation,42,32,0.001,250,0.01,newton,256,131072,warp,4096,600000000,600064000.0,NVIDIA A100-SXM4-80GB,holygpu8a22206.rc.fas.harvard.edu,1955.1199951171875,194.3820343017578,443.869140625,31222.080488915737,33655.53536184801,24623.792870691,,,
zgwma7ta,RodentForwardModel_delay2_eff2-20260811-163022,emiwar-team/nnx-ppo-rodent-delays,failed,ef060b73,"ForwardModel,MLP,TrainEvalSplit,delay2,eff2,warp",New XML + reference_root.,2026-08-11T20:30:29Z,expfm_new_reference,new,rodent_no_tail_collisions.xml,forward_model,torque,reference_root,2,2,1.0,True,0.1,AbsoluteImitation,42,32,0.001,250,0.01,newton,256,131072,warp,4096,600000000,600064000.0,NVIDIA A100-SXM4-80GB,holygpu8a22605.rc.fas.harvard.edu,1934.287109375,194.3572235107422,443.5869140625,31437.917033837566,33488.05730226784,21966.977937672,,,
co9cu5aw,RodentForwardModel_delay3_eff3-20260811-163204,emiwar-team/nnx-ppo-rodent-delays,failed,ef060b73,"ForwardModel,MLP,TrainEvalSplit,delay3,eff3,warp",New XML + reference_root.,2026-08-11T20:32:06Z,expfm_new_reference,new,rodent_no_tail_collisions.xml,forward_model,torque,reference_root,3,3,1.0,True,0.1,AbsoluteImitation,42,32,0.001,250,0.01,newton,256,131072,warp,4096,600000000,600064000.0,NVIDIA A100-SXM4-80GB,holygpu8a22205.rc.fas.harvard.edu,1932.0894775390625,189.5675811767578,444.1181640625,31274.39253314805,33053.97196104913,22086.090293764,,,
eq25n7dm,RodentForwardModel_delay4_eff4-20260811-173716,emiwar-team/nnx-ppo-rodent-delays,failed,ef060b73,"ForwardModel,MLP,TrainEvalSplit,delay4,eff4,warp",New XML + reference_root.,2026-08-11T21:37:20Z,expfm_new_reference,new,rodent_no_tail_collisions.xml,forward_model,torque,reference_root,4,4,1.0,True,0.1,AbsoluteImitation,42,32,0.001,250,0.01,newton,256,131072,warp,4096,600000000,600064000.0,NVIDIA A100-SXM4-80GB,holygpu8a22604.rc.fas.harvard.edu,1920.749267578125,207.10943603515625,442.5537109375,31210.461728321112,32652.69602240628,22165.224139256,,,
j2bmags2,RodentForwardModel_delay5_eff5-20260811-173716,emiwar-team/nnx-ppo-rodent-delays,failed,ef060b73,"ForwardModel,MLP,TrainEvalSplit,delay5,eff5,warp",New XML + reference_root.,2026-08-11T21:37:20Z,expfm_new_reference,new,rodent_no_tail_collisions.xml,forward_model,torque,reference_root,5,5,1.0,True,0.1,AbsoluteImitation,42,32,0.001,250,0.01,newton,256,131072,warp,4096,600000000,600064000.0,NVIDIA A100-SXM4-80GB,holygpu8a22102.rc.fas.harvard.edu,1898.242431640625,214.6022491455078,442.2021484375,31222.420985571935,32508.177142039945,22085.490059401,,,
m5fbx6tq,RodentForwardModel_delay6_eff6-20260811-173748,emiwar-team/nnx-ppo-rodent-delays,failed,ef060b73,"ForwardModel,MLP,TrainEvalSplit,delay6,eff6,warp",New XML + reference_root.,2026-08-11T21:37:49Z,expfm_new_reference,new,rodent_no_tail_collisions.xml,forward_model,torque,reference_root,6,6,1.0,True,0.1,AbsoluteImitation,42,32,0.001,250,0.01,newton,256,131072,warp,4096,600000000,600064000.0,NVIDIA A100-SXM4-80GB,holygpu8a22101.rc.fas.harvard.edu,1897.644775390625,201.6781311035156,443.0126953125,31323.700148898108,32495.90901677954,21993.972295848,,,
2696la26,RodentForwardModel_delay7_eff7-20260811-173808,emiwar-team/nnx-ppo-rodent-delays,failed,ef060b73,"ForwardModel,MLP,TrainEvalSplit,delay7,eff7,warp",New XML + reference_root.,2026-08-11T21:38:09Z,expfm_new_reference,new,rodent_no_tail_collisions.xml,forward_model,torque,reference_root,7,7,1.0,True,0.1,AbsoluteImitation,42,32,0.001,250,0.01,newton,256,131072,warp,4096,600000000,600064000.0,NVIDIA A100-SXM4-80GB,holygpu8a22506.rc.fas.harvard.edu,1874.2266845703125,253.4866943359375,439.80859375,31242.542459564727,32394.816315619006,22082.726351923,,,
t4lisyr9,RodentForwardModel_delay8_eff8-20260811-173834,emiwar-team/nnx-ppo-rodent-delays,failed,ef060b73,"ForwardModel,MLP,TrainEvalSplit,delay8,eff8,warp",New XML + reference_root.,2026-08-11T21:38:35Z,expfm_new_reference,new,rodent_no_tail_collisions.xml,forward_model,torque,reference_root,8,8,1.0,True,0.1,AbsoluteImitation,42,32,0.001,250,0.01,newton,256,131072,warp,4096,600000000,600064000.0,NVIDIA A100-SXM4-80GB,holygpu8a22101.rc.fas.harvard.edu,1850.2825927734375,291.0690002441406,436.7646484375,31233.96609986384,32131.51880456008,22141.314019721,,,
7c6xmp09,RodentForwardModel_delay9_eff9-20260811-173842,emiwar-team/nnx-ppo-rodent-delays,failed,ef060b73,"ForwardModel,MLP,TrainEvalSplit,delay9,eff9,warp",New XML + reference_root.,2026-08-11T21:38:43Z,expfm_new_reference,new,rodent_no_tail_collisions.xml,forward_model,torque,reference_root,9,9,1.0,True,0.1,AbsoluteImitation,42,32,0.001,250,0.01,newton,256,131072,warp,4096,600000000,600064000.0,NVIDIA A100-SXM4-80GB,holygpu8a22602.rc.fas.harvard.edu,1821.84326171875,339.913818359375,431.3984375,31049.434914441474,32026.16948934332,22208.308733933,,,
25io6a70,RodentForwardModel_delay10_eff10-20260811-174250,emiwar-team/nnx-ppo-rodent-delays,failed,ef060b73,"ForwardModel,MLP,TrainEvalSplit,delay10,eff10,warp",New XML + reference_root.,2026-08-11T21:42:52Z,expfm_new_reference,new,rodent_no_tail_collisions.xml,forward_model,torque,reference_root,10,10,1.0,True,0.1,AbsoluteImitation,42,32,0.001,250,0.01,newton,256,131072,warp,4096,600000000,600064000.0,NVIDIA A100-SXM4-80GB,holygpu8a22201.rc.fas.harvard.edu,1797.570556640625,362.9544982910156,427.91796875,31266.08540659686,32253.12955085685,22126.721127046,,,
zq4rpcds,RodentForwardModel_delay12_eff12-20260811-174307,emiwar-team/nnx-ppo-rodent-delays,failed,ef060b73,"ForwardModel,MLP,TrainEvalSplit,delay12,eff12,warp",New XML + reference_root.,2026-08-11T21:43:09Z,expfm_new_reference,new,rodent_no_tail_collisions.xml,forward_model,torque,reference_root,12,12,1.0,True,0.1,AbsoluteImitation,42,32,0.001,250,0.01,newton,256,131072,warp,4096,600000000,600064000.0,NVIDIA A100-SXM4-80GB,holygpu8a22302.rc.fas.harvard.edu,1734.5234375,424.2516479492187,416.9228515625,31120.22467235681,31961.162755916095,22166.889115539,,,
yws4x1hj,RodentForwardModel_delay15_eff15-20260811-174441,emiwar-team/nnx-ppo-rodent-delays,failed,ef060b73,"ForwardModel,MLP,TrainEvalSplit,delay15,eff15,warp",New XML + reference_root.,2026-08-11T21:44:43Z,expfm_new_reference,new,rodent_no_tail_collisions.xml,forward_model,torque,reference_root,15,15,1.0,True,0.1,AbsoluteImitation,42,32,0.001,250,0.01,newton,256,131072,warp,4096,600000000,600064000.0,NVIDIA A100-SXM4-80GB,holygpu8a22403.rc.fas.harvard.edu,1677.802734375,463.5680236816406,409.8486328125,30939.058650407285,31816.01770318695,22321.730356682,,,
48icppj0,RodentForwardModel_delay20_eff20-20260811-174441,emiwar-team/nnx-ppo-rodent-delays,failed,ef060b73,"ForwardModel,MLP,TrainEvalSplit,delay20,eff20,warp",New XML + reference_root.,2026-08-11T21:44:43Z,expfm_new_reference,new,rodent_no_tail_collisions.xml,forward_model,torque,reference_root,20,20,1.0,True,0.1,AbsoluteImitation,42,32,0.001,250,0.01,newton,256,131072,warp,4096,600000000,600064000.0,NVIDIA A100-SXM4-80GB,holygpu8a22403.rc.fas.harvard.edu,1639.313720703125,505.875244140625,402.873046875,31034.662432335383,31764.52241282144,22319.353700773,,,
3osnm0o6,RodentForwardModel_delay25_eff25-20260811-175025,emiwar-team/nnx-ppo-rodent-delays,failed,ef060b73,"ForwardModel,MLP,TrainEvalSplit,delay25,eff25,warp",New XML + reference_root.,2026-08-11T21:50:26Z,expfm_new_reference,new,rodent_no_tail_collisions.xml,forward_model,torque,reference_root,25,25,1.0,True,0.1,AbsoluteImitation,42,32,0.001,250,0.01,newton,256,131072,warp,4096,600000000,600064000.0,NVIDIA A100-SXM4-80GB,holygpu8a22302.rc.fas.harvard.edu,1606.809326171875,491.50152587890625,404.1181640625,30789.501319795392,31202.328692097333,22528.616495946,,,
6ugicoso,RodentForwardModel_delay30_eff30-20260811-175615,emiwar-team/nnx-ppo-rodent-delays,failed,ef060b73,"ForwardModel,MLP,TrainEvalSplit,delay30,eff30,warp",New XML + reference_root.,2026-08-11T21:56:21Z,expfm_new_reference,new,rodent_no_tail_collisions.xml,forward_model,torque,reference_root,30,30,1.0,True,0.1,AbsoluteImitation,42,32,0.001,250,0.01,newton,256,131072,warp,4096,600000000,600064000.0,NVIDIA A100-SXM4-80GB,holygpu8a22402.rc.fas.harvard.edu,1529.2822265625,529.822265625,392.41796875,30908.330563222073,31181.24586447072,22670.483945,,,
qqzdghe9,RodentForwardModel_delay40_eff40-20260811-175614,emiwar-team/nnx-ppo-rodent-delays,failed,ef060b73,"ForwardModel,MLP,TrainEvalSplit,delay40,eff40,warp",New XML + reference_root.,2026-08-11T21:56:21Z,expfm_new_reference,new,rodent_no_tail_collisions.xml,forward_model,torque,reference_root,40,40,1.0,True,0.1,AbsoluteImitation,42,32,0.001,250,0.01,newton,256,131072,warp,4096,600000000,600064000.0,NVIDIA A100-SXM4-80GB,holygpu8a22304.rc.fas.harvard.edu,1468.78955078125,548.5537719726562,384.2626953125,30697.905696115955,31099.312600274712,23115.888225543,,,
6cbzq5on,RodentForwardModel_delay50_eff50-20260811-180113,emiwar-team/nnx-ppo-rodent-delays,failed,ef060b73,"ForwardModel,MLP,TrainEvalSplit,delay50,eff50,warp",New XML + reference_root.,2026-08-11T22:01:16Z,expfm_new_reference,new,rodent_no_tail_collisions.xml,forward_model,torque,reference_root,50,50,1.0,True,0.1,AbsoluteImitation,42,32,0.001,250,0.01,newton,256,131072,warp,4096,600000000,600064000.0,NVIDIA A100-SXM4-80GB,holygpu8a22206.rc.fas.harvard.edu,1355.3756103515625,547.7182006835938,370.0908203125,30493.883362655277,21310.282219664085,26153.026244734,,,
tuakxoap,RodentForwardModel_delay60_eff60-20260811-180332,emiwar-team/nnx-ppo-rodent-delays,failed,ef060b73,"ForwardModel,MLP,TrainEvalSplit,delay60,eff60,warp",New XML + reference_root.,2026-08-11T22:03:34Z,expfm_new_reference,new,rodent_no_tail_collisions.xml,forward_model,torque,reference_root,60,60,1.0,True,0.1,AbsoluteImitation,42,32,0.001,250,0.01,newton,256,131072,warp,4096,600000000,600064000.0,NVIDIA A100-SXM4-80GB,holygpu8a22104.rc.fas.harvard.edu,1330.94921875,538.0547485351562,368.8828125,30635.644812745428,15671.52092797345,24105.074381331,,,
czsyqfjy,RodentForwardModel_delay70_eff70-20260811-180332,emiwar-team/nnx-ppo-rodent-delays,failed,ef060b73,"ForwardModel,MLP,TrainEvalSplit,delay70,eff70,warp",New XML + reference_root.,2026-08-11T22:03:34Z,expfm_new_reference,new,rodent_no_tail_collisions.xml,forward_model,torque,reference_root,70,70,1.0,True,0.1,AbsoluteImitation,42,32,0.001,250,0.01,newton,256,131072,warp,4096,600000000,600064000.0,NVIDIA A100-SXM4-80GB,holygpu8a22601.rc.fas.harvard.edu,1299.994873046875,518.5748291015625,370.8125,30288.60658416275,28072.21468986759,23711.514017606,,,
qubjc67b,RodentForwardModel_delay80_eff80-20260811-181325,emiwar-team/nnx-ppo-rodent-delays,failed,ef060b73,"ForwardModel,MLP,TrainEvalSplit,delay80,eff80,warp",New XML + reference_root.,2026-08-11T22:13:28Z,expfm_new_reference,new,rodent_no_tail_collisions.xml,forward_model,torque,reference_root,80,80,1.0,True,0.1,AbsoluteImitation,42,32,0.001,250,0.01,newton,256,131072,warp,4096,600000000,600064000.0,NVIDIA A100-SXM4-80GB,holygpu8a22301.rc.fas.harvard.edu,1261.2579345703125,525.57421875,365.30078125,30144.61224998159,15408.910144421952,26987.951973954,,,
vxo6rooq,RodentForwardModel_delay90_eff90-20260811-181317,emiwar-team/nnx-ppo-rodent-delays,failed,ef060b73,"ForwardModel,MLP,TrainEvalSplit,delay90,eff90,warp",New XML + reference_root.,2026-08-11T22:13:21Z,expfm_new_reference,new,rodent_no_tail_collisions.xml,forward_model,torque,reference_root,90,90,1.0,True,0.1,AbsoluteImitation,42,32,0.001,250,0.01,newton,256,131072,warp,4096,600000000,600064000.0,NVIDIA A100-SXM4-80GB,holygpu8a22204.rc.fas.harvard.edu,1258.810546875,503.474365234375,371.09375,30351.089381854417,16122.183840884592,24145.836649129,,,
f0a0360u,RodentForwardModel_delay100_eff100-20260811-181425,emiwar-team/nnx-ppo-rodent-delays,failed,ef060b73,"ForwardModel,MLP,TrainEvalSplit,delay100,eff100,warp",New XML + reference_root.,2026-08-11T22:14:26Z,expfm_new_reference,new,rodent_no_tail_collisions.xml,forward_model,torque,reference_root,100,100,1.0,True,0.1,AbsoluteImitation,42,32,0.001,250,0.01,newton,256,131072,warp,4096,600000000,600064000.0,NVIDIA A100-SXM4-80GB,holygpu8a22301.rc.fas.harvard.edu,1284.4466552734375,501.9670104980469,375.998046875,29593.764439383052,25247.865039253455,26720.343425723,,,
